doid	name
Orphanet:289601	Hereditary arterial and articular multiple calcification syndrome
Orphanet:289586	Exfoliative ichthyosis
Orphanet:293381	Epithelial recurrent erosion dystrophy
Orphanet:293603	Congenital hereditary endothelial dystrophy type II
Orphanet:293150	Familial clubfoot due to PITX1 point mutation
Orphanet:741	Familial mitral valve prolapse
Orphanet:293144	Familial clubfoot due to 5q31 microdeletion
Orphanet:293168	Infantile-onset ascending hereditary spastic paralysis
Orphanet:293165	Skin fragility-woolly hair-palmoplantar keratoderma syndrome
Orphanet:428	Autosomal dominant hypocalcemia
Orphanet:293181	Malignant migrating partial seizures of infancy
Orphanet:393	46,XX testicular disorder of sex development
Orphanet:293284	Tetrahydrobiopterin-responsive hyperphenylalaninemia/phenylketonuria
Orphanet:2394	Pyruvate dehydrogenase E3 deficiency
Orphanet:284414	Glycerol kinase deficiency, adult form
Orphanet:284426	Glycogen storage disease due to lactate dehydrogenase M-subunit deficiency
Orphanet:284435	Glycogen storage disease due to lactate dehydrogenase H-subunit deficiency
Orphanet:284973	Marfan syndrome type 2
Orphanet:284963	Marfan syndrome type 1
Orphanet:284984	Aneurysm-osteoarthritis syndrome
Orphanet:284979	Neonatal Marfan syndrome
Orphanet:289365	Familial vesicoureteral reflux
Orphanet:289377	Early-onset myopathy with fatal cardiomyopathy
Orphanet:289380	Myosclerosis
Orphanet:289290	Hypermethioninemia encephalopathy due to adenosine kinase deficiency
Orphanet:289266	Early-onset epileptic encephalopathy and intellectual disability due to GRIN2A mutation
Orphanet:289307	Developmental delay due to methylmalonate semialdehyde dehydrogenase deficiency
Orphanet:289504	Combined malonic and methylmalonic acidemia
Orphanet:289499	Congenital cataract microcornea with corneal opacity
Orphanet:289527	Fatal infantile hypertrophic cardiomyopathy due to mitochondrial complex I deficiency
Orphanet:289465	Isolated congenital adermatoglyphia
Orphanet:289157	Hypocalcemic vitamin D-dependent rickets
Orphanet:281090	Syndromic X-linked ichthyosis
Orphanet:281190	Congenital reticular ichthyosiform erythroderma
Orphanet:281201	Keratosis linearis-ichthyosis congenita-sclerosing keratoderma syndrome
Orphanet:281139	Annular epidermolytic ichthyosis
Orphanet:281122	Self-healing collodion baby
Orphanet:281127	Acral self-healing collodion baby
Orphanet:280628	Familial progressive hyper- and hypopigmentation
Orphanet:280633	Multiple congenital anomalies-hypotonia-seizures syndrome
Orphanet:280615	Hemoglobinopathy Toms River
Orphanet:280598	Hereditary sensorimotor neuropathy with hyperelastic skin
Orphanet:280620	Progressive myoclonic epilepsy type 6
Orphanet:280663	Hermansky-Pudlak syndrome type 9
Orphanet:280640	Occipital pachygyria and polymicrogyria
Orphanet:280654	Autosomal recessive nail dysplasia
Orphanet:280651	Acrodysostosis with multiple hormone resistance
Orphanet:280785	Bullous diffuse cutaneous mastocytosis
Orphanet:280794	Pseudoxanthomatous diffuse cutaneous mastocytosis
Orphanet:280679	Moyamoya angiopathy-short stature-facial dysmorphism-hypergonadotropic hypogonadism syndrome
Orphanet:280763	Severe intellectual disability and progressive spastic paraplegia
Orphanet:284149	Craniosynostosis and dental anomalies
Orphanet:284139	Larsen-like syndrome, B3GAT3 type
Orphanet:284169	Facial dysmorphism-developmental delay-behavioral abnormalities syndrome due to 10p11.21p12.31 microdeletion
Orphanet:284247	Familial retinal arterial macroaneurysm
Orphanet:284271	Autosomal recessive cerebellar ataxia-psychomotor retardation syndrome
Orphanet:284324	Childhood-onset autosomal recessive slowly progressive spinocerebellar ataxia
Orphanet:284282	Autosomal recessive cerebellar ataxia-epilepsy-intellectual disability syndrome due to WWOX deficiency
Orphanet:284343	Pleuropulmonary blastoma familial tumor susceptibility syndrome
Orphanet:284408	Glycerol kinase deficiency, infantile form
Orphanet:284411	Glycerol kinase deficiency, juvenile form
Orphanet:282166	Inherited Creutzfeldt-Jakob disease
Orphanet:284102	Response to antiviral treatment in hepatitis C
Orphanet:284113	Susceptibility to adverse reaction due to mercaptopurine
Orphanet:284121	Toxicity or absent response to clozapine
Orphanet:309854	Cirrhosis-dystonia-polycythemia-hypermanganesemia syndrome
Orphanet:314029	High bone mass osteogenesis imperfecta
Orphanet:314022	Gastric adenocarcinoma and proximal polyposis of the stomach
Orphanet:313892	Developmental and speech delay due to SOX5 deficiency
Orphanet:313884	12p12.1 microdeletion syndrome
Orphanet:313855	FGFR2-related bent bone dysplasia
Orphanet:313846	Familial cutaneous telangiectasia and oropharyngeal predisposition cancer syndrome
Orphanet:313838	Coats plus syndrome
Orphanet:313808	Hereditary diffuse leukoencephalopathy with axonal spheroids and pigmented glia
Orphanet:313795	Jawad syndrome
Orphanet:313772	Early-onset spastic ataxia-neuropathy syndrome
Orphanet:314603	Autosomal recessive spastic ataxia with leukoencephalopathy
Orphanet:314597	Chudley-McCullough syndrome
Orphanet:314485	Young adult-onset distal hereditary motor neuropathy
Orphanet:314555	Craniofacial dysplasia-osteopenia syndrome
Orphanet:314394	Short stature-onychodysplasia-facial dysmorphism-hypotrichosis syndrome
Orphanet:314399	Autosomal dominant aplasia and myelodysplasia
Orphanet:314376	Intestinal obstruction in the newborn due to guanylate cyclase 2C deficiency
Orphanet:314381	Hereditary sensory and autonomic neuropathy type 6
Orphanet:314051	Leukoencephalopathy-thalamus and brainstem anomalies-high lactate syndrome
Orphanet:308380	Methylcobalamin deficiency type cblDv1
Orphanet:308386	Sulfite oxidase deficiency due to molybdenum cofactor deficiency type A
Orphanet:308393	Sulfite oxidase deficiency due to molybdenum cofactor deficiency type B
Orphanet:308400	Sulfite oxidase deficiency due to molybdenum cofactor deficiency type C
Orphanet:308410	Autism-epilepsy syndrome due to branched chain ketoacid dehydrogenase kinase deficiency
Orphanet:308425	Methylmalonic acidemia due to methylmalonyl-CoA epimerase deficiency
Orphanet:308698	Glycogen storage disease due to glycogen branching enzyme deficiency, childhood neuromuscular form
Orphanet:308712	Glycogen storage disease due to glycogen branching enzyme deficiency, adult neuromuscular form
Orphanet:308670	Glycogen storage disease due to glycogen branching enzyme deficiency, congenital neuromuscular form
Orphanet:308684	Glycogen storage disease due to glycogen branching enzyme deficiency, childhood combined hepatic and myopathic form
Orphanet:309108	Pancreatic colipase deficiency
Orphanet:309020	Familial apolipoprotein C-II deficiency
Orphanet:308487	Generalized galactose epimerase deficiency
Orphanet:308473	Erythrocyte galactose epimerase deficiency
Orphanet:308442	Vitamin B12-responsive methylmalonic acidemia, type cblDv2
Orphanet:308655	Glycogen storage disease due to glycogen branching enzyme deficiency, fatal perinatal neuromuscular form
Orphanet:308638	Glycogen storage disease due to glycogen branching enzyme deficiency, non progressive hepatic form
Orphanet:308621	Glycogen storage disease due to glycogen branching enzyme deficiency, progressive hepatic form
Orphanet:308552	Glycogen storage disease due to acid maltase deficiency, infantile onset
Orphanet:309271	Metachromatic leukodystrophy, adult form
Orphanet:309282	Alpha-mannosidosis, infantile form
Orphanet:309288	Alpha-mannosidosis, adult form
Orphanet:309246	GM2 gangliosidosis, AB variant
Orphanet:309252	Atypical Gaucher disease due to saposin C deficiency
Orphanet:309256	Metachromatic leukodystrophy, late infantile form
Orphanet:309263	Metachromatic leukodystrophy, juvenile form
Orphanet:309324	Free sialic acid storage disease, infantile form
Orphanet:309331	Intermediate severe Salla disease
Orphanet:309334	Salla disease
Orphanet:309297	Mucopolysaccharidosis type 4A
Orphanet:309310	Mucopolysaccharidosis type 4B
Orphanet:309185	Tay-Sachs disease, B variant, juvenile form
Orphanet:309178	Tay-Sachs disease, B variant, infantile form
Orphanet:309239	Tay-Sachs disease, B1 variant
Orphanet:309192	Tay-Sachs disease, B variant, adult form
Orphanet:309155	Sandhoff disease, infantile form
Orphanet:309169	Sandhoff disease, adult form
Orphanet:309162	Sandhoff disease, juvenile form
Orphanet:300547	Autosomal recessive infantile hypercalcemia
Orphanet:300570	Cortical dysgenesis with pontocerebellar hypoplasia due to TUBB3 mutation
Orphanet:300573	Polymicrogyria due to TUBB2B mutation
Orphanet:300576	Oligodontia-cancer predisposition syndrome
Orphanet:300496	Multiple congenital anomalies-hypotonia-seizures syndrome type 2
Orphanet:300525	Pseudohypoaldosteronism type 2D
Orphanet:300530	Pseudohypoaldosteronism type 2E
Orphanet:300536	DDOST-CDG
Orphanet:300865	Primary cutaneous anaplastic large cell lymphoma
Orphanet:300895	ALK-positive anaplastic large cell lymphoma
Orphanet:300605	Juvenile amyotrophic lateral sclerosis
Orphanet:306436	Congenital sucrase-isomaltase deficiency with starch intolerance
Orphanet:306462	Congenital sucrase-isomaltase deficiency without starch intolerance
Orphanet:306446	Congenital sucrase-isomaltase deficiency with minimal starch tolerance
Orphanet:306550	FADD-related immunodeficiency
Orphanet:306542	Frontonasal dysplasia-severe microphthalmia-severe facial clefting syndrome
Orphanet:306547	Porencephaly-microcephaly-bilateral congenital cataract syndrome
Orphanet:306530	Congenital hereditary facial paralysis-variable hearing loss syndrome
Orphanet:306507	LAMB2-related infantile-onset nephrotic syndrome
Orphanet:306504	Congenital nephrotic syndrome-interstitial lung disease-epidermolysis bullosa syndrome
Orphanet:306474	Congenital sucrase-isomaltase deficiency with starch and lactose intolerance
Orphanet:306486	Congenital sucrase-isomaltase deficiency without sucrose intolerance
Orphanet:306661	Familial hyperphosphatemic tumoral calcinosis/Hyperphosphatemic hyperostosis syndrome
Orphanet:306617	X-linked complicated spastic paraplegia type 1
Orphanet:306597	X-linked Opitz G/BBB syndrome
Orphanet:306588	Autosomal dominant Opitz G/BBB syndrome
Orphanet:306577	Sodium channelopathy-related small fiber neuropathy
Orphanet:306558	Primary microcephaly-epilepsy-permanent neonatal diabetes syndrome
Orphanet:295148	Polydactyly of a triphalangeal thumb, unilateral
Orphanet:295150	Polydactyly of a triphalangeal thumb, bilateral
Orphanet:295163	Postaxial polydactyly type A, unilateral
Orphanet:295161	Polysyndactyly, bilateral
Orphanet:295159	Polysyndactyly, unilateral
Orphanet:295169	Postaxial polydactyly type B, bilateral
Orphanet:295167	Postaxial polydactyly type B, unilateral
Orphanet:295165	Postaxial polydactyly type A, bilateral
Orphanet:295195	Synpolydactyly type 1
Orphanet:295191	Zygodactyly type 3
Orphanet:295201	Congenital vertical talus, unilateral
Orphanet:295203	Congenital vertical talus, bilateral
Orphanet:295197	Synpolydactyly type 2
Orphanet:295239	Macrodactyly of fingers, unilateral
Orphanet:295243	Macrodactyly of toes, unilateral
Orphanet:300179	Ehlers-Danlos syndrome, kyphoscoliotic and deafness type
Orphanet:300324	Persistent polyclonal B-cell lymphocytosis
Orphanet:300313	Congenital cataract-hearing loss-severe developmental delay syndrome
Orphanet:300298	Severe congenital hypochromic anemia with ringed sideroblasts
Orphanet:300284	Connective tissue disorder due to lysyl hydroxylase-3 deficiency
Orphanet:300293	Transient infantile hypertriglyceridemia and hepatosteatosis
Orphanet:300382	Progeroid and marfanoid aspect-lipodystrophy syndrome
Orphanet:300345	Autosomal systemic lupus erythematosus
Orphanet:300333	Nephrotic syndrome-deafness-pretibial epidermolysis bullosa syndrome
Orphanet:464724	Fever-associated acute infantile liver failure syndrome
Orphanet:464738	Congenital cataract-microcephaly-nevus flammeus simplex-severe intellectual disability syndrome
Orphanet:464760	Familial cavitary optic disc anomaly
Orphanet:464756	Familial gastric type 1 neuroendocrine tumor
Orphanet:465508	Symptomatic form of hemochromatosis type 1
Orphanet:464282	Spastic paraplegia-severe developmental delay-epilepsy syndrome
Orphanet:464288	Short stature-brachydactyly-obesity-global developmental delay syndrome
Orphanet:464311	Intellectual disability syndrome due to a DYRK1A point mutation
Orphanet:464366	NEK9-related lethal skeletal dysplasia
Orphanet:464336	BENTA disease
Orphanet:464443	COG6-CGD
Orphanet:464440	Primary dystonia, DYT27 type
Orphanet:464370	Neonatal alloimmune neutropenia
Orphanet:456328	X-linked myotubular myopathy-abnormal genitalia syndrome
Orphanet:456333	Hereditary neuroendocrine tumor of small intestine
Orphanet:456312	Infantile multisystem neurologic-endocrine-pancreatic disease
Orphanet:456318	Hereditary sensory neuropathy-deafness-dementia syndrome
Orphanet:454840	NTHL1-related attenuated familial adenomatous polyposis
Orphanet:454821	Pleomorphic salivary gland adenoma
Orphanet:453533	Polyendocrine-polyneuropathy syndrome
Orphanet:453521	Autosomal recessive cerebellar ataxia due to CWF19L1 deficiency
Orphanet:451612	Familial congenital nasolacrimal duct obstruction
Orphanet:453504	Neurodevelopmental disorder-craniofacial dysmorphism-cardiac defect-hip dysplasia syndrome due to a point mutation
Orphanet:453510	Congenital insensitivity to pain with severe intellectual disability
Orphanet:449306	Susceptibility to infection in immunocompromised patient
Orphanet:449291	Symptomatic form of fragile X syndrome in female carrier
Orphanet:448372	X-linked acrogigantism due to Xq26 microduplication
Orphanet:448264	Isolated focal non-epidermolytic palmoplantar keratoderma
Orphanet:448251	Progressive autosomal recessive ataxia-deafness syndrome
Orphanet:448267	Regressive spondylometaphyseal dysplasia
Orphanet:448010	CAD-CDG
Orphanet:447997	Spastic tetraplegia-thin corpus callosum-progressive postnatal microcephaly syndrome
Orphanet:448242	Autosomal recessive brachyolmia
Orphanet:447977	Progressive scapulohumeroperoneal distal myopathy
Orphanet:447974	Klippel-Feil anomaly-myopathy-facial dysmorphism syndrome
Orphanet:447954	Combined oxidative phosphorylation deficiency type 25
Orphanet:447961	Pigmentation defects-palmoplantar keratoderma-skin carcinoma syndrome
Orphanet:459353	C1 inhibitor deficiency
Orphanet:459033	Ataxia-oculomotor apraxia type 4
Orphanet:459051	Spondyloepiphyseal dysplasia, Stanescu type
Orphanet:459061	Craniofacial dysplasia-short stature-ectodermal anomalies-intellectual disability syndrome
Orphanet:459056	Autosomal recessive spastic paraplegia type 75
Orphanet:459070	X-linked intellectual disability-cerebellar hypoplasia-spondylo-epiphyseal dysplasia syndrome
Orphanet:458798	Spinocerebellar ataxia type 41
Orphanet:458803	Spinocerebellar ataxia type 42
Orphanet:457485	Macrocephaly-intellectual disability-neurodevelopmental disorder-small thorax syndrome
Orphanet:457265	Progressive myoclonic epilepsy type 9
Orphanet:457279	Intellectual disability-macrocephaly-hypotonia-behavioral abnormalities syndrome
Orphanet:457260	X-linked intellectual disability-hypotonia-movement disorder syndrome
Orphanet:457240	X-linked intellectual disability-short stature-overweight syndrome
Orphanet:457246	Clear cell sarcoma of kidney
Orphanet:457395	Progressive spondyloepimetaphyseal dysplasia-short stature-short fourth metatarsals-intellectual disability syndrome
Orphanet:457406	Fatal mutiple mitochondrial dysfunctions syndrome type 4
Orphanet:457375	ITPA-related encephalopathy
Orphanet:457378	Complex lethal osteochondrodysplasia
Orphanet:457359	Megalencephaly-severe kyphoscoliosis-overgrowth syndrome
Orphanet:457284	Microcephaly-corpus callosum hypoplasia-intellectual disability-facial dysmorphism syndrome
Orphanet:457351	Microcephaly-intellectual disability-sensorineural hearing loss-epilepsy-abnormal muscle tone syndrome
Orphanet:457185	Neonatal encephalomyopathy-cardiomyopathy-respiratory distress syndrome
Orphanet:457088	Predisposition to invasive fungal disease due to CARD9 deficiency
Orphanet:457223	Syndromic sensorineural deafness due to combined oxidative phosphorylation deficiency
Orphanet:457212	Progressive essential tremor-speech impairment-facial dysmorphism-intellectual disability-abnormal behavior syndrome
Orphanet:457193	Autosomal dominant intellectual disability-craniofacial anomalies-cardiac defects syndrome
Orphanet:456369	Polyglucosan body myopathy type 2
Orphanet:457050	Autosomal dominant mitochondrial myopathy with exercise intolerance
Orphanet:629	Short stature due to growth hormone qualitative anomaly
Orphanet:632	Short stature due to isolated growth hormone deficiency with X-linked hypogammaglobulinemia
Orphanet:248	Autosomal recessive hypohidrotic ectodermal dysplasia
Orphanet:1810	Autosomal dominant hypohidrotic ectodermal dysplasia
Orphanet:198	Occipital horn syndrome
Orphanet:891	Familial exudative vitreoretinopathy
Orphanet:225	Maternally-inherited diabetes and deafness
Orphanet:466688	Severe intellectual disability-corpus callosum agenesis-facial dysmorphism-cerebellar ataxia syndrome
Orphanet:466962	SMARCA4-deficient sarcoma of thorax
Orphanet:466950	Facial dysmorphism-developmental delay-behavioral abnormalities syndrome due to WAC point mutation
Orphanet:466926	Seizures-scoliosis-macrocephaly syndrome
Orphanet:466934	VPS11-related autosomal recessive hypomyelinating leukodystrophy
Orphanet:466921	Childhood-onset progressive contractures-limb-girdle weakness-muscle dystrophy syndrome
Orphanet:466806	Autosomal dominant thrombocytopenia with platelet secretion defect
Orphanet:466801	Autosomal recessive limb-girdle muscular dystrophy type 2W
Orphanet:466794	Acute infantile liver failure-cerebellar ataxia-peripheral sensory motor neuropathy syndrome
Orphanet:466791	Macrocephaly-intellectual disability-left ventricular non compaction syndrome
Orphanet:466784	Neonatal severe cardiopulmonary failure due to mitochondrial methylation defect
Orphanet:466775	Autosomal recessive Charcot Marie Tooth disease type 2X
Orphanet:466768	Autosomal dominant Charcot-Marie-Tooth disease type 2Z
Orphanet:466729	Familial patent arterial duct
Orphanet:466722	Autosomal recessive spastic paraplegia type 77
Orphanet:466718	Martinique crinkled retinal pigment epitheliopathy
Orphanet:466703	TMEM199-CDG
Orphanet:465824	Fetal encasement syndrome
Orphanet:466026	Class I glucose-6-phosphate dehydrogenase deficiency
Orphanet:468620	Intellectual disability-epilepsy-extrapyramidal syndrome
Orphanet:468631	Microcephalic primordial dwarfism due to RTTN deficiency
Orphanet:467166	Tubulinopathy-associated dysgyria
Orphanet:467176	Severe hypotonia-psychomotor developmental delay-strabismus-cardiac septal defect syndrome
Orphanet:468635	Cryptogenic multifocal ulcerous stenosing enteritis
Orphanet:468641	Chronic enteropathy associated with SLCO2A1 gene
Orphanet:468661	Autosomal recessive spastic paraplegia 74
Orphanet:468666	Isolated generalized anhidrosis with normal sweat glands
Orphanet:468678	Intellectual disability-microcephaly-strabismus-behavioral abnormalities syndrome
Orphanet:468684	CCDC115-CDG
Orphanet:468672	Colobomatous macrophthalmia-microcornea syndrome
Orphanet:468726	Severe primary trimethylaminuria
Orphanet:468699	SLC39A8-CDG
Orphanet:468717	Rhizomelic chondrodysplasia punctata type 5
Orphanet:401800	Autosomal recessive spastic paraplegia type 60
Orphanet:401795	Autosomal recessive spastic paraplegia type 59
Orphanet:401768	Proximal myopathy with extrapyramidal signs
Orphanet:401764	Pancytopenia-developmental delay syndrome
Orphanet:401777	Optic atrophy-intellectual disability syndrome
Orphanet:401825	Autosomal recessive spastic paraplegia type 68
Orphanet:401830	Autosomal recessive spastic paraplegia type 69
Orphanet:401835	Autosomal recessive spastic paraplegia type 70
Orphanet:401840	Autosomal recessive spastic paraplegia type 71
Orphanet:401815	Autosomal recessive spastic paraplegia type 66
Orphanet:401820	Autosomal recessive spastic paraplegia type 67
Orphanet:401866	Spasticity-ataxia-gait anomalies syndrome
Orphanet:401869	Fatal multiple mitochondrial dysfunctions syndrome type 1
Orphanet:401874	Fatal multiple mitochondrial dysfunctions syndrome type 2
Orphanet:401859	Lipoic acid synthetase deficiency
Orphanet:401862	Lipoyl transferase 1 deficiency
Orphanet:401911	AXIN2-related attenuated familial adenomatous polyposis
Orphanet:401901	Huntington disease-like syndrome due to C9ORF72 expansions
Orphanet:401959	Partial corpus callosum agenesis-cerebellar vermis hypoplasia with posterior fossa cysts syndrome
Orphanet:401948	Hyperammonemic encephalopathy due to carbonic anhydrase VA deficiency
Orphanet:401945	Moyamoya disease with early-onset achalasia
Orphanet:401979	Autosomal recessive spondylometaphyseal dysplasia, Mégarbané type
Orphanet:401973	MEND syndrome
Orphanet:401964	Autosomal dominant Charcot-Marie-Tooth disease type 2 with giant axons
Orphanet:402003	Autosomal dominant focal non-epidermolytic palmoplantar keratoderma with plantar blistering
Orphanet:401996	Karyomegalic interstitial nephritis
Orphanet:402017	Acute myeloid leukemia with t(9;11)(p22;q23)
Orphanet:402020	Acute myeloid leukemia with inv3(p21;q26.2) or t(3;3)(p21;q26.2)
Orphanet:402014	Acute myeloid leukemia with t(6;9)(p23;q34)
Orphanet:402023	Megakaryoblastic acute myeloid leukemia with t(1;22)(p13;q13)
Orphanet:402026	Acute myeloid leukemia with NPM1 somatic mutations
Orphanet:402082	Progressive myoclonic epilepsy type 5
Orphanet:402364	Infantile cerebral and cerebellar atrophy with postnatal progressive microcephaly
Orphanet:402041	Autosomal recessive distal renal tubular acidosis
Orphanet:402075	Familial bicuspid aortic valve
Orphanet:806	Scott syndrome
Orphanet:404473	Severe intellectual disability-progressive spastic diplegia syndrome
Orphanet:404463	Multisystemic smooth muscle dysfunction syndrome
Orphanet:404466	Female infertility due to zona pellucida defect
Orphanet:404451	FBLN1-related developmental delay-central nervous system anomaly-syndactyly syndrome
Orphanet:404443	Tall stature-intellectual disability-facial dysmorphism syndrome
Orphanet:404448	ADNP-related multiple congenital anomalies-intellectual disability-autism spectrum disorder
Orphanet:404437	Diffuse cerebral and cerebellar atrophy-intractable seizures-progressive microcephaly syndrome
Orphanet:404440	Intellectual disability-facial dysmorphism syndrome due to SETD5 haploinsufficiency
Orphanet:404553	Vasculitis due to ADA2 deficiency
Orphanet:404546	DITRA
Orphanet:404521	Spinal muscular atrophy with respiratory distress type 2
Orphanet:404511	Clear cell papillary renal cell carcinoma
Orphanet:404507	Chondromyxoid fibroma
Orphanet:404499	Autosomal recessive cerebellar ataxia-epilepsy-intellectual disability syndrome due to KIAA0226 deficiency
Orphanet:404493	Autosomal recessive cerebellar ataxia-epilepsy-intellectual disability syndrome due to TUD deficiency
Orphanet:404476	Global developmental delay-lung cysts-overgrowth-Wilms tumor syndrome
Orphanet:411536	Mild phosphoribosylpyrophosphate synthetase superactivity
Orphanet:411543	Severe phosphoribosylpyrophosphate synthetase superactivity
Orphanet:411590	Wolfram-like syndrome
Orphanet:411602	Hereditary late-onset Parkinson disease
Orphanet:411511	Angelman syndrome due to a point mutation
Orphanet:411515	Angelman syndrome due to imprinting defect in 15q11-q13
Orphanet:411712	Maternal riboflavin deficiency
Orphanet:411788	Familial isolated trichomegaly
Orphanet:411986	Early-onset epileptic encephalopathy-cortical blindness-intellectual disability-facial dysmorphism syndrome
Orphanet:412022	Facial dysmorphism-lens dislocation-anterior segment abnormalities-spontaneous filtering blebs syndrome
Orphanet:411641	Ocular cystinosis
Orphanet:411634	Juvenile nephropathic cystinosis
Orphanet:371364	Hypotonia-speech impairment-severe cognitive delay syndrome
Orphanet:391677	Short stature-optic atrophy-Pelger-Huët anomaly syndrome
Orphanet:391474	Frontorhiny
Orphanet:391490	Adult-onset myasthenia gravis
Orphanet:391487	Autoimmune enteropathy and endocrinopathy-susceptibility to chronic infections syndrome
Orphanet:391646	Feingold syndrome type 2
Orphanet:391641	Feingold syndrome type 1
Orphanet:391665	Homozygous familial hypercholesterolemia
Orphanet:391343	Fatal post-viral neurodegenerative disorder
Orphanet:391348	Growth and developmental delay-hypotonia-vision impairment-lactic acidosis syndrome
Orphanet:391366	Growth retardation-mild developmental delay-chronic hepatitis syndrome
Orphanet:391372	Intellectual disability-severe speech delay-mild dysmorphism syndrome
Orphanet:391376	Congenital microcephaly-severe encephalopathy-progressive cerebral atrophy syndrome
Orphanet:391389	Familial episodic pain syndrome with predominantly upper body involvement
Orphanet:391392	Familial episodic pain syndrome with predominantly lower limb involvement
Orphanet:391397	Hereditary sensory and autonomic neuropathy type 7
Orphanet:391408	Primary microcephaly-mild intellectual disability-young-onset diabetes syndrome
Orphanet:391411	Atypical juvenile parkinsonism
Orphanet:391428	HSD10 disease, infantile type
Orphanet:391457	HSD10 disease, neonatal type
Orphanet:391307	Severe intellectual disability-short stature-behavioral abnormalities-facial dysmorphism syndrome
Orphanet:391316	Infantile-onset mesial temporal lobe epilepsy with severe cognitive regression
Orphanet:391311	Susceptibility to viral and mycobacterial infections
Orphanet:391320	East Texas bleeding disorder
Orphanet:391330	X-linked osteoporosis with fractures
Orphanet:397964	Combined immunodeficiency due to MALT1 deficiency
Orphanet:397959	TCR-alpha-beta-positive T-cell deficiency
Orphanet:397951	Microcephaly-thin corpus callosum-intellectual disability syndrome
Orphanet:397946	Autosomal recessive spastic paraplegia type 58
Orphanet:397941	MAN1B1-CDG
Orphanet:397937	Polyglucosan body myopathy type 1
Orphanet:397933	Severe intellectual disability-progressive postnatal microcephaly- midline stereotypic hand movements syndrome
Orphanet:397927	Sacral agenesis-abnormal ossification of the vertebral bodies-persistent notochordal canal syndrome
Orphanet:397922	Ferro-cerebro-cutaneous syndrome
Orphanet:397787	Severe combined immunodeficiency due to IKK2 deficiency
Orphanet:397755	Periodic paralysis with transient compartment-like syndrome
Orphanet:397758	Retinal dystrophy with inner retinal dysfunction and ganglion cell anomalies
Orphanet:397744	Peripheral neuropathy-myopathy-hoarseness-hearing loss syndrome
Orphanet:397750	Periodic paralysis with later-onset distal motor neuropathy
Orphanet:397709	Intellectual disability-coarse face-macrocephaly-cerebellar hypotrophy syndrome
Orphanet:397715	Joubert syndrome with Jeune asphyxiating thoracic dystrophy
Orphanet:397692	Hereditary isolated aplastic anemia
Orphanet:397623	Short stature-auditory canal atresia-mandibular hypoplasia-skeletal anomalies syndrome
Orphanet:397685	Familial  hyperprolactinemia
Orphanet:397615	Obesity due to CEP19 deficiency
Orphanet:397618	Foveal hypoplasia-optic nerve decussation defect-anterior segment dysgenesis syndrome
Orphanet:397596	Activated PI3K-delta syndrome
Orphanet:397593	Severe neonatal lactic acidosis due to NFS1-ISD11 complex deficiency
Orphanet:397612	Macrocephaly-developmental delay syndrome
Orphanet:397606	PrP systemic amyloidosis
Orphanet:397590	Silver-Russell syndrome due to a point mutation
Orphanet:394532	Multiple acyl-CoA dehydrogenation deficiency, mild type
Orphanet:394529	Multiple acyl-CoA dehydrogenation deficiency, severe neonatal type
Orphanet:399808	Male infertility with teratozoospermia due to single gene mutation
Orphanet:399805	Male infertility with azoospermia or oligozoospermia due to single gene mutation
Orphanet:399058	Alpha-B crystallin-related late-onset distal myopathy
Orphanet:399081	KLHL9-related childhood-onset distal myopathy
Orphanet:399103	Nebulin-related early-onset distal myopathy
Orphanet:399096	Distal anoctaminopathy
Orphanet:398189	Focal facial dermal dysplasia type IV
Orphanet:398069	Prader-Willi syndrome due to point mutation
Orphanet:398079	Prader-Willi-like syndrome due to point mutation
Orphanet:398088	Hereditary cryohydrocytosis with normal stomatin
Orphanet:435628	Keppen-Lubinsky syndrome
Orphanet:435660	LIPE-related familial partial lipodystrophy
Orphanet:435651	CIDEC-related familial partial lipodystrophy
Orphanet:435804	Short stature-advanced bone age-early-onset osteoarthritis syndrome
Orphanet:435845	Lethal neonatal spasticity-epileptic encephalopathy syndrome
Orphanet:435930	Colobomatous optic disc-macular atrophy-chorioretinopathy syndrome
Orphanet:435819	Autosomal dominant Charcot-Marie-Tooth disease type 2 due to TFG mutation
Orphanet:435953	Progeroid features-hepatocellular carcinoma predisposition syndrome
Orphanet:435934	COG2-CDG
Orphanet:435938	X-linked microcephaly-growth retardation-prognathism-cryptorchidism syndrome
Orphanet:436144	Intrauterine growth restriction-short stature-early adult-onset diabetes syndrome
Orphanet:436159	Autoimmune lymphoproliferative syndrome due to CTLA4 haploinsuffiency
Orphanet:436151	Intellectual disability-expressive aphasia-facial dysmorphism syndrome
Orphanet:436169	Thrombomodulin-related bleeding disorder
Orphanet:436166	Periodic fever-infantile enterocolitis-autoinflammatory syndrome
Orphanet:436182	Microcephalic primordial dwarfism-insulin resistance syndrome
Orphanet:436174	Cataract-growth hormone deficiency-sensory neuropathy-sensorineural hearing loss-skeletal dysplasia syndrome
Orphanet:436245	Retinitis pigmentosa-juvenile cataract-short stature-intellectual disability syndrome
Orphanet:436242	Familial atrial tachyarrhythmia-infra-Hisian cardiac conduction disease
Orphanet:436271	Non-progressive predominantly posterior cavitating leukoencephalopathy with peripheral neuropathy
Orphanet:436252	Combined immunodeficiency-enteropathy spectrum
Orphanet:436274	Pseudoxanthoma elasticum-like skin manifestations with retinitis pigmentosa
