long_drug,cas_no,db_name,dbid,ind,doid,ind_type,long_ind
Interferon alfa-2b (recombinant),98530-12-2,"Interferon Alfa-2b, Recombinant",DB00105,Kaposi's sarcoma,doid:8632,original,INTRON A is indicated for the treatment of selected patients 18 years of age or older with AIDS-Related Kaposi's Sarcoma.
Interferon alfa-2b (recombinant),98530-12-2,"Interferon Alfa-2b, Recombinant",DB00105,anogenital venereal wart,doid:11168,original,INTRON© A is indicated for:  1. intralesional treatment of selected patients 18 years of age or older with condylomata acuminata involving external surfaces of the genital and perianal areas. 2. the treatment of chronic hepatitis C in patients 18 years of age or older with compensated liver disease who have a history of blood or blood-product exposure and/or are HCV antibody positive. 3. the treatment of chronic hepatitis B in patients 1 year of age or older with compensated liver disease. Patients who have been serum HBsAg positive for at least 6-months and have evidence of HBV replication (serum HBeAg positive) with elevated serum ALT are candidates for treatment.
Interferon alfa-2b (recombinant),98530-12-2,"Interferon Alfa-2b, Recombinant",DB00105,hepatitis C,doid:1883,original,INTRON© A is indicated for:  1. intralesional treatment of selected patients 18 years of age or older with condylomata acuminata involving external surfaces of the genital and perianal areas. 2. the treatment of chronic hepatitis C in patients 18 years of age or older with compensated liver disease who have a history of blood or blood-product exposure and/or are HCV antibody positive. 3. the treatment of chronic hepatitis B in patients 1 year of age or older with compensated liver disease. Patients who have been serum HBsAg positive for at least 6-months and have evidence of HBV replication (serum HBeAg positive) with elevated serum ALT are candidates for treatment.
Interferon alfa-2b (recombinant),98530-12-2,"Interferon Alfa-2b, Recombinant",DB00105,hepatitis B,doid:2043,original,INTRON© A is indicated for:  1. intralesional treatment of selected patients 18 years of age or older with condylomata acuminata involving external surfaces of the genital and perianal areas. 2. the treatment of chronic hepatitis C in patients 18 years of age or older with compensated liver disease who have a history of blood or blood-product exposure and/or are HCV antibody positive. 3. the treatment of chronic hepatitis B in patients 1 year of age or older with compensated liver disease. Patients who have been serum HBsAg positive for at least 6-months and have evidence of HBV replication (serum HBeAg positive) with elevated serum ALT are candidates for treatment.
Interferon alfa-2b (recombinant),98530-12-2,"Interferon Alfa-2b, Recombinant",DB00105,hairy cell leukemia,doid:285,original,"INTRON© A is indicated for: 1. the treatment of patients 18 years of age or older with hairy cell leukemia. 2. as adjuvant to surgical treatment in patients 18 years of age or older with malignant melanoma who are free of disease but at high risk for systemic recurrence, within 56 days of surgery. 3. the initial treatment of clinically aggressive follicular Non-Hodgkin's Lymphoma in conjunction with anthracycline-containing combination chemotherapy in patients 18 years of age or older."
Interferon alfa-2b (recombinant),98530-12-2,"Interferon Alfa-2b, Recombinant",DB00105,non-Hodgkin lymphoma,doid:0060060,original,"INTRON© A is indicated for: 1. the treatment of patients 18 years of age or older with hairy cell leukemia. 2. as adjuvant to surgical treatment in patients 18 years of age or older with malignant melanoma who are free of disease but at high risk for systemic recurrence, within 56 days of surgery. 3. the initial treatment of clinically aggressive follicular Non-Hodgkin's Lymphoma in conjunction with anthracycline-containing combination chemotherapy in patients 18 years of age or older."
Interferon alfa-2b (recombinant),98530-12-2,"Interferon Alfa-2b, Recombinant",DB00105,melanoma,doid:1909,repositioned,Treatment of carcinoma in situ of the urinary bladder.
Interferon alfa-2b (recombinant),98530-12-2,"Interferon Alfa-2b, Recombinant",DB00105,non-Hodgkin lymphoma,doid:0060060,repositioned,Treatment of chronic delta hepatitis.
Interferon alfa-2b (recombinant),98530-12-2,"Interferon Alfa-2b, Recombinant",DB00105,chronic myeloid leukemia,doid:8552,repositioned,Treatment of chronic myelogenous leukemia.
Interferon alfa-2b (recombinant),98530-12-2,"Interferon Alfa-2b, Recombinant",DB00105,cervical cancer,doid:4362,repositioned,Treatment of invasive carcinoma of the cervix.
Interferon alfa-2b (recombinant),98530-12-2,"Interferon Alfa-2b, Recombinant",DB00105,laryngeal benign neoplasm,doid:2598,repositioned,Treatment of laryngeal (respiratory) papillomatosis.
Interferon alfa-2b (recombinant),98530-12-2,"Interferon Alfa-2b, Recombinant",DB00105,ovarian cancer,doid:2394,repositioned,Treatment of ovarian carcinoma.
Interferon alfa-2b (recombinant),98530-12-2,"Interferon Alfa-2b, Recombinant",DB00105,brain cancer,doid:1319,repositioned,Treatment of primary malignant brain tumors.
Interferon beta 1b (recombinant) ,145155-23-3,Interferon beta-1b,DB00068,multiple sclerosis,doid:2377,original,In ambulatory patients with relapsing-remitting multiple sclerosis to reduce the frequency of clinical exacerbations.
Interferon beta 1b (recombinant) ,145155-23-3,Interferon beta-1b,DB00068,acquired immunodeficiency syndrome,doid:635,repositioned,Treatment of acquired immunodeficiency syndrome.
Interferon beta-1a (recombinant human),145258-61-3,Interferon beta-1a,DB00060,multiple sclerosis,doid:2377,original,Treatment of relapsing forms of multiple sclerosis to slow the accumulation of physical disability and decrease the frequency of clinical exacerbations.
Interferon beta-1a (recombinant human),145258-61-3,Interferon beta-1a,DB00060,Kaposi's sarcoma,doid:8632,repositioned,For the intralesional and/or systemic treatment of AIDS-related Kaposi's sarcoma.
Interferon beta-1a (recombinant human),145258-61-3,Interferon beta-1a,DB00060,cutaneous T cell lymphoma,doid:0060061,repositioned,For the systemic treatment of cutaneous T-cell lymphoma.
Interferon beta-1a (recombinant human),145258-61-3,Interferon beta-1a,DB00060,melanoma,doid:1909,repositioned,For the systemic treatment of cutaneous malignant melanoma.
Interferon beta-1a (recombinant human),145258-61-3,Interferon beta-1a,DB00060,rheumatoid arthritis,doid:7148,repositioned,Treatment of juvenile rheumatoid arthritis.
Interferon gamma-1b,82115-62-6,Interferon gamma-1b,DB00033,osteopetrosis,doid:13533,original,"Actimmune is indicated for delaying time to disease progression in patients with severe, malignant osteopetrosis."
Interferon gamma-1b,82115-62-6,Interferon gamma-1b,DB00033,chronic granulomatous disease,doid:3265,original,Actimmune is indicated for reducing the frequency and severity of serious infections associated with chronic granulomatous disease.
Interferon gamma-1b,82115-62-6,Interferon gamma-1b,DB00033,idiopathic pulmonary fibrosis,doid:0050156,repositioned,Treatment of idiopathic pulmonary fibrosis
Itraconazole suspension,84625-61-6,Itraconazole,DB01167,neutropenia,doid:1227,original,Empiric therapy of febrile neutropenic patients with suspected fungal infections.
Itraconazole suspension,84625-61-6,Itraconazole,DB01167,fungal infectious disease,doid:1564,original,"Treatment of the following fungal infections in immunocompromised and non-immunocompromised patients:1. Blastomycosis, pulmonary and extrapulmonary; 2. Histoplasmosis, including chronic cavitary pulmonary disease and disseminated, non-meningeal histoplasmosis, and 3.Aspergillosis, pulmonary and extrapulmonary, in patients who are intolerant of or who are refractory to amphotericin B therapy."
Itraconazole suspension,84625-61-6,Itraconazole,DB01167,otitis externa,doid:9463,repositioned,Topical treatment of fungal otitis externa (otomycosis)
Ketoconazole,65277-42-1,Ketoconazole,DB01026,candidiasis,doid:1508,original,"Treatment of the following systemic fungal infections: candidiasis, chronic mucocutaneous candidiasis, oral thrush, candiduria, blastomycosis, coccidioidomycosis, histoplasmosis, chromomycosis, and paracoccidioidomycosis.Ketoconazole It's also indicated for the treatment of patients with severe recalcitrant cutaneous dermatophyte infections who have not responded to topical therapy or oral griseofulvin, or who are unable to take griseofulvin."
Ketoconazole,65277-42-1,Ketoconazole,DB01026,nephrotoxicity,,repositioned,For use with cyclosporine A to diminish the nephrotoxicity induced by cyclosporine in organ transplantation.
L-cycloserine,68-41-7,Cycloserine,DB00260,tuberculosis,doid:399,original,"Treatment of active pulmonary and extrapulmonary tuberculosis (including renal disease) when the causative organisms are susceptible to this drug and when treatment with the primary medications (streptomycin, isoniazid, rifampin, and ethambutol) has proved inadequate."
L-cycloserine,68-41-7,Cycloserine,DB00260,acute cystitis,doid:13148,original,"Treatment of acute urinary tract infections caused by susceptible strains of gram_positive and gram_negative bacteria, especially Enterobacter spp. and Escherichia coli."
L-cycloserine,68-41-7,Cycloserine,DB00260,Gaucher's disease,doid:1926,repositioned,Treatment of Gaucher's disease.
L-cysteine,52-90-4,L-Cysteine,DB00151,**nutritional addative**,,original,"Cysteine Hydrochloride Injection, USP 0.5 gram is indicated for use only after dilution as an additive to Aminosyn (a crystalline amino acid solution) to meet the intravenous amino acid nutritional requirements of infants receiving total parenteral nutrition."
L-cysteine,52-90-4,L-Cysteine,DB00151,erythropoietic protoporphyria,doid:13270,repositioned,For the prevention and lessening of photosensitivity in erythropoietic protoporphyria.
Lapatinib,388082-78-8,Lapatinib,DB01259,breast cancer,doid:1612,original,"TYKERB, a kinase inhibitor, is indicated in combination with: (1)capecitabine, for the treatment of patients with advanced or metastatic breast cancer whose tumors overexpress HER2 and who have received prior therapy including an anthracycline, a taxane, and trastuzumab. (2)letrozole for the treatment of postmenopausal women with hormone receptor positive metastatic breast cancer that overexpresses the HER2 receptor for whom hormonal therapy is indicated. "
Lapatinib,388082-78-8,Lapatinib,DB01259,esophageal cancer,doid:5041,repositioned,Treatment of ErbB2 positive esophageal cancer
Lapatinib,388082-78-8,Lapatinib,DB01259,stomach cancer,doid:10534,repositioned,Treatment of ErbB2 positive gastric cancer
Leflunomide,75706-12-6,Leflunomide,DB01097,rheumatoid arthritis,doid:7148,original,Indicated in adults for the treatment of active rheumatoid arthritis:1. to reduce signs and symptoms 2. to inhibit structural damage as evidenced by X-ray erosions and joint space narrowing 3. to improve physical function.
Leflunomide,75706-12-6,Leflunomide,DB01097,Transplant Rejection,,repositioned,Prevention of acute and chronic rejection in patients who have received solid organ transplants.
Lenalidomide,191732-72-6,Lenalidomide,DB00480,multiple myeloma,doid:9538,original,For use in combination with dexamethasone for the treatment of multiple myeloma patients who have received at least one prior therapy. 
Lenalidomide,191732-72-6,Lenalidomide,DB00480,anemia,doid:2355,original,Treatment of patients with transfusion dependant anemia due to low or intermediate-1 risk myelodysplastic syndromes associated with a deletion 5 q cytogenetic abnormality with or without additional cytogenetic abnormalities.
Lenalidomide,191732-72-6,Lenalidomide,DB00480,chronic lymphocytic leukemia,doid:1040,repositioned,Treatment of chronic lymphocytic leukemia.
Lenalidomide,191732-72-6,Lenalidomide,DB00480,mantle cell lymphoma,doid:0050746,repositioned,Treatment of mantle cell lymphoma
Levocabastine HCl ophthalmic suspension 0.05%,79547-78-7,Levocabastine,DB01106,conjunctivitis,doid:6195,original,Temporary relief of the signs and symptoms of seasonal allergic conjunctivitis.
Levocabastine HCl ophthalmic suspension 0.05%,79547-78-7,Levocabastine,DB01106,keratoconjunctivitis,doid:9368,repositioned,Treatment of vernal keratoconjunctivitis.
Levocarnitine,541-15-1,L-Carnitine,DB00583,systemic primary carnitine deficiency disease,doid:14365,original,1. Treatment of primary systemic carnitine deficiency. 2. Acute and chronic treatment of patients with an inborn error of metabolism which results in a secondary carnitine deficiency.
Levocarnitine,541-15-1,L-Carnitine,DB00583,Secondary carnitine deficiency,,original,Prevention and treatment of carnitine deficiency in patients with end stage renal disease who are undergoing dialysis.  
Levocarnitine,541-15-1,L-Carnitine,DB00583,Secondary carnitine deficiency,,repositioned,For the prevention of secondary carnitine deficiency in valproic acid toxicity.
Levocarnitine,541-15-1,L-Carnitine,DB00583,cardiomyopathy,doid:0050700,repositioned,Treatment of pediatric cardiomyopathy.
Levocarnitine,541-15-1,L-Carnitine,DB00583,mitochondrial myopathy,doid:699,repositioned,Treatment of zidovudine-induced mitochondrial myopathy.
Levofloxacin,100986-85-4,Levofloxacin,DB01137,bacterial infectious disease,doid:104,original,"Treatment of adults (_18 years of age) with mild, moderate, and severe infections caused by susceptible strains of the designated microorganisms in the conditions listed in the label.  For details see: http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?id=17731#nlm34067-9"
Levofloxacin,100986-85-4,Levofloxacin,DB01137,corneal ulcer,doid:8463,original,"Treatment of corneal ulcer caused by susceptible strains of the following bacteria: GRAM-POSITIVE BACTERIA: Corynebacterium species,  Staphylococcus aureus, Staphylococcus epidermidis,  Streptococcus pneumoniae, Viridans group streptococci. GRAM-NEGATIVE BACTERIA: Pseudomonas aeruginosa Serratia marcescens."
Levofloxacin,100986-85-4,Levofloxacin,DB01137,primary bacterial infectious disease,doid:0050338,repositioned,Treatment of pulmonary infections due to Pseudomonas aeruginosa and other bacteria in patients with cystic fibrosis patients.
Lidocaine,137-58-6,Lidocaine,DB00281,**anesthetic**,,original,Local anaesthesia
Lidocaine,137-58-6,Lidocaine,DB00281,asthma,doid:2841,repositioned,Oral corticosteroid-dependent asthma
Liposomal ciprofloxacin for inhalation,85721-33-1,Ciprofloxacin,DB00537,bacterial infectious disease,doid:104,original,Treatment of infections caused by susceptible strains of the designated microorganisms. See detailed list at: http://dailymed.nlm.nih.gov/dailymed/search.cfm?startswith=ciprofloxacin
Liposomal ciprofloxacin for inhalation,85721-33-1,Ciprofloxacin,DB00537,cystic fibrosis,doid:1485,repositioned,Management of cystic fibrosis
Liposomal cyclosporine,59865-13-3,Cyclosporine,DB00091,bronchiolitis obliterans,doid:2799,repositioned,Treatment of bronchiolitis obliterans 
Liposomal doxorubicin hydrochloride,23214-92-8,Doxorubicin,DB00997,Kaposi's sarcoma,doid:8632,original,DOXIL (doxorubicin HCl liposome injection) is an anthracycline topoisomerase inhibitor indicated for: 1. Ovarian cancer - After failure of platinum-based chemotherapy. 2. AIDS-related Kaposi's Sarcoma -after failure of prior combination chemotherapy or intolerance to such therapy. 3. Multiple Myeloma - In combination with bortezomib in patients who have not previously received bortezomib and have received at least one prior therapy.
Liposomal doxorubicin hydrochloride,23214-92-8,Doxorubicin,DB00997,multiple myeloma,doid:9538,original,DOXIL (doxorubicin HCl liposome injection) is an anthracycline topoisomerase inhibitor indicated for: 1. Ovarian cancer - After failure of platinum-based chemotherapy. 2. AIDS-related Kaposi's Sarcoma -after failure of prior combination chemotherapy or intolerance to such therapy. 3. Multiple Myeloma - In combination with bortezomib in patients who have not previously received bortezomib and have received at least one prior therapy.
Liposomal doxorubicin hydrochloride,23214-92-8,Doxorubicin,DB00997,sarcoma,doid:1115,repositioned,Treatment of soft tissue sarcomas.
Liposomal topotecan hydrochloride,119413-54-6,Topotecan,DB01030,ovarian cancer,doid:2394,original,"HYCAMTIN for Injection is a topoisomerase inhibitor indicated for:1. metastatic carcinoma of the ovary after failure of initial or subsequent chemotherapy. 2. small cell lung cancer sensitive disease after failure of first-line chemotherapy. 3. combination therapy with cisplatin for stage IV-B, recurrent, or persistent carcinoma of the cervix which is not amenable to curative treatment with surgery and/or radiation therapy."
Liposomal topotecan hydrochloride,119413-54-6,Topotecan,DB01030,lung small cell carcinoma,doid:5409,original,"HYCAMTIN for Injection is a topoisomerase inhibitor indicated for:1. metastatic carcinoma of the ovary after failure of initial or subsequent chemotherapy. 2. small cell lung cancer sensitive disease after failure of first-line chemotherapy. 3. combination therapy with cisplatin for stage IV-B, recurrent, or persistent carcinoma of the cervix which is not amenable to curative treatment with surgery and/or radiation therapy."
Liposomal topotecan hydrochloride,119413-54-6,Topotecan,DB01030,cervical cancer,doid:4362,original,"HYCAMTIN for Injection is a topoisomerase inhibitor indicated for:1. metastatic carcinoma of the ovary after failure of initial or subsequent chemotherapy. 2. small cell lung cancer sensitive disease after failure of first-line chemotherapy. 3. combination therapy with cisplatin for stage IV-B, recurrent, or persistent carcinoma of the cervix which is not amenable to curative treatment with surgery and/or radiation therapy."
Liposomal topotecan hydrochloride,119413-54-6,Topotecan,DB01030,malignant glioma,doid:3070,repositioned,Treatment of gliomas
Lyposomal cisplatin,15663-27-1,Cisplatin,DB00515,testicular cancer,doid:2998,original,"1. Metastatic Testicular Tumors. In established combination therapy with other approved chemotherapeutic agents in patients with metastatic testicular tumors who have already received appropriate surgical and/or radiotherapeutic procedures. 2. Advanced Bladder Cancer. It is indicated as a single agent for patients with transitional cell bladder cancer which is no longer amenable to local treatments, such as surgery and/or radiotherapy."
Lyposomal cisplatin,15663-27-1,Cisplatin,DB00515,bladder urothelial carcinoma,doid:4006,original,"1. Metastatic Testicular Tumors. In established combination therapy with other approved chemotherapeutic agents in patients with metastatic testicular tumors who have already received appropriate surgical and/or radiotherapeutic procedures. 2. Advanced Bladder Cancer. It is indicated as a single agent for patients with transitional cell bladder cancer which is no longer amenable to local treatments, such as surgery and/or radiotherapy."
Lyposomal cisplatin,15663-27-1,Cisplatin,DB00515,ovarian cancer,doid:2394,original,"As therapy for Metastatic Ovarian Tumors. In established combination therapy with other approved chemotherapeutic agents in patients with metastatic ovarian tumors who have already received appropriate surgical and/or radiotherapeutic procedures. As a single agent, is indicated as secondary therapy in patients with metastatic ovarian tumors refractory to standard chemotherapy who have not previously received PLATINOL therapy."
Lyposomal cisplatin,15663-27-1,Cisplatin,DB00515,osteosarcoma,doid:3347,repositioned,Treatment of osteogenic sarcoma metastatic to the lung
Mannitol ,69-65-8,Mannitol,DB00742,kidney failure,doid:1074,original,"Mannitol Injection is indicated for: Promotion of diuresis, in the prevention and/or treatment of the oliguric phase of acute renal failure before irreversible renal failure becomes established. Reduction of intracranial pressure and treatment of cerebral edema by reducing brain mass. Reduction of elevated intraocular pressure when the pressure cannot be lowered by other means. Promotion of urinary excretion of toxins."
Mannitol ,69-65-8,Mannitol,DB00742,intracranial hypertension,doid:9428,original,"Mannitol Injection is indicated for: Promotion of diuresis, in the prevention and/or treatment of the oliguric phase of acute renal failure before irreversible renal failure becomes established. Reduction of intracranial pressure and treatment of cerebral edema by reducing brain mass. Reduction of elevated intraocular pressure when the pressure cannot be lowered by other means. Promotion of urinary excretion of toxins."
Mannitol ,69-65-8,Mannitol,DB00742,intraocular pressure,,original,"Mannitol Injection is indicated for: Promotion of diuresis, in the prevention and/or treatment of the oliguric phase of acute renal failure before irreversible renal failure becomes established. Reduction of intracranial pressure and treatment of cerebral edema by reducing brain mass. Reduction of elevated intraocular pressure when the pressure cannot be lowered by other means. Promotion of urinary excretion of toxins."
Mannitol ,69-65-8,Mannitol,DB00742,bronchiectasis,doid:9563,repositioned,For use to facilitate clearance of mucus in patients with bronchiectasis and in patients with cystic fibrosis at risk for bronchiectasis
Mazindol,22232-71-9,Mazindol,DB00579,obesity,doid:9970,original,Used as a short-term supplement to diet and exercise in the treatment of obesity. 
Mazindol,22232-71-9,Mazindol,DB00579,Duchenne muscular dystrophy,doid:11723,repositioned,Treatment of Duchenne muscular dystrophy.
Mecamylamine,60-40-2,Mecamylamine,DB00657,hypertension,doid:10763,original,Moderately severe to severe essential hypertension and uncomplicated cases of malignant hypertension
Mecamylamine,60-40-2,Mecamylamine,DB00657,attention deficit hyperactivity disorder,doid:1094,repositioned,ADHD
Mecasermin,68562-41-4,Mecasermin,DB01277,growth failure,,original,Long-term treatment of growth failure in children with severe primary insulin growth factor-1 deficiency or with growth hormone gene deletion who have developed neutralizing antibodies to growth hormone.  
Mecasermin,68562-41-4,Mecasermin,DB01277,amyotrophic lateral sclerosis,doid:332,repositioned,Treatment of amyotrophic lateral sclerosis.
Mecasermin,68562-41-4,Mecasermin,DB01277,growth hormone deficiency,,repositioned,Treatment of antibody-mediated growth hormone resistance in patients with isolated growth hormone deficiency Ia.
Mecasermin,68562-41-4,Mecasermin,DB01277,dermatomyositis,doid:10223,repositioned,Treatment of post-poliomyelitis syndrome.
Mecasermin,68562-41-4,Mecasermin,DB01277,short bowel syndrome,doid:10605,repositioned,Treatment of short-bowel syndrome as a result of resection of the small bowel or as a result of congenital dysfunction of the intestines.
Mecasermin rinfabate,68562-41-4,Mecasermin,DB01277,myotonic disease,doid:450,repositioned,Treatment of myotonic dystrophy.
Medroxyprogesterone acetate,520-85-4,Medroxyprogesterone acetate,DB00603,pregnancy,,original,Medroxyprogesterone acetate injectable suspension is indicated only for the prevention of pregnancy.
Medroxyprogesterone acetate,520-85-4,Medroxyprogesterone acetate,DB00603,endometrial carcinoma,doid:2871,original,"Medroxyprogesterone acetate injection (suspension) is indicated as adjunctive therapy and palliative treatment of inoperable, recurrent, and metastatic endometrial or renal carcinoma."
Medroxyprogesterone acetate,520-85-4,Medroxyprogesterone acetate,DB00603,renal cell carcinoma,doid:4450,original,"Medroxyprogesterone acetate injection (suspension) is indicated as adjunctive therapy and palliative treatment of inoperable, recurrent, and metastatic endometrial or renal carcinoma."
Medroxyprogesterone acetate,520-85-4,Medroxyprogesterone acetate,DB00603,amenorrhea,doid:13938,original,"Treatment of secondary amenorrhea and abnormal uterine bleeding due to hormonal imbalance in the absence of organic pathology, such as fibroids or uterine cancer.It is also indicated to reduce the incidence of endometrial hyperplasia in nonhysterectomized postmenopausal women receiving daily oral conjugated estrogens 0.625 mg tablets."
Medroxyprogesterone acetate,520-85-4,Medroxyprogesterone acetate,DB00603,autoimmune thrombocytopenic purpura,doid:8924,repositioned,Treatment of immune thrombocytopenic purpura.
Melphalan,148-82-3,Melphalan,DB01042,multiple myeloma,doid:9538,original,ALKERAN Tablets are indicated for the palliative treatment of multiple myeloma and for the palliation of non-resectable epithelial carcinoma of the ovary
Melphalan,148-82-3,Melphalan,DB01042,ovary epithelial cancer,doid:2152,original,ALKERAN Tablets are indicated for the palliative treatment of multiple myeloma and for the palliation of non-resectable epithelial carcinoma of the ovary
Melphalan,148-82-3,Melphalan,DB01042,melanoma,doid:1909,repositioned,For use in hyperthermic regional limb perfusion to treat metastatic melanoma of the extremity.
Melphalan,148-82-3,Melphalan,DB01042,**stem cell transplant**,,repositioned,High dose conditioning treatment prior to hematopoietic progenitor (stem) cell transplantation.
Melphalan,148-82-3,Melphalan,DB01042,neuroendocrine tumor,doid:169,repositioned,Treatment of neuroendocrine tumors 
Mepivacaine,96-88-8,Mepivacaine,DB00961,**anesthestic**,,original,Indicated for production of local anesthesia for dental procedures by infiltration or nerve block in adults and pediatric patients.
Mepivacaine,96-88-8,Mepivacaine,DB00961,neuropathy,doid:870,repositioned,Treatment of painful HIV-associated neuropathy
Mepivacaine,96-88-8,Mepivacaine,DB00961,postherpetic neuralgia,,repositioned,Treatment of postherpetic neuralgia
Mesalamine,89-57-6,Mesalazine,DB00244,ulcerative colitis,doid:8577,original,Maintenance of remission of ulcerative colitis in patients 18 years of age and older.
Mesalamine,89-57-6,Mesalazine,DB00244,ulcerative colitis,doid:8577,repositioned,"Treatment of active, mild to moderate ulcerative colitis in children 5 to 17 years."
Mesna,19767-45-4,Mesna,DB09110,hemorrhagic cystitis,doid:0050859,original,For use as a prophylactic agent in reducing the incidence of ifosfamide-induced hemorrhagic cystitis. 
Mesna,19767-45-4,Mesna,DB09110,urotoxicity,,repositioned,Inhibition of the urotoxic effects induced by oxazaphosphorine compounds such as cyclophosphamide.
Methoxsalen,298-81-7,Methoxsalen,DB00553,psoriasis,doid:8893,original,"A. Photochemotherapy (methoxsalen with long wave UVA radiation) is indicated for the symptomatic control of severe, recalcitrant, disabling psoriasis not adequately responsive to other forms of therapy and when the diagnosis has been supported by biopsy.  B. Photochemotherapy (methoxsalen with long wave ultraviolet radiation) is indicated for the repigmentation of idiopathic vitiligo.C. Photopheresis (methoxsalen with long wave ultraviolet radiation of white blood cells) is indicated for use with the UVAR* System in the palliative treatment of the skin manifestations of cutaneous T-cell lymphoma in persons who have not been responsive to other forms of treatment."
Methoxsalen,298-81-7,Methoxsalen,DB00553,vitiligo,doid:12306,original,"A. Photochemotherapy (methoxsalen with long wave UVA radiation) is indicated for the symptomatic control of severe, recalcitrant, disabling psoriasis not adequately responsive to other forms of therapy and when the diagnosis has been supported by biopsy.  B. Photochemotherapy (methoxsalen with long wave ultraviolet radiation) is indicated for the repigmentation of idiopathic vitiligo.C. Photopheresis (methoxsalen with long wave ultraviolet radiation of white blood cells) is indicated for use with the UVAR* System in the palliative treatment of the skin manifestations of cutaneous T-cell lymphoma in persons who have not been responsive to other forms of treatment."
Methoxsalen,298-81-7,Methoxsalen,DB00553,cutaneous T cell lymphoma,doid:0060061,original,"A. Photochemotherapy (methoxsalen with long wave UVA radiation) is indicated for the symptomatic control of severe, recalcitrant, disabling psoriasis not adequately responsive to other forms of therapy and when the diagnosis has been supported by biopsy.  B. Photochemotherapy (methoxsalen with long wave ultraviolet radiation) is indicated for the repigmentation of idiopathic vitiligo.C. Photopheresis (methoxsalen with long wave ultraviolet radiation of white blood cells) is indicated for use with the UVAR* System in the palliative treatment of the skin manifestations of cutaneous T-cell lymphoma in persons who have not been responsive to other forms of treatment."
Methoxsalen,298-81-7,Methoxsalen,DB00553,Transplant Rejection,,repositioned,For the prevention of acute rejection of cardiac allografts.
Methoxsalen,298-81-7,Methoxsalen,DB00553,systemic scleroderma,doid:418,repositioned,For use in conjunction with the UVAR photopheresis to treat diffuse systemic sclerosis.
Metronidazole,443-48-1,Metronidazole,DB00916,trichomoniasis,doid:1947,original,"Metronidazole is indicated for treatment of Trichomoniasis (both symptomatic and asymptomatic), Asymptomatic consorts and anaerobi bacteria infections (see details at:http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?id=4767#nlm34067-9)"
Metronidazole,443-48-1,Metronidazole,DB00916,protozoal dysentery,doid:14397,original,Treatment of acute intestinal amebiasis (amebic dysentery) and amebic liver abscess.
Metronidazole,443-48-1,Metronidazole,DB00916,pouchitis,,repositioned,Treatment of pouchitis
Metronidazole (topical),443-48-1,Metronidazole,DB00916,rosacea,doid:8881,original,Metronidazole tropical treatment is indicated for inflammtory papules and pustules or rosacea.
Metronidazole (topical),443-48-1,Metronidazole,DB00916,Crohn's disease,doid:8778,repositioned,Topical treatment of active perianal Crohn's disease
Metronidazole (topical),443-48-1,Metronidazole,DB00916,decubitus ulcer,doid:8717,repositioned,"Treatment of grade III and IV, anaerobically infected, decubitus ulcers."
Metronidazole (topical),443-48-1,Metronidazole,DB00916,dermatitis,doid:2723,repositioned,Treatment of perioral dermatitis.
Metyrosine ,672-87-7,Metyrosine,DB00765,adrenal medulla cancer,doid:5719,original,Treatment of patients with pheochromocytoma for:1. Preoperative preparation of patients for surgery; 2. Management of patients when surgery is contraindicated; 3. Chronic treatment of patients with malignant pheochromocytoma.
Metyrosine ,672-87-7,Metyrosine,DB00765,velocardiofacial syndrome,doid:12583,repositioned,Treatment of velocardiofacial syndrome associated psychosis. 
Microbubble contrast agent,,Perflutren,DB00556,**imaging**,,original,Activated DEFINITY© (Perflutren Lipid Microsphere) Injectable Suspension is indicated for use in patients with suboptimal echocardiograms to opacify the left ventricular chamber and to improve the delineation of the left ventricular endocardial border.
Microbubble contrast agent,,Perflutren,DB00556,**imaging**,,repositioned,Intraoperative aid in the identification and localization of intracranial tumors.
Midazolam HCl,59467-96-8,Midazolam,DB00683,**anesthestic**,,original,"1. Intramuscularly or intravenously for preoperative sedation/anxiolysis/amnesia; 2. Intravenously as an agent for sedation/anxiolysis/amnesia prior to or during diagnostic, therapeutic or endoscopic procedures, such as bronchoscopy, gastroscopy, cystoscopy, coronary angiography, cardiac catheterization, oncology procedures, radiologic procedures, suture of lacerations and other procedures either alone or in combination with other CNS depressants; 3. Intravenously for induction of general anesthesia, before administration of other anesthetic agents. 4. Continuous intravenous infusion for sedation of intubated and mechanically ventilated patients as a component of anesthesia or during treatment in a critical care setting."
Midazolam HCl,59467-96-8,Midazolam,DB00683,epilepsy,doid:1826,repositioned,Treatment of bouts of increased seizure activity in selected refractory patients with epilepsy who are on stable regimens of anti-epileptic drugs and who require intermittent use of midazolam
Midazolam nasal spray,59467-70-8,Midazolam,DB00683,epilepsy,doid:1826,repositioned,"Rescue treatment of seizures in patients who require control of intermittent bouts of increased seizure activity (e.g. acute repetitive seizures, seizure clusters)."
Mifepristone,84371-65-3,Mifepristone,DB00834,intrauterine pregnancy,,original,Medical termination of intrauterine pregnancy through 49 days_pregnancy.
Mifepristone,84371-65-3,Mifepristone,DB00834,Cushing's syndrome,doid:12252,repositioned,Treatment of Cushing's syndrome secondary to ectopic ACTH secretion
