orphanet_code	orphanet_term
Orphanet:1538	Craniosynostosis-Dandy-Walker malformation-hydrocephalus syndrome
Orphanet:75373	Progressive bifocal chorioretinal atrophy
Orphanet:225	Maternally-inherited diabetes and deafness
Orphanet:834	Free sialic acid storage disease
Orphanet:54	X-linked recessive ocular albinism
Orphanet:95501	Congenital central diabetes insipidus
Orphanet:1577	Infantile thalamic degeneration
Orphanet:1071	Ankyloblepharon-ectodermal defects-cleft lip/palate syndrome
Orphanet:89842	Recessive dystrophic epidermolysis bullosa-generalized other
Orphanet:1706	Mosaic trisomy 15
Orphanet:2911	Poland syndrome
Orphanet:201	Cowden syndrome
Orphanet:932	Achondrogenesis
Orphanet:2842	Penoscrotal transposition
Orphanet:79434	Oculocutaneous albinism type 1B
Orphanet:931	Acheiropodia
Orphanet:549	Legionellosis
Orphanet:1453	Cleidorhizomelic syndrome
Orphanet:1214	Progressive hemifacial atrophy
Orphanet:275761	Lysosomal acid lipase deficiency
Orphanet:611	Inclusion body myositis
Orphanet:398073	Prader-Willi-like syndrome
Orphanet:2440	Split hand-split foot malformation
Orphanet:1021	Amaurosis-hypertrichosis syndrome
Orphanet:403	Familial hyperaldosteronism type I
Orphanet:79433	Oculocutaneous albinism type 3
Orphanet:79237	Galactokinase deficiency
Orphanet:85286	X-linked intellectual disability, Shashi type
Orphanet:35069	Infantile neuroaxonal dystrophy
Orphanet:1387	Cataract-intellectual disability-hypogonadism syndrome
Orphanet:36382	Familial cervical artery dissection
Orphanet:231230	Beta-thalassemia associated with another hemoglobin anomaly
Orphanet:295	Fetal parvovirus syndrome
Orphanet:575	Muckle-Wells syndrome
Orphanet:163746	Neurologic Waardenburg-Shah syndrome
Orphanet:1795	Peripheral dysostosis
Orphanet:2253	Foveal hypoplasia-presenile cataract syndrome
Orphanet:1563	Dahlberg-Borer-Newcomer syndrome
Orphanet:69077	Rhabdoid tumor
Orphanet:3111	Rotor syndrome
Orphanet:53296	Familial cutaneous collagenoma
Orphanet:90033	Autoimmune hemolytic anemia, warm type
Orphanet:906	Wiskott-Aldrich syndrome
Orphanet:261265	17q12 microdeletion syndrome
Orphanet:1001	2q37 microdeletion syndrome
Orphanet:85408	Juvenile rheumatoid factor-negative polyarthritis
Orphanet:1406	Charlie M syndrome
Orphanet:85318	X-linked intellectual disability-precocious puberty-obesity syndrome
Orphanet:2489	Upper limb defect-eye and ear abnormalities syndrome
Orphanet:1913	Fetal trimethadione syndrome
Orphanet:1393	Cerebro-costo-mandibular syndrome
Orphanet:2182	Hydrocephalus with stenosis of the aqueduct of Sylvius
Orphanet:1879	Melorheostosis with osteopoikilosis
Orphanet:755	Leydig cell hypoplasia
Orphanet:3419	Van Regemorter-Pierquin-Vamos syndrome
Orphanet:79273	Hereditary coproporphyria
Orphanet:99725	Pituitary gigantism
Orphanet:91385	Acquired angioedema
Orphanet:3115	Roussy-Lévy syndrome
Orphanet:646	Niemann-Pick disease type C
Orphanet:2059	Fryns syndrome
Orphanet:495	Transgrediens et progrediens palmoplantar keratoderma
Orphanet:96201	X small rings
Orphanet:2467	Systemic mastocytosis
Orphanet:218	Darier disease
Orphanet:768	Familial long QT syndrome
Orphanet:1277	Brachydactyly-mesomelia-intellectual disability-heart defects syndrome
Orphanet:551	MERRF
Orphanet:93111	Renal cysts and diabetes syndrome
Orphanet:139471	Microphthalmia with brain and digit anomalies
Orphanet:63442	Angel-shaped phalango-epiphyseal dysplasia
Orphanet:94095	Spondylocostal dysostosis-anal and genitourinary malformations syndrome
Orphanet:3267	Familial lambdoid synostosis
Orphanet:90153	Mandibuloacral dysplasia with type A lipodystrophy
Orphanet:168624	Familial scaphocephaly syndrome, McGillivray type
Orphanet:85338	X-linked intellectual disability-ataxia-apraxia syndrome
Orphanet:754	Androgen insensitivity syndrome
Orphanet:2200	Focal palmoplantar and gingival keratoderma
Orphanet:59315	Rhombencephalosynapsis
Orphanet:658	Non-histaminic angioedema
Orphanet:1979	Lipodystrophy due to peptidic growth factors deficiency
Orphanet:97297	Bohring-Opitz syndrome
Orphanet:139436	Multicentric reticulohistiocytosis
Orphanet:2158	Histidinuria-renal tubular defect syndrome
Orphanet:95720	Thyroid hypoplasia
Orphanet:44	Neonatal adrenoleukodystrophy
Orphanet:220489	Rare hereditary hemochromatosis
Orphanet:3268	Radioulnar synostosis-microcephaly-scoliosis syndrome
Orphanet:157788	Hypospadias-hypertelorism-coloboma and deafness syndrome
Orphanet:75563	X-linked sideroblastic anemia
Orphanet:275864	Behavioral variant of frontotemporal dementia
Orphanet:2965	Prolactinoma
Orphanet:97332	Kienbock disease
Orphanet:796	Sandhoff disease
Orphanet:487	Krabbe disease
Orphanet:137817	Arachnoiditis
Orphanet:1329	Complete atrioventricular canal
Orphanet:91349	Non-functioning pituitary adenoma
Orphanet:109	Bannayan-Riley-Ruvalcaba syndrome
Orphanet:93302	Brachyolmia, Maroteaux type
Orphanet:1182	Spastic ataxia with congenital miosis
Orphanet:85170	Mesomelic dysplasia, Savarirayan type
Orphanet:276413	10q22.3q23.3 microdeletion syndrome
Orphanet:158003	Xanthoma disseminatum
Orphanet:251056	6q25 microdeletion syndrome
Orphanet:592	Macrophagic myofasciitis
Orphanet:93394	Brachydactyly type A4
Orphanet:86309	DPAGT1-CDG
Orphanet:333	Farber disease
Orphanet:79395	Keratoderma hereditarium mutilans with ichthyosis
Orphanet:59305	Gestational trophoblastic neoplasm
Orphanet:231169	Usher syndrome type 1
Orphanet:1065	Aniridia-cerebellar ataxia-intellectual disability syndrome
Orphanet:858	Congenital toxoplasmosis
Orphanet:1920	Toluene embryopathy
Orphanet:1487	Cooks syndrome
Orphanet:1166	Congenital unilateral hypoplasia of depressor anguli oris
Orphanet:1003	Scalp defects-postaxial polydactyly syndrome
Orphanet:3406	Ulerythema ophryogenesis
Orphanet:77258	Trichorhinophalangeal syndrome type 1 and 3
Orphanet:100073	Neurogenic thoracic outlet syndrome
Orphanet:1948	Epilepsy-microcephaly-skeletal dysplasia syndrome
Orphanet:2314	Autosomal dominant hyper-IgE syndrome
Orphanet:848	Beta-thalassemia
Orphanet:114	Auriculoosteodysplasia
Orphanet:957	Acropectorovertebral dysplasia
Orphanet:79358	Porokeratosis
Orphanet:805	Tuberous sclerosis complex
Orphanet:59303	Ichthyosis-hypotrichosis-sclerosing cholangitis syndrome
Orphanet:3437	Vogt-Koyanagi-Harada disease
Orphanet:1408	Hair defect-photosensitivity-intellectual disability syndrome
Orphanet:966	Hypertrichosis-acromegaloid facial appearance syndrome
Orphanet:1716	Distal trisomy 18q
Orphanet:84142	Isaac syndrome
Orphanet:126	Blepharophimosis-epicanthus inversus-ptosis syndrome
Orphanet:32960	Tumor necrosis factor receptor 1 associated periodic syndrome
Orphanet:79326	ALG2-CDG
Orphanet:85165	Severe achondroplasia-developmental delay-acanthosis nigricans syndrome
Orphanet:28	Vitamin B12-responsive methylmalonic acidemia
Orphanet:79277	Congenital erythropoietic porphyria
Orphanet:42775	PHACE syndrome
Orphanet:276422	10q22.3q23.3 microduplication syndrome
Orphanet:640	Hereditary neuropathy with liability to pressure palsies
Orphanet:952	Acrofacial dysostosis, Weyers type
Orphanet:1410	Uncombable hair syndrome
Orphanet:1791	Frontofacionasal dysplasia
Orphanet:64739	Ovarian hyperstimulation syndrome
Orphanet:2406	Locked-in syndrome
Orphanet:821	Sotos syndrome
Orphanet:1863	Trochlear dysplasia
Orphanet:56044	Carcinoma of gallbladder and extrahepatic biliary tract
Orphanet:240	Léri-Weill dyschondrosteosis
Orphanet:61	Alpha-mannosidosis
Orphanet:261529	Ring chromosome Y
Orphanet:89840	Junctional epidermolysis bullosa, non-Herlitz type
Orphanet:3236	Conductive deafness-ptosis-skeletal anomalies syndrome
Orphanet:90154	Mandibuloacral dysplasia with type B lipodystrophy
Orphanet:99736	Acetazolamide-responsive myotonia
Orphanet:1227	Bangstad syndrome
Orphanet:2690	Neutropenia-monocytopenia-deafness syndrome
Orphanet:213	Cystinosis
Orphanet:261349	2p15p16.1 microdeletion syndrome
Orphanet:783	Rubinstein-Taybi syndrome
Orphanet:211	Familial cylindromatosis
Orphanet:100924	Porphyria due to ALA dehydratase deficiency
Orphanet:178487	Adult intestinal botulism
Orphanet:6	3-methylcrotonyl-CoA carboxylase deficiency
Orphanet:79400	Localized epidermolysis bullosa simplex
Orphanet:2514	Autosomal dominant microcephaly
Orphanet:1954	Congenital lethal erythroderma
Orphanet:93260	Pfeiffer syndrome type 3
Orphanet:1072	Ankyloblepharon filiforme adnatum-cleft palate syndrome
Orphanet:1037	Arthrogryposis multiplex congenita
Orphanet:67046	3-methylglutaconic aciduria type 1
Orphanet:534	Oculocerebrorenal syndrome of Lowe
Orphanet:52503	X-linked creatine transporter deficiency
Orphanet:56425	Cold agglutinin disease
Orphanet:2370	Larsen-like osseous dysplasia-short stature syndrome
Orphanet:206583	Adult polyglucosan body disease
Orphanet:93387	Brachydactyly type E
Orphanet:2498	Syndactyly type 8
Orphanet:1471	Coloboma of macula-brachydactyly type B syndrome
Orphanet:1034	Amniotic bands
Orphanet:1377	Cataract-microcornea syndrome
Orphanet:369873	Obesity due to SIM1 deficiency
Orphanet:2014	Cleft palate
Orphanet:93409	Brachydactyly-syndactyly, Zhao type
Orphanet:1508	Coxoauricular syndrome
Orphanet:2785	Osteopetrosis with renal tubular acidosis
Orphanet:90673	Hypothyroidism due to TSH receptor mutations
Orphanet:47045	Familial cold urticaria
Orphanet:498	Keratosis pilaris atrophicans
Orphanet:100024	Mu-heavy chain disease
Orphanet:1926	Diabetic embryopathy
Orphanet:737	Porokeratosis plantaris palmaris et disseminata
Orphanet:1587	Monosomy 13q14
Orphanet:1112	Aphalangy-hemivertebrae-urogenital-intestinal dysgenesis syndrome
Orphanet:2776	Autosomal recessive distal osteolysis syndrome
Orphanet:930	Idiopathic achalasia
Orphanet:1115	Recessive aplasia cutis congenita of limbs
Orphanet:1555	Cutis gyrata-acanthosis nigricans-craniosynostosis syndrome
Orphanet:55654	Hypotrichosis simplex
Orphanet:1568	X-linked intellectual disability-Dandy-Walker malformation-basal ganglia disease-seizures syndrome
Orphanet:2798	Pachygyria-intellectual disability-epilepsy syndrome
Orphanet:882	Tyrosinemia type 1
Orphanet:91378	Hereditary angioedema
Orphanet:3376	Triploidy
Orphanet:93930	Bladder exstrophy
Orphanet:163971	X-linked intellectual disability, Cilliers type
Orphanet:199310	Tetragametic chimerism
Orphanet:1389	Cortical blindness-intellectual disability-polydactyly syndrome
Orphanet:231214	Beta-thalassemia major
Orphanet:1433	Choroidal atrophy-alopecia syndrome
Orphanet:493	Familial keratoacanthoma
Orphanet:85168	Craniofacial conodysplasia
Orphanet:73246	Visceral neuropathy-brain anomalies-facial dysmorphism-developmental delay syndrome
Orphanet:990	Agnathia-holoprosencephaly-situs inversus syndrome
Orphanet:261120	14q11.2 microdeletion syndrome
Orphanet:373	Simpson-Golabi-Behmel syndrome
Orphanet:101078	X-linked Charcot-Marie-Tooth disease type 4
Orphanet:100070	Progressive non-fluent aphasia
Orphanet:190	Coats disease
Orphanet:958	Acro-renal-mandibular syndrome
Orphanet:901	Wells syndrome
Orphanet:999	Ermine phenotype
Orphanet:79458	Oley syndrome
Orphanet:3144	Schneckenbecken dysplasia
Orphanet:1352	Atrioventricular defect-blepharophimosis-radial and anal defect syndrome
Orphanet:1000	Ocular albinism with late-onset sensorineural deafness
Orphanet:959	Acro-renal-ocular syndrome
Orphanet:66637	Diaphanospondylodysostosis
Orphanet:94064	Deafness-infertility syndrome
Orphanet:228415	5q35 microduplication syndrome
Orphanet:2475	White forelock with malformations
Orphanet:1450	Chromosome 8-derived supernumerary ring /marker
Orphanet:254504	Inhalational botulism
Orphanet:2601	Myopathy-growth delay-intellectual disability-hypospadias syndrome
Orphanet:968	Acromesomelic dysplasia, Hunter-Thomson type
Orphanet:2004	Laryngo-tracheo-esophageal cleft
Orphanet:163937	X-linked intellectual disability, Najm type
Orphanet:79133	Focal facial dermal dysplasia type I
Orphanet:579	Mucopolysaccharidosis type 1
Orphanet:550	MELAS
Orphanet:314621	Duplication of the pituitary gland
Orphanet:2973	46,XX disorder of sex development-anorectal anomalies syndrome
Orphanet:512	Metachromatic leukodystrophy
Orphanet:98292	Mastocytosis
Orphanet:1305	Feingold syndrome
Orphanet:90309	Ehlers-Danlos syndrome type 1
Orphanet:3068	Intellectual disability-myopathy-short stature-endocrine defect syndrome
Orphanet:79401	Epidermolysis bullosa simplex, Ogna type
Orphanet:2222	Hypertrichosis lanuginosa congenita
Orphanet:374	Goldenhar syndrome
Orphanet:217346	19q13.11 microdeletion syndrome
Orphanet:93262	Crouzon syndrome-acanthosis nigricans syndrome
Orphanet:98428	Secondary polycythemia
Orphanet:2238	Familial isolated hypoparathyroidism
Orphanet:324575	Hyperinsulinism due to HNF1A deficiency
Orphanet:46488	Linear IgA dermatosis
Orphanet:380	Greig cephalopolysyndactyly syndrome
Orphanet:524	Li-Fraumeni syndrome
Orphanet:79404	Junctional epidermolysis bullosa, Herlitz type
Orphanet:556	Malakoplakia
Orphanet:3289	Taurodontism
Orphanet:1839	Hereditary mucoepithelial dysplasia
Orphanet:89839	Epidermolysis bullosa simplex superficialis
Orphanet:93946	Hamel cerebro-palato-cardiac syndrome
Orphanet:2065	Galloway-Mowat syndrome
Orphanet:95494	Combined pituitary hormone deficiencies, genetic forms
Orphanet:90340	Blau syndrome
Orphanet:115	Congenital contractural arachnodactyly
Orphanet:82004	Ehlers-Danlos syndrome with periventricular heterotopia
Orphanet:261519	Maternal uniparental disomy of chromosome X
Orphanet:122	Birt-Hogg-Dubé syndrome
Orphanet:365	Glycogen storage disease due to acid maltase deficiency
Orphanet:142	Anaplastic thyroid carcinoma
Orphanet:1188	Ataxia-deafness-intellectual disability syndrome
Orphanet:457	Harlequin ichthyosis
Orphanet:93256	Fragile X-associated tremor/ataxia syndrome
Orphanet:1822	Dysplasia epiphysealis hemimelica
Orphanet:352	Galactosemia
Orphanet:79234	Crigler-Najjar syndrome type 1
Orphanet:83628	PELVIS syndrome
Orphanet:1113	Aphalangy-syndactyly-microcephaly syndrome
Orphanet:36237	Bullous impetigo
Orphanet:553	Cushing syndrome
Orphanet:79409	Recessive dystrophic epidermolysis bullosa inversa
Orphanet:1179	Benign paroxysmal tonic upgaze of childhood with ataxia
Orphanet:85334	X-linked neurodegenerative syndrome, Bertini type
Orphanet:79455	Cutaneous mastocytoma
Orphanet:231249	Hemoglobin E-beta-thalassemia syndrome
Orphanet:584	Mucopolysaccharidosis type 7
Orphanet:98880	Familial afibrinogenemia
Orphanet:99967	Myxoid/round cell liposarcoma
Orphanet:3216	Conductive deafness-malformed external ear syndrome
Orphanet:69061	Idiopathic steroid-sensitive nephrotic syndrome
Orphanet:3303	Tetralogy of Fallot
Orphanet:79373	Ectodermal dysplasia syndrome
Orphanet:113	Bazex-Dupré-Christol syndrome
Orphanet:26137	Juvenile temporal arteritis
Orphanet:2063	Splenogonadal fusion-limb defects-micrognathia syndrome
Orphanet:92	Juvenile idiopathic arthritis
Orphanet:1873	Jalili syndrome
Orphanet:2717	Oculotrichoanal syndrome
Orphanet:166	Charcot-Marie-Tooth disease
Orphanet:1358	Carey-Fineman-Ziter  syndrome
Orphanet:3344	Weismann-Netter syndrome
Orphanet:2971	Peroxisomal acyl-CoA oxidase deficiency
Orphanet:1519	Hypertelorism, Teebi type
Orphanet:2216	Maternal hyperthermia induced birth defects
Orphanet:2772	Congenital osteogenesis imperfecta-microcephaly-cataracts syndrome
Orphanet:1827	Acromelic frontonasal dysplasia
Orphanet:46485	Superficial pemphigus
Orphanet:79431	Oculocutaneous albinism type 1A
Orphanet:242	46,XY complete gonadal dysgenesis
Orphanet:709	Peters plus syndrome
Orphanet:324964	Chronic recurrent multifocal osteomyelitis
Orphanet:2579	Muscular atrophy-ataxia-retinitis pigmentosa-diabetes mellitus syndrome
Orphanet:1556	Cutis marmorata telangiectatica congenita
Orphanet:1661	X-linked corneal dermoid
Orphanet:66631	CEDNIK syndrome
Orphanet:2940	Porencephaly
Orphanet:93476	Hurler-Scheie syndrome
Orphanet:261190	15q14 microdeletion syndrome
Orphanet:3004	Mirror polydactyly-vertebral segmentation-limbs defects syndrome
Orphanet:90342	Xeroderma pigmentosum variant
Orphanet:2619	Brachydactylous dwarfism, Mseleni type
Orphanet:892	Von Hippel-Lindau disease
Orphanet:2199	Epidermolytic palmoplantar keratoderma
Orphanet:163703	Febrile infection-related epilepsy syndrome
Orphanet:2994	Short stature-craniofacial anomalies-genital hypoplasia syndrome
Orphanet:2576	MULIBREY nanism
Orphanet:99977	Squamous cell carcinoma of esophagus
Orphanet:72	Angelman syndrome
Orphanet:3042	Intellectual disability-cataracts-calcified pinnae-myopathy syndrome
Orphanet:99748	Pontiac fever
Orphanet:85435	Juvenile rheumatoid factor-positive polyarthritis
Orphanet:682	Hyperkalemic periodic paralysis
Orphanet:66630	Congenital pseudoarthrosis of clavicle
Orphanet:1756	Caudal duplication
Orphanet:2052	Fraser syndrome
Orphanet:50815	Branchiogenic deafness syndrome
Orphanet:2989	Pterygium of the conjunctiva, familial form
Orphanet:99826	Marburg hemorrhagic fever
Orphanet:1226	Bamforth-Lazarus syndrome
Orphanet:1788	Acrofacial dysostosis, Rodríguez type
Orphanet:568	Microphthalmia, Lenz type
Orphanet:220493	Joubert syndrome with ocular defect
Orphanet:85166	Platyspondylic dysplasia, Torrance type
Orphanet:1497	X-linked complicated corpus callosum dysgenesis
Orphanet:660	Omphalocele
Orphanet:50	Aicardi syndrome
Orphanet:2508	Microcephaly-corpus callosum agenesis-abnormal genitalia syndrome
Orphanet:2325	Epidermolysis bullosa simplex with anodontia/hypodontia
Orphanet:776	X-linked intellectual disability with marfanoid habitus
Orphanet:96129	Distal monosomy 19p13.3
Orphanet:2476	Dysraphism-cleft lip/palate-limb reduction defects syndrome
Orphanet:137831	X-linked intellectual disability-cerebellar hypoplasia syndrome
Orphanet:63	Alport syndrome
Orphanet:773	Refsum disease
Orphanet:65682	Benign recurrent intrahepatic cholestasis
Orphanet:79280	Alpha-N-acetylgalactosaminidase deficiency type 2
Orphanet:847	Alpha-thalassemia-X-linked intellectual disability syndrome
Orphanet:85293	X-linked intellectual disability, Cabezas type
Orphanet:99927	Hydatidiform mole
Orphanet:1231	Barber-Say syndrome
Orphanet:2268	ICF syndrome
Orphanet:306498	PTEN hamartoma tumor syndrome
Orphanet:2501	Metaphyseal chondrodysplasia, Spahr type
Orphanet:1116	Aplasia cutis congenita-intestinal lymphangiectasia syndrome
Orphanet:3050	Intellectual disability-hypotonia-skin hyperpigmentation syndrome
Orphanet:1131	X-linked mandibulofacial dysostosis
Orphanet:93274	Thanatophoric dysplasia type 2
Orphanet:210122	Congenital alveolar capillary dysplasia
Orphanet:85274	Syndromic X-linked intellectual disability 7
Orphanet:99969	Pleomorphic liposarcoma
Orphanet:394	Classic homocystinuria
Orphanet:324723	ABeta amyloidosis, Arctic type
Orphanet:194	Ocular coloboma
Orphanet:178029	Central diabetes insipidus
Orphanet:90349	Autosomal recessive cutis laxa type 1
Orphanet:417	Neonatal severe primary hyperparathyroidism
Orphanet:44890	Gastrointestinal stromal tumor
Orphanet:239	Dyggve-Melchior-Clausen disease
Orphanet:2716	Oculo-skeletal-renal syndrome
Orphanet:53719	Wyburn-Mason syndrome
Orphanet:1336	Hyperkeratosis-hyperpigmentation syndrome
Orphanet:971	Acrorenal syndrome
Orphanet:1809	Hidrotic ectodermal dysplasia, Halal type
Orphanet:2633	Mesomelic dwarfism, Nievergelt type
Orphanet:3287	Takayasu arteritis
Orphanet:90793	Congenital adrenal hyperplasia due to 17-alpha-hydroxylase deficiency
Orphanet:1160	Chylous ascites
Orphanet:2040	Congenital bronchobiliary fistula
Orphanet:599	Distal myopathy
Orphanet:2773	Osteogenesis imperfecta-retinopathy-seizures-intellectual disability syndrome
Orphanet:50945	Blomstrand lethal chondrodysplasia
Orphanet:1816	Ectodermal dysplasia, Berlin type
Orphanet:91387	Familial thoracic aortic aneurysm and aortic dissection
Orphanet:745	Hereditary thrombophilia due to congenital protein C deficiency
Orphanet:83453	Vulvovaginal gingival syndrome
Orphanet:90970	Primary lipodystrophy
Orphanet:178303	8q22.1 microdeletion syndrome
Orphanet:163976	X-linked intellectual disability, Van Esch type
Orphanet:2908	Kindler syndrome
Orphanet:270	Oculopharyngeal muscular dystrophy
Orphanet:168569	H syndrome
Orphanet:1713	17p11.2 microduplication syndrome
Orphanet:181	X-linked hypohidrotic ectodermal dysplasia
Orphanet:79254	Classic phenylketonuria
Orphanet:1892	Ectrodactyly-polydactyly syndrome
Orphanet:220393	Diffuse cutaneous systemic sclerosis
Orphanet:158676	Dystrophic epidermolysis bullosa, nails only
Orphanet:1997	Blepharo-cheilo-odontic syndrome
Orphanet:2431	Central bilateral macrogyria
Orphanet:1149	Arthrogryposis-like syndrome
Orphanet:2123	Diffuse neonatal hemangiomatosis
Orphanet:2128	Isolated hemihyperplasia
Orphanet:454	Acquired ichthyosis
Orphanet:3082	Intellectual disability-polydactyly-uncombable hair syndrome
Orphanet:477	KID syndrome
Orphanet:3165	Eosinophilic fasciitis
Orphanet:1574	Retinal degeneration-nanophthalmos-glaucoma syndrome
Orphanet:91132	Ichthyosis-hypotrichosis syndrome
Orphanet:2048	Foix-Chavany-Marie syndrome
Orphanet:172	Progressive familial intrahepatic cholestasis
Orphanet:221	Dermatomyositis
Orphanet:273	Steinert myotonic dystrophy
Orphanet:330001	Wild type ATTR amyloidosis
Orphanet:231632	Ectopic aldosterone-producing tumor
Orphanet:1221	Cheilitis glandularis
Orphanet:1296	Lambert syndrome
Orphanet:3189	Congenital pulmonary valve stenosis
Orphanet:227	Diphallia
Orphanet:1512	Crane-Heise syndrome
Orphanet:139474	17q11.2 microduplication syndrome
Orphanet:64754	Nevus comedonicus syndrome
Orphanet:319251	Rift valley fever
Orphanet:1122	Ulnar hypoplasia-split foot syndrome
Orphanet:370	Glycogen storage disease due to phosphorylase kinase deficiency
Orphanet:14	Abetalipoproteinemia
Orphanet:281201	Keratosis linearis-ichthyosis congenita-sclerosing keratoderma syndrome
Orphanet:85438	Enthesitis-related arthritis
Orphanet:140908	Brachydactyly type B2
Orphanet:294	Fetal cytomegalovirus syndrome
Orphanet:1473	Uveal coloboma-cleft lip and palate-intellectual disability
Orphanet:2612	Linear nevus sebaceus syndrome
Orphanet:1590	Distal monosomy 13q
Orphanet:88644	Autosomal recessive ataxia, Beauce type
Orphanet:3204	Stormorken-Sjaastad-Langslet syndrome
Orphanet:3230	Deafness-oligodontia syndrome
Orphanet:314585	15q overgrowth syndrome
Orphanet:369	Glycogen storage disease due to liver glycogen phosphorylase deficiency
Orphanet:2742	Ophthalmoplegia-myalgia-tubular aggregates syndrome
Orphanet:95712	Thyroid ectopia
Orphanet:3453	Autoimmune polyendocrinopathy type 1
Orphanet:1167	Facial asymmetry-temporal seizures syndrome
Orphanet:2021	Fibrochondrogenesis
Orphanet:3080	Intellectual disability, Wolff type
Orphanet:90797	Partial androgen insensitivity syndrome
Orphanet:79481	Pemphigus foliaceus
Orphanet:148	Multiple carboxylase deficiency
Orphanet:2510	Micro syndrome
Orphanet:33110	Autosomal agammaglobulinemia
Orphanet:1848	Renal agenesis, bilateral
Orphanet:1458	CODAS syndrome
Orphanet:2078	Geroderma osteodysplastica
Orphanet:101330	Porphyria cutanea tarda
Orphanet:79325	ALG8-CDG
Orphanet:1461	Criss-cross heart
Orphanet:209902	Hypercholesterolemia due to cholesterol 7alpha-hydroxylase deficiency
Orphanet:98293	Hodgkin lymphoma
Orphanet:1617	2q24 microdeletion syndrome
Orphanet:1306	Buschke-Ollendorff syndrome
Orphanet:1779	Dysmorphism-cleft palate-loose skin syndrome
Orphanet:1314	Symmetrical thalamic calcifications
Orphanet:98849	Systemic mastocytosis with an associated clonal hematologic non-mast cell lineage disease
Orphanet:581	Mucopolysaccharidosis type 3
Orphanet:1187	Lethal ataxia with deafness and optic atrophy
Orphanet:355	Gaucher disease
Orphanet:2377	Laurence-Moon syndrome
Orphanet:648	Noonan syndrome
Orphanet:238468	Hypohidrotic ectodermal dysplasia
Orphanet:1390	Night blindness-skeletal anomalies-dysmorphism syndrome
Orphanet:3416	Hyperostosis corticalis generalisata
Orphanet:88639	Neurodegeneration due to 3-hydroxyisobutyryl-CoA hydrolase deficiency
Orphanet:36397	Adiposis dolorosa
Orphanet:1318	Campomelia, Cumming type
Orphanet:217377	Microduplication Xp11.22-p11.23 syndrome
Orphanet:366	Glycogen storage disease due to glycogen debranching enzyme deficiency
Orphanet:2388	Choreoacanthocytosis
Orphanet:79361	Inherited epidermolysis bullosa
Orphanet:316	Progressive symmetric erythrokeratodermia
Orphanet:2663	Nathalie syndrome
Orphanet:79278	Autosomal erythropoietic protoporphyria
Orphanet:217	Isolated Dandy-Walker malformation
Orphanet:1147	Sheldon-Hall syndrome
Orphanet:989	Hypoglossia-hypodactyly syndrome
Orphanet:47612	Felty syndrome
Orphanet:90653	Stickler syndrome type 1
Orphanet:1173	Cerebellar ataxia-hypogonadism syndrome
Orphanet:221016	Rothmund-Thomson syndrome type 2
Orphanet:716	Phenylketonuria
Orphanet:759	Central precocious puberty
Orphanet:2744	Horizontal gaze palsy with progressive scoliosis
Orphanet:2907	Hereditary acrokeratotic poikiloderma, Weary type
Orphanet:1580	Distal monosomy 10p
Orphanet:2070	Eosinophilic gastroenteritis
Orphanet:99812	LIG4 syndrome
Orphanet:2346	Angioosteohypertrophic syndrome
Orphanet:743	Hereditary thrombophilia due to congenital protein S deficiency
Orphanet:819	Smith-Magenis syndrome
Orphanet:1566	Dandy-Walker malformation-postaxial polydactyly syndrome
Orphanet:33208	Idiopathic hypersomnia
Orphanet:2836	PEHO syndrome
Orphanet:649	Norrie disease
Orphanet:69063	Congenital membranous nephropathy due to maternal anti-neutral endopeptidase alloimmunization
Orphanet:85197	Genochondromatosis type 1
Orphanet:1239	Behr syndrome
Orphanet:2117	Hartsfield-Bixler-Demyer syndrome
Orphanet:1310	Caffey disease
Orphanet:228312	Autoimmune hemolytic anemia, cold type
Orphanet:618	Familial melanoma
Orphanet:243	46,XX gonadal dysgenesis
Orphanet:63260	Craniorachischisis
Orphanet:313906	Congenital pancreatic cyst
Orphanet:393	46,XX testicular disorder of sex development
Orphanet:1872	Cone rod dystrophy
Orphanet:231237	Delta-beta-thalassemia
Orphanet:409	Hyperkeratosis lenticularis perstans
Orphanet:166100	Stickler syndrome type 3
Orphanet:1270	Bowen-Conradi syndrome
Orphanet:85324	X-linked intellectual disability, Shrimpton type
Orphanet:650	LCAT deficiency
Orphanet:1657	Dermatoosteolysis, Kirghizian type
Orphanet:2167	Holzgreve-Wagner-Rehder syndrome
Orphanet:1875	Congenital muscular dystrophy-infantile cataract-hypogonadism syndrome
Orphanet:657	Congenital isolated hyperinsulinism
Orphanet:2879	Phocomelia, Schinzel type
Orphanet:1927	Emery-Nelson syndrome
Orphanet:65285	Lhermitte-Duclos disease
Orphanet:1236	Severe microbrachycephaly-intellectual disability-athetoid cerebral palsy syndrome
Orphanet:1762	Trisomy Xq28
Orphanet:2076	X-linked intellectual disability-epilepsy syndrome
Orphanet:1202	Larynx atresia
Orphanet:1423	Lethal recessive chondrodysplasia
Orphanet:596	X-linked centronuclear myopathy
Orphanet:2533	Microcephaly-deafness-intellectual disability syndrome
Orphanet:1759	Thoraco-abdominal enteric duplication
Orphanet:246	Postaxial acrofacial dysostosis
Orphanet:3095	Atypical Rett syndrome
Orphanet:96061	Mosaic trisomy 8
Orphanet:2379	Early-onset parkinsonism-intellectual disability syndrome
Orphanet:3270	Radioulnar synostosis-developmental delay-hypotonia syndrome
Orphanet:3006	Pyridoxine-dependent epilepsy
