CUI	SAB	CODE	STR
C1847523	HPO	HP:0011349	Abducens palsy
C4021157	HPO	HP:0011354	Generalized abnormality of skin
C4023401	HPO	HP:0011357	Abnormality of hair density
C4023381	HPO	HP:0011390	Morphological abnormality of the inner ear
C0269852	HPO	HP:0011418	Abnormal insertion of umbilical cord
C3532166	HPO	HP:0011426	Fetal choroid plexus cysts
C4023363	HPO	HP:0011430	Hypoplasia of fetal nasal bone
C4021148	HPO	HP:0011441	Abnormality of the medulla oblongata
C4023354	HPO	HP:0011442	Abnormality of central motor function
C0270742	HPO	HP:0011445	Athetoid cerebral palsy
C4023351	HPO	HP:0011447	Hyposegmentation of neutrophil nuclei
C0232608	HPO	HP:0011469	Nasal regurgitation
C2675590	HPO	HP:0011478	True anophthalmia
C4023334	HPO	HP:0011485	Corneolenticular adhesion
C4023333	HPO	HP:0011486	Abnormality of corneal thickness
C4023332	HPO	HP:0011488	Abnormality of corneal endothelium
C4023331	HPO	HP:0011489	Abnormal migration of corneal endothelium
C0085109	HPO	HP:0011496	Corneal neovascularization
C4023325	HPO	HP:0011498	Partial aniridia
C0344263	HPO	HP:0011502	Posterior lenticonus
C4023322	HPO	HP:0011507	Macular flecks
C0024441	HPO	HP:0011508	Macular hole
C1622439	HPO	HP:0011527	Lentiglobus
C4023307	HPO	HP:0011544	L-looping of the right ventricle
C4023297	HPO	HP:0011562	Straddling atrioventricular valve
C4021141	HPO	HP:0011589	Common origin of the right brachiocephalic artery and left common carotid artery
C4023277	HPO	HP:0011596	Left aortic arch with right descending aorta and right ductus arteriosus
C0265865	HPO	HP:0011599	Mesocardia
C4023275	HPO	HP:0011600	Abnormal direction of ventricular apex
C4021137	HPO	HP:0011608	Type II truncus arteriosus
C0152419	HPO	HP:0011611	Interrupted aortic arch
C0345093	HPO	HP:0011613	Interrupted aortic arch type B
C4023267	HPO	HP:0011619	Pulmonary situs ambiguus with bilateral morphologic left lungs
C3472166	HPO	HP:0011638	Anomalous origin of left coronary artery from the pulmonary artery
C4023246	HPO	HP:0011653	Double outlet right ventricle with non-committed ventricular septal defect and pulmonary stenosis
C4023235	HPO	HP:0011677	Tetralogy of Fallot with atrioventricular canal defect
C4023233	HPO	HP:0011680	Single ventricle of indeterminate morphology
C4023232	HPO	HP:0011685	Infra-aortic superior vena cava
C4021132	HPO	HP:0011688	Supraventricular tachycardia with an accessory connection mediated pathway
C4023219	HPO	HP:0011723	Congenital malformation of the right heart
C4023213	HPO	HP:0011732	Abnormality of adrenal morphology
C4023210	HPO	HP:0011738	Corticotropin-releasing hormone receptor (CRHR) defect
C0271728	HPO	HP:0011741	Secondary hyperaldosteronism
C2986550	HPO	HP:0011754	Pituicytoma
C4023199	HPO	HP:0011766	Abnormality of the parathyroid morphology
C4023195	HPO	HP:0011772	Abnormality of thyroid morphology
C4023186	HPO	HP:0011792	Neoplasm by histology
C4023185	HPO	HP:0011793	Neoplasm by anatomical site
C1319016	HPO	HP:0011795	Intralobar nephroblastomatosis
C0341047	HPO	HP:0011801	Enlargement of parotid gland
C3277184	HPO	HP:0011808	Decreased patellar reflex
C4023165	HPO	HP:0011842	Abnormality of skeletal morphology
C0032131	HPO	HP:0011857	Plasmacytoma
C1562761	HPO	HP:0011859	Punctate keratitis
C4023158	HPO	HP:0011862	Abnormal bone collagen fibril morphology
C4023153	HPO	HP:0011872	Impaired thrombin-induced platelet aggregation
C4023145	HPO	HP:0011884	Abnormal umbilical stump bleeding
C4023143	HPO	HP:0011889	Bleeding with minor or no trauma
C4023141	HPO	HP:0011894	Impaired thromboxane A2 agonist-induced platelet aggregation
C4023134	HPO	HP:0011909	Flattened metacarpal heads
C4023128	HPO	HP:0011915	Cardiovascular calcification
C4020740	HPO	HP:0011918	Clinodactyly of the 4th toe
C4023124	HPO	HP:0011927	Short digit
C4023122	HPO	HP:0011929	Hypersegmentation of proximal phalanx of third finger
C4023113	HPO	HP:0011944	Small vessel vasculitis
C4021107	HPO	HP:0011961	Non-obstructive azoospermia
C0268070	HPO	HP:0011967	Hypocupremia
C0232466	HPO	HP:0011968	Feeding difficulties
C0598121	HPO	HP:0011972	Hypoglycorrhachia
C4020736	HPO	HP:0011977	Elevated urinary homovanillic acid
C3277945	HPO	HP:0011984	Atretic gallbladder
C4023096	HPO	HP:0011987	Ectopic ossification in muscle tissue
C4023089	HPO	HP:0011997	Postprandial hyperlactemia
C2206531	HPO	HP:0012000	EEG with generalized spikes
C4023080	HPO	HP:0012011	EEG with occipital focal spike waves
C0035615	HPO	HP:0012020	Right aortic arch
C0023052	HPO	HP:0012027	Laryngeal edema
C4023068	HPO	HP:0012030	Increased urinary cortisol level
C0474444	HPO	HP:0012040	Corneal stromal edema
C0151640	HPO	HP:0012041	Decreased fertility in males
C0344243	HPO	HP:0012044	Seesaw nystagmus
C0423414	HPO	HP:0012045	Retinal flecks
C0151603	HPO	HP:0012050	Anasarca
C0346388	HPO	HP:0012054	Choroidal melanoma
C0005937	HPO	HP:0012064	Unicameral bone cyst
C3278024	HPO	HP:0012081	Enlarged cerebellum
C4023047	HPO	HP:0012093	Abnormality of endocrine pancreas physiology
C4023044	HPO	HP:0012097	Intracranial dermoid cyst
C4023041	HPO	HP:0012104	Parietal cortical atrophy
C4021100	HPO	HP:0012107	Increased fibular diameter
C0595989	HPO	HP:0012118	Laryngeal carcinoma
C4023034	HPO	HP:0012129	Abnormality of bone marrow stromal cells
C4023032	HPO	HP:0012134	Dysplastic erythropoesis
C0271292	HPO	HP:0012155	Decreased corneal sensation
C4023017	HPO	HP:0012160	Intracranial internal carotid artery dissection
C0027338	HPO	HP:0012170	Nail-biting
C0020450	HPO	HP:0012188	Hyperemesis gravidarum
C4023004	HPO	HP:0012202	Increased serum bile acid concentration
C0240412	HPO	HP:0012233	Intramuscular hematoma
C0702094	HPO	HP:0012234	Agranulocytosis
C1851108	HPO	HP:0012242	Superior rectus atrophy
C4022995	HPO	HP:0012245	Sex reversal
C0600125	HPO	HP:0012248	Prolonged PR interval
C4022988	HPO	HP:0012257	Absent inner dynein arms
C4022983	HPO	HP:0012262	Abnormal ciliary motility
C1855672	HPO	HP:0012263	Immotile cilia
C4022982	HPO	HP:0012264	Absent central microtubular pair morphology of respiratory motile cilia
C4018858	HPO	HP:0012272	J wave
C4022977	HPO	HP:0012273	Increased carotid artery intimal medial thickness
C0008732	HPO	HP:0012281	Chylous ascites
C4022966	HPO	HP:0012292	Fusion of gums
C4022963	HPO	HP:0012295	Slender middle phalanx of finger
C4022957	HPO	HP:0012306	Abnormal rib ossification
C0263780	HPO	HP:0012314	Bouchard's node
C0206643	HPO	HP:0012316	Fibrous tissue neoplasm
C4022955	HPO	HP:0012320	Absent pigmentation of the limbs
C1833429	HPO	HP:0012321	D-2-hydroxyglutaric aciduria
C0751352	HPO	HP:0012323	Sleep myoclonus
C4022950	HPO	HP:0012337	Abnormal homeostasis
C0241012	HPO	HP:0012343	Decreased serum ferritin
C4022923	HPO	HP:0012374	Abnormality of the globe
C4022922	HPO	HP:0012379	Abnormal enzyme/coenzyme activity
C4022921	HPO	HP:0012380	Reduced carnitine O-palmitoyltransferase activity
C4022919	HPO	HP:0012389	Appendicular hypotonia
C0403477	HPO	HP:0012408	Medullary nephrocalcinosis
C0085383	HPO	HP:0012417	Hypocapnia
C0333302	HPO	HP:0012425	Stercoral ulcer
C0035258	HPO	HP:0012452	Restless legs
C1504438	HPO	HP:0012492	Cerebral artery stenosis
C0405124	HPO	HP:0012498	Nuchal cord
C4022876	HPO	HP:0012501	Abnormality of the brainstem white matter
C4022875	HPO	HP:0012502	Abnormality of the internal capsule
C0344299	HPO	HP:0012511	Temporal optic disc pallor
C0344882	HPO	HP:0012516	Tetralogy of Fallot with pulmonary atresia
C4022869	HPO	HP:0012517	Reduced catalase activity
C4022865	HPO	HP:0012525	Abnormal alpha granule distribution
C4021839	HPO	HP:0012529	Abnormal dense granule content
C0458247	HPO	HP:0012533	Allodynia
C4022856	HPO	HP:0012546	Skewed maternal X inactivation
C4022842	HPO	HP:0012564	Premature epimetaphyseal fusion in tibia
C3839997	HPO	HP:0012568	Lower eyelid edema
C3693260	HPO	HP:0012590	Abnormal urine output
C4022830	HPO	HP:0012597	Heavy proteinuria
C4022819	HPO	HP:0012616	Leukocyte cylindruria
C4022816	HPO	HP:0012620	Cloacal abnormality
C1561643	HPO	HP:0012622	Chronic kidney disease
C4022806	HPO	HP:0012644	Increased caudate lactate level
C4022799	HPO	HP:0012657	Abnormal brain positron emission tomography
C4022793	HPO	HP:0012663	Mildly reduced ejection fraction
C4022789	HPO	HP:0012667	Regional left ventricular wall motion abnormality
C0221046	HPO	HP:0012669	Carotid sinus syncope
C4022779	HPO	HP:0012686	Increased pineal volume
C4021073	HPO	HP:0012718	Morphological abnormality of the gastrointestinal tract
C4022752	HPO	HP:0012729	Saccular descending thoracic aortic aneurysm
C4022736	HPO	HP:0012760	Impaired social reciprocity
C3281059	HPO	HP:0012802	Broad jaw
C4020718	HPO	HP:0012811	Wide nasal ridge
C4021065	HPO	HP:0012812	Fullness of paranasal tissue
C1513302	HPO	HP:0012825	Mild
C0439808	HPO	HP:0012829	Profound
C1860475	HPO	HP:0012841	Retinal vascular tortuosity
C0345988	HPO	HP:0012842	Skin adnexal neoplasm
C4022710	HPO	HP:0012845	Single trichilemmoma
C0345200	HPO	HP:0012850	Small intestinal dysmotility
C4022706	HPO	HP:0012857	Increased scrotal rugation
C0346170	HPO	HP:0012887	Ovarian serous cystadenoma
C4022689	HPO	HP:0012894	Paraspinal muscle hypertrophy
C4022683	HPO	HP:0012903	Myotonia of the upper limb
C0429349	HPO	HP:0030007	EMG: Positive sharp waves
C4022675	HPO	HP:0030019	Increased female libido
C4021056	HPO	HP:0030035	Struvite nephrolithiasis
C0685678	HPO	HP:0030042	Incomplete ossification of pubis
C4022662	HPO	HP:0030047	Abnormality of lateral ventricle
C0206715	HPO	HP:0030063	Neuroepithelial neoplasm
C0700367	HPO	HP:0030066	Ependymoblastoma
C4022658	HPO	HP:0030081	Punctate periventricular T2 hyperintense foci
C4021053	HPO	HP:0030098	Reduced muscle dystrophin expression
C4022638	HPO	HP:0030107	Reduced muscle fiber beta sarcoglycan
C4022633	HPO	HP:0030112	Abnormal muscle fiber alpha dystroglycan
C4022628	HPO	HP:0030117	Absent muscle fiber emerin
C4022621	HPO	HP:0030124	Reduced muscle fiber lamin A/C
C4021052	HPO	HP:0030125	Sacralization of the fifth lumbar vertebra
C4022618	HPO	HP:0030130	Impaired von Willibrand factor collagen binding activity
C4022617	HPO	HP:0030131	Abnormal von Willebrand Factor multimer distribution
C4022607	HPO	HP:0030141	Abnormality of the posterior hairline
C0232695	HPO	HP:0030144	Hypoactive bowel sounds
C4022606	HPO	HP:0030145	Lack of bowel sounds
C2674512	HPO	HP:0030147	Truncal titubation
C0549295	HPO	HP:0030150	Plasmacytosis
C4021050	HPO	HP:0030168	Dilated superficial abdominal veins
C4022598	HPO	HP:0030176	Asymmetric peripheral demyelination
C4021048	HPO	HP:0030181	Gordon reflex
C4022594	HPO	HP:0030185	Isometric tremor
C4022583	HPO	HP:0030200	Fatiguable weakness of proximal limb muscles
C0231852	HPO	HP:0030207	Paradoxical respiration
C4022570	HPO	HP:0030228	Abnormal muscle fiber valosin-containing protein
C4022569	HPO	HP:0030229	Accumulation of muscle fiber valosin-containing protein
C4021041	HPO	HP:0030244	Maternal fever in pregnancy
C1407019	HPO	HP:0030263	Torsion of the penis
C4022548	HPO	HP:0030268	Hyperplastic callus formation
C4022545	HPO	HP:0030272	Abnormal erythrocyte enzyme activity
C4022539	HPO	HP:0030279	Hypoplastic L5 vertebral pedicle
C1827299	HPO	HP:0030283	Partial absence of the septum pellucidum
C4022524	HPO	HP:0030303	Hypoplastic anterior commissure
C4022522	HPO	HP:0030305	Decreased number of vertebrae
C0221237	HPO	HP:0030318	Angular cheilitis
C4022514	HPO	HP:0030319	Weakness of facial musculature
C4021859	HPO	HP:0030335	Abnormal CD4-positive, CD25-positive, alpha-beta regulatory T cell count
C4022489	HPO	HP:0040017	Protruding coccyx
C4022484	HPO	HP:0040025	Clinodactyly of the 4th finger
C4022477	HPO	HP:0040036	Onychogryposis of fingernail
C4022457	HPO	HP:0040066	Abnormal morphology of bones of the lower limbs
C0020635	HPO	HP:0040075	Hypopituitarism
C4022445	HPO	HP:0040092	Asymmetry of the shape of the ears
C0262475	HPO	HP:0040115	Abnormality of the Eustachian tube
C4022429	HPO	HP:0040116	Aplasia of the Eustachian tube
C0853228	HPO	HP:0040133	Abnormal serum ferritin
C4022418	HPO	HP:0040137	Comodogenic acne
C3888081	HPO	HP:0040147	L-2-hydroxyglutaric acidemia
C4021030	HPO	HP:0045028	Type III lissencephaly
C1335381	HPO	HP:0100004	Pericardial mesothelioma
C1862689	HPO	HP:0100015	Stahl ear
C4022384	HPO	HP:0100037	Abnormality of the scalp hair
C4022379	HPO	HP:0100042	Broad 4th toe
C4022376	HPO	HP:0100045	Bracket epiphyses of the 2nd toe
C4022370	HPO	HP:0100051	Pseudoepiphyses of the 2nd toe
C4022367	HPO	HP:0100054	Triangular epiphyses of the 2nd toe
C4022362	HPO	HP:0100059	Fragmentation of the epiphyses of the 3rd toe
C4022359	HPO	HP:0100062	Pseudoepiphyses of the 3rd toe
C4022324	HPO	HP:0100097	Abnormality of the epiphysis of the distal phalanx of the 5th toe
C4022304	HPO	HP:0100117	Ivory epiphysis of the middle phalanx of the 2nd toe
C4022302	HPO	HP:0100119	Small epiphysis of the middle phalanx of the 2nd toe
C4022301	HPO	HP:0100120	Stippling of the epiphysis of the middle phalanx of the 2nd toe
C4022293	HPO	HP:0100128	Ivory epiphysis of the proximal phalanx of the 2nd toe
C4022274	HPO	HP:0100147	Bracket epiphysis of the middle phalanx of the 3rd toe
C4022266	HPO	HP:0100155	Stippling of the epiphysis of the middle phalanx of the 3rd toe
C4022264	HPO	HP:0100157	Absent epiphysis of the proximal phalanx of the 3rd toe
C4022251	HPO	HP:0100170	Bracket epiphysis of the distal phalanx of the 4th toe
C4022250	HPO	HP:0100171	Cone-shaped epiphysis of the distal phalanx of the 4th toe
C4022247	HPO	HP:0100174	Irregular epiphysis of the distal phalanx of the 4th toe
C4022240	HPO	HP:0100181	Bracket epiphysis of the middle phalanx of the 4th toe
C4022239	HPO	HP:0100182	Cone-shaped epiphysis of the middle phalanx of the 4th toe
C4022236	HPO	HP:0100185	Irregular epiphysis of the middle phalanx of the 4th toe
C4022235	HPO	HP:0100186	Ivory epiphysis of the middle phalanx of the 4th toe
C4022231	HPO	HP:0100190	Triangular epiphysis of the middle phalanx of the 4th toe
C4022203	HPO	HP:0100218	Irregular epiphysis of the middle phalanx of the 5th toe
C4022197	HPO	HP:0100224	Absent epiphysis of the proximal phalanx of the 5th toe
C4022195	HPO	HP:0100226	Cone-shaped epiphysis of the proximal phalanx of the 5th toe
C0016057	HPO	HP:0100244	Fibrosarcoma
C0744897	HPO	HP:0100247	Recurrent singultus
C0221169	HPO	HP:0100248	Hemiballismus
C0333463	HPO	HP:0100256	Senile plaques
C4022175	HPO	HP:0100269	Paramedian lip pit
C1854699	HPO	HP:0100275	Diffuse cerebellar atrophy
C4022159	HPO	HP:0100299	Muscle fiber inclusion bodies
C4022153	HPO	HP:0100308	Cerebral cortical hemiatrophy
C0238154	HPO	HP:0100310	Epidural hemorrhage
C0333731	HPO	HP:0100320	Rosenthal fibres
C0392005	HPO	HP:0100336	Bilateral cleft lip
C4022128	HPO	HP:0100357	Contracture of the metatarsophalangeal joint of the 3rd toe
C4021013	HPO	HP:0100367	Short phalanx of the 4th toe
C4022120	HPO	HP:0100371	Aplasia/Hypoplasia of the distal phalanx of the 5th toe
C4022117	HPO	HP:0100374	Aplasia/Hypoplasia of the middle phalanx of the 5th toe
C4021010	HPO	HP:0100381	Absent middle phalanx of the 3rd toe
C4022109	HPO	HP:0100385	Aplasia of the proximal phalanx of the 4th toe
C4022107	HPO	HP:0100387	Aplasia of the middle phalanges of the toes
C4021005	HPO	HP:0100392	Short middle phalanx of the 3rd toe
C4020980	HPO	HP:0100419	Partial duplication of the middle phalanx of the 3rd toe
C4020979	HPO	HP:0100420	Partial duplication of the middle phalanx of the 4th toe
C4022091	HPO	HP:0100436	Bullet-shaped middle phalanx of the 5th toe
C4022090	HPO	HP:0100437	Bullet-shaped proximal phalanx of the 3rd toe
C4022087	HPO	HP:0100440	Bullet-shaped distal phalanx of the 3rd toe
C4022078	HPO	HP:0100449	Curved distal phalanx of the 3rd toe
C4022066	HPO	HP:0100461	Patchy sclerosis of the middle phalanx of the 3rd toe
C4022062	HPO	HP:0100465	Patchy sclerosis of the proximal phalanx of the 4th toe
C4022057	HPO	HP:0100470	Symphalangism affecting the middle phalanx of the 3rd toe
C4022048	HPO	HP:0100483	Symphalangism of the proximal phalanx of the 2nd toe with the 2nd metatarsal
C4015136	HPO	HP:0100501	Recurrent bronchiolitis
C0003460	HPO	HP:0100519	Anuria
C0265551	HPO	HP:0100524	Limb duplication
C4022024	HPO	HP:0100560	Upper limb asymmetry
C0014132	HPO	HP:0100568	Neoplasm of the endocrine system
C4020965	HPO	HP:0100571	Cardiac diverticulum
C4022021	HPO	HP:0100573	Muscular cardiac diverticulum
C0149793	HPO	HP:0100576	Amaurosis fugax
C4020963	HPO	HP:0100596	Absent nares
C0023055	HPO	HP:0100605	Neoplasm of the larynx
C4022013	HPO	HP:0100611	Multiple glomerular cysts
C0013377	HPO	HP:0100621	Dysgerminoma
C0006288	HPO	HP:0100632	Pulmonary sequestration
C0266166	HPO	HP:0100668	Intestinal duplication
C1442998	HPO	HP:0100672	Vaginal hernia
C4022000	HPO	HP:0100675	Vaginal pyocele
C4021997	HPO	HP:0100685	Abnormality of Sharpey fibers
C4048268	HPO	HP:0100704	Cortical visual impairment
C4021988	HPO	HP:0100712	Abnormality of the lumbar spine
C4021986	HPO	HP:0100720	Hypoplasia of the ear cartilage
C0520743	HPO	HP:0100721	Mediastinal lymphadenopathy
C0019618	HPO	HP:0100727	Histiocytosis
C2748652	HPO	HP:0100729	Large face
C0338831	HPO	HP:0100754	Mania
C0010403	HPO	HP:0100778	Cryoglobulinemia
C4021972	HPO	HP:0100779	Urogenital sinus anomaly
C4021969	HPO	HP:0100795	Abnormally straight spine
C3276623	HPO	HP:0100797	Toenail dysplasia
C4021966	HPO	HP:0100803	Abnormality of the periungual region
C0038355	HPO	HP:0100808	Gastric diverticulum
C0151206	HPO	HP:0100809	Scalp tenderness
C4020951	HPO	HP:0100810	Pointed helix
C0018520	HPO	HP:0100812	Halitosis
C4021963	HPO	HP:0100816	Lip hyperpigmentation
C0238502	HPO	HP:0100821	Urethrocele
C4021960	HPO	HP:0100828	Increase in T cell number
C0345832	HPO	HP:0100833	Neoplasm of the small intestine
C0347509	HPO	HP:0100835	Benign neoplasm of the central nervous system
C0263428	HPO	HP:0100837	Atrophodermia vermiculata
C0340625	HPO	HP:0100860	Inferior mesenteric artery aneurysm
C4021947	HPO	HP:0100875	Hemimacroglossia
C0677608	HPO	HP:0100883	Chorangioma
C0334083	HPO	HP:0100898	Connective tissue nevi
C4021933	HPO	HP:0100909	Sclerosis of the proximal phalanx of the 3rd finger
C4021932	HPO	HP:0100910	Sclerosis of the proximal phalanx of the 4th finger
C4020940	HPO	HP:0100915	Sclerosis of distal finger phalanx
C4020931	HPO	HP:0100925	Sclerosis of foot bone
C4020927	HPO	HP:0100929	Sclerosis of 5th toe phalanx
C4021920	HPO	HP:0100938	Sclerosis of the middle phalanx of the 5th toe
C2675973	HPO	HP:0100954	Open operculum
C4021909	HPO	HP:0100960	Asymmetric ventricles
C0020453	HPO	HP:0100963	Hyperesthesia
C0205770	HPO	HP:0200022	Choroid plexus papilloma
C0151827	HPO	HP:0200026	Ocular pain
C3665596	HPO	HP:0200043	Verrucae
C4021897	HPO	HP:0200050	Bracket metacarpal epiphyses
C0018923	HPO	HP:0200058	Angiosarcoma
C4021893	HPO	HP:0200068	Nonprogressive visual loss
C3280349	HPO	HP:0200071	Peripheral vitreoretinal degeneration
C1835446	HPO	HP:0200083	Severe limb shortening
C2673954	HPO	HP:0200098	Absent skin pigmentation
C1850816	HPO	HP:0200101	Decreased/absent ankle reflexes
C4020917	HPO	HP:0200104	Absent fifth fingernail
C4021890	HPO	HP:0200107	Shortened inner dynein arms
C4021889	HPO	HP:0200108	Shortened outer dynein arms
C0750292	HPO	HP:0200118	Malabsorption of Vitamin B12
C0267797	HPO	HP:0200119	Acute hepatitis
C0019189	HPO	HP:0200123	Chronic hepatitis
C0281788	HPO	HP:0200128	Biventricular hypertrophy
C2675557	HPO	HP:0200133	Lumbosacral meningocele
C4021881	HPO	HP:0200153	Agenesis of lateral incisor
C0685873	HPO	HP:0430010	Microblepharia
C0444868	HPO	HP:0000001	All
C4025901	HPO	HP:0000002	Abnormality of body height
C0005697	HPO	HP:0000011	Neurogenic bladder
C0019294	HPO	HP:0000023	Inguinal hernia
C0266423	HPO	HP:0000035	Abnormality of the testis
C0563449	HPO	HP:0000039	Epispadias
C4025893	HPO	HP:0000056	Abnormality of the clitoris
C0017658	HPO	HP:0000099	Glomerulonephritis
C0221209	HPO	HP:0000125	Pelvic kidney
C0020295	HPO	HP:0000126	Hydronephrosis
C1846347	HPO	HP:0000127	Renal salt wasting
C2219717	HPO	HP:0000141	Amenorrhea
C0520927	HPO	HP:0000144	Decreased fertility
C0032460	HPO	HP:0000147	Polycystic ovaries
C0878638	HPO	HP:0000157	Abnormality of the tongue
C4025887	HPO	HP:0000163	Abnormality of the oral cavity
C4021816	HPO	HP:0000168	Abnormality of the gingiva
C1839739	HPO	HP:0000179	Thick lower lip vermilion
C1853406	HPO	HP:0000183	Difficulty in tongue movements
C1858569	HPO	HP:0000198	Absence of Stensen duct
C0041105	HPO	HP:0000211	Trismus
C4025878	HPO	HP:0000227	Tongue telangiectasia
C0030044	HPO	HP:0000263	Oxycephaly
C0221358	HPO	HP:0000268	Dolichocephaly
C4025871	HPO	HP:0000271	Abnormality of the face
C1836047	HPO	HP:0000276	Long face
C0542571	HPO	HP:0000282	Facial edema
C1859680	HPO	HP:0000283	Broad face
C1837767	HPO	HP:0000292	Loss of facial adipose tissue
C1845251	HPO	HP:0000297	Facial hypotonia
C4025865	HPO	HP:0000301	Abnormality of facial musculature
C0399526	HPO	HP:0000303	Mandibular prognathia
C1865014	HPO	HP:0000343	Long philtrum
C1854340	HPO	HP:0000361	Pulsatile tinnitus (tympanic paraganglioma)
C0239234	HPO	HP:0000369	Low-set ears
C0271429	HPO	HP:0000371	Acute otitis media
C0266614	HPO	HP:0000394	Lop ear
C0152421	HPO	HP:0000400	Macrotia
C0240543	HPO	HP:0000414	Bulbous nose
C4021805	HPO	HP:0000422	Abnormality of the nasal bridge
C1859717	HPO	HP:0000437	Depressed nasal tip
C0426421	HPO	HP:0000445	Wide nose
C1853482	HPO	HP:0000447	Pear-shaped nose
C0040485	HPO	HP:0000473	Torticollis
C0038379	HPO	HP:0000486	Strabismus
C0521579	HPO	HP:0000487	Congenital strabismus
C4021803	HPO	HP:0000492	Abnormality of the eyelid
C1855391	HPO	HP:0000503	Tortuosity of conjunctival vessels
C0009763	HPO	HP:0000509	Conjunctivitis
C0086543	HPO	HP:0000518	Cataract
C0015300	HPO	HP:0000520	Proptosis
C0239105	HPO	HP:0000524	Conjunctival telangiectasia
C0003076	HPO	HP:0000526	Aniridia
C0035334	HPO	HP:0000547	Tapetoretinal degeneration
C0152458	HPO	HP:0000555	Leukocoria
C0265341	HPO	HP:0000558	Rieger anomaly
C0344511	HPO	HP:0000564	Lacrimal duct atresia
C1865244	HPO	HP:0000586	Shallow orbits
C0155299	HPO	HP:0000588	Optic nerve coloboma
C4025837	HPO	HP:0000606	Abnormality of the periorbital region
C0271379	HPO	HP:0000619	Impaired convergence
C1846462	HPO	HP:0000634	Impaired ocular abduction
C1846465	HPO	HP:0000661	Palpebral fissure narrowing on adduction
C0399352	HPO	HP:0000674	Anodontia
C0239174	HPO	HP:0000684	Delayed eruption of teeth
C0027443	HPO	HP:0000695	Natal tooth
C0011436	HPO	HP:0000703	Dentinogenesis imperfecta
C0033975	HPO	HP:0000709	Psychosis
C0001807	HPO	HP:0000718	Aggressive behavior
C1837650	HPO	HP:0000721	Lack of spontaneous play
C0001818	HPO	HP:0000756	Agoraphobia
C0233824	HPO	HP:0000757	Lack of insight
C4021798	HPO	HP:0000758	Impaired use of nonverbal behaviors
C4021796	HPO	HP:0000799	Renal steatosis
C0452168	HPO	HP:0000807	Glandular hypospadias
C0948896	HPO	HP:0000815	Hypergonadotropic hypogonadism
C4021795	HPO	HP:0000816	Abnormality of Krebs cycle metabolism
C1846345	HPO	HP:0000841	Hyperactive renin-angiotensin system
C0020502	HPO	HP:0000843	Hyperparathyroidism
C0018021	HPO	HP:0000853	Goiter
C0020428	HPO	HP:0000859	Hyperaldosteronism
C0020514	HPO	HP:0000870	Prolactin excess
C1857175	HPO	HP:0000875	Episodic hypertension
C1837792	HPO	HP:0000877	Insulin-resistant diabetes mellitus at puberty
C0426808	HPO	HP:0000890	Long clavicles
C0426820	HPO	HP:0000900	Thickened ribs
C1864796	HPO	HP:0000915	Pectus excavatum of inferior sternum
C1864795	HPO	HP:0000917	Superior pectus carinatum
C0553730	HPO	HP:0000934	Chondrocalcinosis
C1840418	HPO	HP:0000935	Thickened cortex of long bones
C4025815	HPO	HP:0000941	Short diaphyses
C0037268	HPO	HP:0000951	Abnormality of the skin
C0010520	HPO	HP:0000961	Cyanosis
C1328931	HPO	HP:0001003	Multiple lentigines
C0019572	HPO	HP:0001007	Hirsutism
C1843389	HPO	HP:0001008	Accumulation of melanosomes in melanocytes
C1837785	HPO	HP:0001015	Prominent superficial veins
C4025811	HPO	HP:0001017	Anemic pallor
C4025808	HPO	HP:0001033	Facial flushing after alcohol intake
C1867638	HPO	HP:0001038	Warfarin-induced skin necrosis
C0011615	HPO	HP:0001047	Atopic dermatitis
C0014733	HPO	HP:0001055	Erysipelas
C0162678	HPO	HP:0001067	Neurofibromas
C4021837	HPO	HP:0001074	Atypical nevi in non-sun exposed areas
C2676026	HPO	HP:0001093	Optic nerve dysplasia
C0423318	HPO	HP:0001100	Heterochromia iridis
C0302254	HPO	HP:0001118	Juvenile cataract
C1857627	HPO	HP:0001135	Chorioretinal dystrophy
C1843517	HPO	HP:0001136	Retinal arteriolar tortuosity
C0152205	HPO	HP:0001137	Alternating esotropia
C3887709	HPO	HP:0001138	Optic neuropathy
C1833999	HPO	HP:0001146	Pigmentary retinal degeneration
C0240897	HPO	HP:0001147	Retinal exudate
C4025799	HPO	HP:0001178	Ulnar claw
C0239815	HPO	HP:0001188	Hand clenching
C0149651	HPO	HP:0001217	Clubbing
C4021783	HPO	HP:0001227	Abnormality of the thenar eminence
C0037772	HPO	HP:0001258	Spastic paraplegia
C2830004	HPO	HP:0001262	Somnolence
C0039070	HPO	HP:0001279	Syncope
C4021781	HPO	HP:0001311	Abnormal nervous system electrophysiology
C1866934	HPO	HP:0001315	Reduced tendon reflexes
C0151786	HPO	HP:0001324	Muscle weakness
C0027066	HPO	HP:0001336	Myoclonus
C3552824	HPO	HP:0001340	Enhancement of the C-reflex
C2937358	HPO	HP:0001342	Cerebral hemorrhage
C1836003	HPO	HP:0001349	Facial diplegia
C0234518	HPO	HP:0001350	Slurred speech
C0265529	HPO	HP:0001357	Plagiocephaly
C4025788	HPO	HP:0001361	Nystagmus-induced head nodding
C0019555	HPO	HP:0001374	Congenital hip dislocation
C4021780	HPO	HP:0001392	Abnormality of the liver
C0008370	HPO	HP:0001396	Cholestasis
C0241764	HPO	HP:0001417	X-linked inheritance
C0600599	HPO	HP:0001426	Multifactorial inheritance
