orphanet_code	orphanet_term
Orphanet:261197	Proximal 16p11.2 microdeletion syndrome
Orphanet:231237	Delta-beta-thalassemia
Orphanet:220295	Xeroderma pigmentosum-Cockayne syndrome complex
Orphanet:33226	Waldenström macroglobulinemia
Orphanet:100025	Alpha-heavy chain disease
Orphanet:171839	Craniosynostosis-hydrocephalus-Arnold-Chiari malformation type I-radioulnar synostosis syndrome
Orphanet:3105	Robinow-like syndrome
Orphanet:3071	Costello syndrome
Orphanet:33208	Idiopathic hypersomnia
Orphanet:209902	Hypercholesterolemia due to cholesterol 7alpha-hydroxylase deficiency
Orphanet:79329	MGAT2-CDG
Orphanet:1350	Heart-hand syndrome type 2
Orphanet:71211	Neuromyelitis optica
Orphanet:85278	Christianson syndrome
Orphanet:3434	MMEP syndrome
Orphanet:2930	Cronkhite-Canada syndrome
Orphanet:163976	X-linked intellectual disability, Van Esch type
Orphanet:341	Viral hemorrhagic fever
Orphanet:887	VACTERL/VATER association
Orphanet:2779	Osteopathia striata-pigmentary dermopathy-white forelock syndrome
Orphanet:793	SAPHO syndrome
Orphanet:1261	Bonnemann-Meinecke-Reich syndrome
Orphanet:2869	Peutz-Jeghers syndrome
Orphanet:178487	Adult intestinal botulism
Orphanet:370924	STT3B-CDG
Orphanet:36382	Familial cervical artery dissection
Orphanet:141	Canavan disease
Orphanet:1160	Chylous ascites
Orphanet:1682	Arterial dissection-lentiginosis syndrome
Orphanet:3000	Familial male-limited precocious puberty
Orphanet:1980	Bilateral striopallidodentate calcinosis
Orphanet:2222	Hypertrichosis lanuginosa congenita
Orphanet:93402	Syndactyly type 1
Orphanet:1408	Hair defect-photosensitivity-intellectual disability syndrome
Orphanet:85212	Fetal Gaucher disease
Orphanet:264200	14q22q23 microdeletion syndrome
Orphanet:1433	Choroidal atrophy-alopecia syndrome
Orphanet:1005	Alopecia-contractures-dwarfism-intellectual disability syndrome
Orphanet:2197	Idiopathic hypercalciuria
Orphanet:1040	Metaphyseal anadysplasia
Orphanet:1547	Cryptomicrotia-brachydactyly-excess fingertip arch syndrome
Orphanet:1919	Phenobarbital embryopathy
Orphanet:228302	Carnitine palmitoyl transferase II deficiency, myopathic form
Orphanet:50812	Zellweger-like syndrome without peroxisomal anomalies
Orphanet:703	Bullous pemphigoid
Orphanet:79234	Crigler-Najjar syndrome type 1
Orphanet:1068	Aniridia-intellectual disability syndrome
Orphanet:169079	Cernunnos-XLF deficiency
Orphanet:280062	Calciphylaxis
Orphanet:411593	Insulin autoimmune syndrome
Orphanet:261222	Distal 16p11.2 microdeletion syndrome
Orphanet:1313	Infantile choroidocerebral calcification syndrome
Orphanet:319195	Chondroectodermal dysplasia with night blindness
Orphanet:1173	Cerebellar ataxia-hypogonadism syndrome
Orphanet:2585	Ataxia-pancytopenia syndrome
Orphanet:2690	Neutropenia-monocytopenia-deafness syndrome
Orphanet:53296	Familial cutaneous collagenoma
Orphanet:1620	Distal monosomy 3p
Orphanet:2831	Rhizomelic dysplasia, Patterson-Lowry type
Orphanet:1484	Contractures-ectodermal dysplasia-cleft lip/palate syndrome
Orphanet:2445	Conotruncal heart malformations
Orphanet:2724	Odontomatosis-aortae esophagus stenosis syndrome
Orphanet:37	Acrodermatitis enteropathica
Orphanet:220489	Rare hereditary hemochromatosis
Orphanet:99015	Spastic paraplegia type 2
Orphanet:2036	Scalp-ear-nipple syndrome
Orphanet:2258	Congenital unilateral pulmonary hypoplasia
Orphanet:247768	Müllerian aplasia and hyperandrogenism
Orphanet:99876	Ehlers-Danlos syndrome type 7B
Orphanet:3111	Rotor syndrome
Orphanet:569	Familial or sporadic hemiplegic migraine
Orphanet:2619	Brachydactylous dwarfism, Mseleni type
Orphanet:3033	Renal tubular dysgenesis
Orphanet:93928	Epispadias
Orphanet:2285	Primary basilar invagination
Orphanet:1916	Diethylstilbestrol syndrome
Orphanet:1150	Arthrogryposis multiplex congenita-whistling face syndrome
Orphanet:579	Mucopolysaccharidosis type 1
Orphanet:50	Aicardi syndrome
Orphanet:2842	Penoscrotal transposition
Orphanet:583	Mucopolysaccharidosis type 6
Orphanet:96121	7q11.23 microduplication syndrome
Orphanet:56	Alkaptonuria
Orphanet:47612	Felty syndrome
Orphanet:79404	Junctional epidermolysis bullosa, Herlitz type
Orphanet:139444	Leukoencephalopathy with bilateral anterior temporal lobe cysts
Orphanet:2042	Tracheo-esophageal fistula-hypospadias syndrome
Orphanet:178029	Central diabetes insipidus
Orphanet:1819	Epimetaphyseal skeletal dysplasia
Orphanet:367	Glycogen storage disease due to glycogen branching enzyme deficiency
Orphanet:2322	Kabuki syndrome
Orphanet:2716	Oculo-skeletal-renal syndrome
Orphanet:1954	Congenital lethal erythroderma
Orphanet:79134	DEND syndrome
Orphanet:735	Porokeratosis of Mibelli
Orphanet:107	BOR syndrome
Orphanet:79403	Junctional epidermolysis bullosa-pyloric atresia syndrome
Orphanet:280	Wolf-Hirschhorn syndrome
Orphanet:1069	Aniridia-absent patella syndrome
Orphanet:95626	Acquired central diabetes insipidus
Orphanet:91133	Osteopenia-myopia-hearing loss-intellectual disability-facial dysmorphism syndrome
Orphanet:2508	Microcephaly-corpus callosum agenesis-abnormal genitalia syndrome
Orphanet:2785	Osteopetrosis with renal tubular acidosis
Orphanet:181393	Growth hormone insensitivity syndrome
Orphanet:59303	Ichthyosis-hypotrichosis-sclerosing cholangitis syndrome
Orphanet:3454	Intellectual disability-developmental delay-contractures syndrome
Orphanet:98941	Von Hippel anomaly
Orphanet:93262	Crouzon syndrome-acanthosis nigricans syndrome
Orphanet:2536	Microcornea-glaucoma-absent frontal sinuses syndrome
Orphanet:1791	Frontofacionasal dysplasia
Orphanet:1451	CINCA syndrome
Orphanet:171719	Cutis laxa-Marfanoid syndrome
Orphanet:2073	Narcolepsy-cataplexy syndrome
Orphanet:137599	Stromal keratitis
Orphanet:99873	Hand-Schüller-Christian disease
Orphanet:1825	Epiphyseal dysplasia-hearing loss-dysmorphism syndrome
Orphanet:1003	Scalp defects-postaxial polydactyly syndrome
Orphanet:178509	Perry syndrome
Orphanet:1852	X-linked retinal dysplasia
Orphanet:86923	Hereditary palmoplantar keratoderma, Gamborg-Nielsen type
Orphanet:889	Cutaneous leukocytoclastic angiitis
Orphanet:2309	Pachyonychia congenita
Orphanet:90342	Xeroderma pigmentosum variant
Orphanet:642	Hereditary sensory and autonomic neuropathy type 4
Orphanet:99878	Primary parathyroid hyperplasia
Orphanet:33408	Bullous lichen planus
Orphanet:461	Recessive X-linked ichthyosis
Orphanet:728	Relapsing polychondritis
Orphanet:99827	Crimean-Congo hemorrhagic fever
Orphanet:231169	Usher syndrome type 1
Orphanet:675	Annular pancreas
Orphanet:3301	Tetraamelia-multiple malformations syndrome
Orphanet:166100	Stickler syndrome type 3
Orphanet:261265	17q12 microdeletion syndrome
Orphanet:79492	Pili gemini
Orphanet:1621	3q13 microdeletion syndrome
Orphanet:31153	Hypoalphalipoproteinemia
Orphanet:70592	Immunodeficiency due to interleukin-1 receptor-associated kinase-4 deficiency
Orphanet:1882	Hypohidrotic ectodermal dysplasia-hypothyroidism-ciliary dyskinesia syndrome
Orphanet:1988	Femoral-facial syndrome
Orphanet:2473	McKusick-Kaufman syndrome
Orphanet:178481	Intestinal botulism
Orphanet:499	Kerion celsi
Orphanet:716	Phenylketonuria
Orphanet:93267	Cloverleaf skull-multiple congenital anomalies syndrome
Orphanet:300605	Juvenile amyotrophic lateral sclerosis
Orphanet:374	Goldenhar syndrome
Orphanet:325124	Testicular agenesis
Orphanet:85169	Familial digital arthropathy-brachydactyly
Orphanet:2477	Megalencephaly
Orphanet:585	Multiple sulfatase deficiency
Orphanet:250994	1q21.1 microduplication syndrome
Orphanet:1021	Amaurosis-hypertrichosis syndrome
Orphanet:3453	Autoimmune polyendocrinopathy type 1
Orphanet:1780	Thakker-Donnai syndrome
Orphanet:545	Follicular lymphoma
Orphanet:3241	Deafness-craniofacial syndrome
Orphanet:1933	Mitochondrial DNA depletion syndrome, encephalomyopathic form with methylmalonic aciduria
Orphanet:2572	Spastic ataxia-corneal dystrophy syndrome
Orphanet:528	Berardinelli-Seip congenital lipodystrophy
Orphanet:140952	Syndactyly-telecanthus-anogenital and renal malformations syndrome
Orphanet:606	Proximal myotonic myopathy
Orphanet:30	Hereditary orotic aciduria
Orphanet:671	Primary cutis verticis gyrata
Orphanet:289916	Vitamin B12-unresponsive methylmalonic acidemia type mut0
Orphanet:137658	Microcephaly-intellectual disability-phalangeal and neurological anomalies syndrome
Orphanet:436174	Cataract-growth hormone deficiency-sensory neuropathy-sensorineural hearing loss-skeletal dysplasia syndrome
Orphanet:1292	Brachymorphism-onychodysplasia-dysphalangism syndrome
Orphanet:79506	Cholesterol-ester transfer protein deficiency
Orphanet:93317	Spondylometaphyseal dysplasia, Sedaghatian type
Orphanet:1908	Aminopterin/methotrexate embryofetopathy
Orphanet:2165	Holoprosencephaly-caudal dysgenesis syndrome
Orphanet:376	Gordon syndrome
Orphanet:654	Nephroblastoma
Orphanet:2062	Progressive non-infectious anterior vertebral fusion
Orphanet:599	Distal myopathy
Orphanet:96129	Distal monosomy 19p13.3
Orphanet:508	Leprechaunism
Orphanet:847	Alpha-thalassemia-X-linked intellectual disability syndrome
Orphanet:1653	Dentin dysplasia
Orphanet:399808	Male infertility with teratozoospermia due to single gene mutation
Orphanet:772	Infantile Refsum disease
Orphanet:231	Dracunculiasis
Orphanet:231580	Primary unilateral adrenal hyperplasia
Orphanet:1214	Progressive hemifacial atrophy
Orphanet:166016	Multiple epiphyseal dysplasia, Lowry type
Orphanet:158014	Rosaï-Dorfman disease
Orphanet:84142	Isaac syndrome
Orphanet:140908	Brachydactyly type B2
Orphanet:1366	Autosomal recessive palmoplantar keratoderma and congenital alopecia
Orphanet:227982	Autoimmune polyendocrinopathy type 3
Orphanet:99868	Thymic carcinoma
Orphanet:3314	Thiemann disease, familial form
Orphanet:281201	Keratosis linearis-ichthyosis congenita-sclerosing keratoderma syndrome
Orphanet:90350	Autosomal recessive cutis laxa type 2
Orphanet:1661	X-linked corneal dermoid
Orphanet:148	Multiple carboxylase deficiency
Orphanet:44	Neonatal adrenoleukodystrophy
Orphanet:99893	ACTH-independent Cushing syndrome
Orphanet:1215	Autosomal dominant optic atrophy plus syndrome
Orphanet:242	46,XY complete gonadal dysgenesis
Orphanet:189	Hidrotic ectodermal dysplasia
Orphanet:1522	Craniometaphyseal dysplasia
Orphanet:2476	Dysraphism-cleft lip/palate-limb reduction defects syndrome
Orphanet:85112	Palmoplantar keratoderma-XX sex reversal-predisposition to squamous cell carcinoma syndrome
Orphanet:556	Malakoplakia
Orphanet:1297	Branchio-oculo-facial syndrome
Orphanet:93404	Syndactyly type 3
Orphanet:157973	Congenital muscular dystrophy due to LMNA mutation
Orphanet:1969	Facial dysmorphism-anorexia-cachexia-eye and skin anomalies syndrome
Orphanet:3376	Triploidy
Orphanet:818	Smith-Lemli-Opitz syndrome
Orphanet:293	Congenital herpes simplex virus infection
Orphanet:2492	Limb transversal defect-cardiac anomaly syndrome
Orphanet:1580	Distal monosomy 10p
Orphanet:2059	Fryns syndrome
Orphanet:1264	Tricho-retino-dento-digital syndrome
Orphanet:85203	Acro-pectoral syndrome
Orphanet:85328	X-linked intellectual disability, Turner type
Orphanet:97330	Thoracic outlet syndrome
Orphanet:214	Cystinuria
Orphanet:66630	Congenital pseudoarthrosis of clavicle
Orphanet:1949	Benign familial neonatal epilepsy
Orphanet:63862	Schisis association
Orphanet:611	Inclusion body myositis
Orphanet:1454	Joubert syndrome with hepatic defect
Orphanet:2994	Short stature-craniofacial anomalies-genital hypoplasia syndrome
Orphanet:93387	Brachydactyly type E
Orphanet:23	Argininosuccinic aciduria
Orphanet:3329	Tibial aplasia-ectrodactyly syndrome
Orphanet:1221	Cheilitis glandularis
Orphanet:635	Neuroblastoma
Orphanet:99925	Invasive mole
Orphanet:437	Hypophosphatemic rickets
Orphanet:1014	Alopecia-intellectual disability-hypergonadotropic hypogonadism syndrome
Orphanet:2289	Neuronal intranuclear inclusion disease
Orphanet:324290	Early-onset Lafora body disease
Orphanet:3452	Whipple disease
Orphanet:3357	Autosomal dominant trichoodontoonychodysplasia-syndactyly
Orphanet:1572	Common variable immunodeficiency
Orphanet:230800	Toxin-mediated infectious botulism
Orphanet:970	Hereditary sensory and autonomic neuropathy type 2
Orphanet:1587	Monosomy 13q14
Orphanet:93356	Spondyloepimetaphyseal dysplasia, Missouri type
Orphanet:370921	STT3A-CDG
Orphanet:79262	Adult neuronal ceroid lipofuscinosis
Orphanet:207	Crouzon disease
Orphanet:424	Familial hyperthyroidism due to mutations in TSH receptor
Orphanet:36204	Intestinal lymphangiectasia
Orphanet:2070	Eosinophilic gastroenteritis
Orphanet:93388	Brachydactyly type A1
Orphanet:2337	Non-epidermolytic palmoplantar keratoderma
Orphanet:2092	Focal dermal hypoplasia
Orphanet:3057	Monoamine oxidase A deficiency
Orphanet:99927	Hydatidiform mole
Orphanet:1427	Otospondylomegaepiphyseal dysplasia
Orphanet:251992	Ganglioneuroma
Orphanet:93258	Pfeiffer syndrome type 1
Orphanet:726	Alpers-Huttenlocher syndrome
Orphanet:969	Acromicric dysplasia
Orphanet:1072	Ankyloblepharon filiforme adnatum-cleft palate syndrome
Orphanet:99027	Adult-onset autosomal dominant leukodystrophy
Orphanet:1275	Brachydactyly-elbow wrist dysplasia syndrome
Orphanet:909	Cerebrotendinous xanthomatosis
Orphanet:324416	Muscular hypertrophy-hepatomegaly-polyhydramnios syndrome
Orphanet:1786	Acrofacial dysostosis, Catania type
Orphanet:2138	46,XX ovotesticular disorder of sex development
Orphanet:991	PAGOD syndrome
Orphanet:54	X-linked recessive ocular albinism
Orphanet:33355	Reticular dysgenesis
Orphanet:59305	Gestational trophoblastic neoplasm
Orphanet:273	Steinert myotonic dystrophy
Orphanet:28	Vitamin B12-responsive methylmalonic acidemia
Orphanet:209	Cutis laxa
Orphanet:2704	Ochoa syndrome
Orphanet:228240	Elastoderma
Orphanet:261144	14q12 microdeletion syndrome
Orphanet:1946	Amelo-cerebro-hypohidrotic syndrome
Orphanet:1399	Richards-Rundle syndrome
Orphanet:83601	Steroid-responsive encephalopathy associated with autoimmune thyroiditis
Orphanet:46348	Paroxysmal extreme pain disorder
Orphanet:543	Burkitt lymphoma
Orphanet:419	Hyperprolinemia type 1
Orphanet:384	Palmoplantar keratoderma-sclerodactyly syndrome
Orphanet:206583	Adult polyglucosan body disease
Orphanet:1048	Isolated anencephaly/exencephaly
Orphanet:96	Ataxia with vitamin E deficiency
Orphanet:614	Thomsen and Becker disease
Orphanet:1447	Ring chromosome 4
Orphanet:652	Multiple endocrine neoplasia type 1
Orphanet:231568	Generalized dominant dystrophic epidermolysis bullosa
Orphanet:3250	Proximal symphalangism
Orphanet:231249	Hemoglobin E-beta-thalassemia syndrome
Orphanet:2050	Cole-Carpenter syndrome
Orphanet:394	Classic homocystinuria
Orphanet:2467	Systemic mastocytosis
Orphanet:1979	Lipodystrophy due to peptidic growth factors deficiency
Orphanet:3145	Nephrogenic diabetes insipidus-intracranial calcification syndrome
Orphanet:77261	Gaucher disease type 3
Orphanet:582	Mucopolysaccharidosis type 4
Orphanet:280651	Acrodysostosis with multiple hormone resistance
Orphanet:3318	Essential thrombocythemia
Orphanet:90000	Erythema elevatum diutinum
Orphanet:48377	Subcorneal pustular dermatosis
Orphanet:3471	Young syndrome
Orphanet:79399	Generalized epidermolysis bullosa simplex, non-Dowling-Meara type
Orphanet:493	Familial keratoacanthoma
Orphanet:1112	Aphalangy-hemivertebrae-urogenital-intestinal dysgenesis syndrome
Orphanet:67048	3-methylglutaconic aciduria type 4
Orphanet:1114	Aplasia cutis congenita
Orphanet:3316	Thomas syndrome
Orphanet:2162	Holoprosencephaly
Orphanet:98881	Familial dysfibrinogenemia
Orphanet:1508	Coxoauricular syndrome
Orphanet:90308	Klippel-Trénaunay syndrome
Orphanet:213	Cystinosis
Orphanet:314652	Variant ABeta2M amyloidosis
Orphanet:2576	MULIBREY nanism
Orphanet:1146	Digitotalar dysmorphism
Orphanet:79477	Griscelli disease type 2
Orphanet:418	Congenital adrenal hyperplasia
Orphanet:90035	Paroxysmal cold hemoglobinuria
Orphanet:1461	Criss-cross heart
Orphanet:2781	Osteopetrosis
Orphanet:1727	22q11.2 microduplication syndrome
Orphanet:2006	Median cleft lip/mandibule
Orphanet:47	X-linked agammaglobulinemia
Orphanet:2077	German syndrome
Orphanet:664	Ornithine transcarbamylase deficiency
Orphanet:786	Glucocorticoid resistance
Orphanet:1263	Boomerang dysplasia
Orphanet:1410	Uncombable hair syndrome
Orphanet:3266	Humero-radio-ulnar synostosis
Orphanet:465508	Symptomatic form of hemochromatosis type 1
Orphanet:2771	Bruck syndrome
Orphanet:79301	Congenital bile acid synthesis defect type 1
Orphanet:67046	3-methylglutaconic aciduria type 1
Orphanet:1115	Recessive aplasia cutis congenita of limbs
Orphanet:90037	Drug-induced autoimmune hemolytic anemia
Orphanet:57782	Mazabraud syndrome
Orphanet:640	Hereditary neuropathy with liability to pressure palsies
Orphanet:85297	X-linked spinocerebellar ataxia type 3
Orphanet:89843	Dystrophic epidermolysis bullosa pruriginosa
Orphanet:75233	Wolman disease
Orphanet:79433	Oculocutaneous albinism type 3
Orphanet:2840	Pelvic dysplasia-arthrogryposis of lower limbs syndrome
Orphanet:1278	Brachydactyly-preaxial hallux varus syndrome
Orphanet:83469	Desmoplastic small round cell tumor
Orphanet:1117	Aplasia cutis-myopia syndrome
Orphanet:2475	White forelock with malformations
Orphanet:139426	Perioral myoclonia with absences
Orphanet:246	Postaxial acrofacial dysostosis
Orphanet:199276	Familial multiple lipomatosis
Orphanet:79278	Autosomal erythropoietic protoporphyria
Orphanet:2025	Gingival fibromatosis-facial dysmorphism syndrome
Orphanet:1972	Lethal faciocardiomelic dysplasia
Orphanet:2560	Moebius syndrome-axonal neuropathy-hypogonadotropic hypogonadism syndrome
Orphanet:284804	Ocular albinism
Orphanet:2916	Postaxial polydactyly-dental and vertebral anomalies syndrome
Orphanet:39	Acromelanosis
Orphanet:1533	Craniosynostosis-fibular aplasia syndrome
Orphanet:293967	Hypogonadotropic hypogonadism-severe microcephaly-sensorineural hearing loss-dysmorphism syndrome
Orphanet:99014	X-linked Charcot-Marie-Tooth disease type 5
Orphanet:217346	19q13.11 microdeletion syndrome
Orphanet:293168	Infantile-onset ascending hereditary spastic paralysis
Orphanet:238468	Hypohidrotic ectodermal dysplasia
Orphanet:1259	Blepharoptosis-myopia-ectopia lentis syndrome
Orphanet:126	Blepharophimosis-epicanthus inversus-ptosis syndrome
Orphanet:3002	Immune thrombocytopenic purpura
Orphanet:2591	Infantile myofibromatosis
Orphanet:1497	X-linked complicated corpus callosum dysgenesis
Orphanet:2969	Proteus-like syndrome
Orphanet:94089	Pseudohypoparathyroidism type 1B
Orphanet:2241	Megacystis-microcolon-intestinal hypoperistalsis syndrome
Orphanet:2388	Choreoacanthocytosis
Orphanet:2801	Juvenile Paget disease
Orphanet:158668	Epidermolysis bullosa simplex due to plakophilin deficiency
Orphanet:79237	Galactokinase deficiency
Orphanet:97261	GRFoma
Orphanet:1186	Infantile onset spinocerebellar ataxia
Orphanet:1001	2q37 microdeletion syndrome
Orphanet:95717	Idiopathic congenital hypothyroidism
Orphanet:35737	Morning glory syndrome
Orphanet:2314	Autosomal dominant hyper-IgE syndrome
Orphanet:1600	Monosomy 18q
Orphanet:2412	Dislocation of the hip-dysmorphism syndrome
Orphanet:447	Paroxysmal nocturnal hemoglobinuria
Orphanet:869	Triple A syndrome
Orphanet:932	Achondrogenesis
Orphanet:79326	ALG2-CDG
Orphanet:3152	Sclerosteosis
Orphanet:100976	Bathing suit ichthyosis
Orphanet:29822	Spontaneous periodic hypothermia
Orphanet:2894	Pilotto syndrome
Orphanet:1581	Non-distal monosomy 10q
Orphanet:1184	Ataxia-photosensitivity-short stature syndrome
Orphanet:603	Distal myopathy, Welander type
Orphanet:85414	Systemic-onset juvenile idiopathic arthritis
Orphanet:333	Farber disease
Orphanet:99886	Transient neonatal diabetes mellitus
Orphanet:250984	Autosomal recessive Stickler syndrome
Orphanet:1762	Trisomy Xq28
Orphanet:85329	X-linked intellectual disability-hypotonia-facial dysmorphism-aggressive behavior syndrome
Orphanet:98850	Aggressive systemic mastocytosis
Orphanet:1143	Neurogenic arthrogryposis multiplex congenita
Orphanet:79330	MOGS-CDG
Orphanet:85274	Syndromic X-linked intellectual disability 7
Orphanet:86309	DPAGT1-CDG
Orphanet:407	Glycine encephalopathy
Orphanet:722	Hypoplasminogenemia
Orphanet:1573	Hypotrichosis with juvenile macular degeneration
Orphanet:1335	Pentalogy of Cantrell
Orphanet:97229	Riboflavin transporter deficiency
Orphanet:95494	Combined pituitary hormone deficiencies, genetic forms
Orphanet:93394	Brachydactyly type A4
Orphanet:1416	Familial calcium pyrophosphate deposition
Orphanet:99965	O'Sullivan-McLeod syndrome
Orphanet:93284	Spondyloepiphyseal dysplasia tarda
Orphanet:2005	Laryngo-tracheo-esophageal cleft-pulmonary hypoplasia syndrome
Orphanet:1530	Craniosynostosis-cataract syndrome
Orphanet:143	Parathyroid carcinoma
Orphanet:2190	Congenital hydronephrosis
Orphanet:89936	X-linked hypophosphatemia
Orphanet:3165	Eosinophilic fasciitis
Orphanet:2632	Langer mesomelic dysplasia
Orphanet:95	Friedreich ataxia
Orphanet:2989	Familial pterygium of the conjunctiva
Orphanet:75563	X-linked sideroblastic anemia
Orphanet:261	Emery-Dreifuss muscular dystrophy
Orphanet:85138	Addison disease
Orphanet:71528	Obesity due to prohormone convertase I deficiency
Orphanet:3034	Delayed membranous cranial ossification
Orphanet:343	Hyperimmunoglobulinemia D with periodic fever
Orphanet:226292	Permanent congenital hypothyroidism
Orphanet:79478	Griscelli disease type 3
Orphanet:79401	Epidermolysis bullosa simplex, Ogna type
Orphanet:588	Muscle-eye-brain disease
Orphanet:100100	Thymic tumor
Orphanet:293978	Deficiency in anterior pituitary function-variable immunodeficiency syndrome
Orphanet:440354	Autosomal dominant myopia-midfacial retrusion-sensorineural hearing loss-rhizomelic dysplasia syndrome
Orphanet:238578	Familial clubfoot due to 17q23.1q23.2 microduplication
Orphanet:186	Primary biliary cholangitis
Orphanet:1414	Cholestasis-lymphedema syndrome
Orphanet:821	Sotos syndrome
Orphanet:79281	Alpha-N-acetylgalactosaminidase deficiency type 3
Orphanet:436182	Microcephalic primordial dwarfism-insulin resistance syndrome
Orphanet:3389	Tuberculosis
Orphanet:2978	Chronic intestinal pseudoobstruction
Orphanet:52022	Potocki-Shaffer syndrome
Orphanet:240	Léri-Weill dyschondrosteosis
Orphanet:870	Down syndrome
Orphanet:49382	Achromatopsia
Orphanet:794	Saethre-Chotzen syndrome
Orphanet:3437	Vogt-Koyanagi-Harada disease
Orphanet:1149	Arthrogryposis-like syndrome
Orphanet:890	Hepatic veno-occlusive disease
Orphanet:60	Alpha-1-antitrypsin deficiency
Orphanet:2795	Polycystic ovaries-urethral sphincter dysfunction syndrome
Orphanet:523	Hereditary leiomyomatosis and renal cell cancer
Orphanet:596	X-linked centronuclear myopathy
Orphanet:1997	Blepharo-cheilo-odontic syndrome
Orphanet:782	Axenfeld-Rieger syndrome
Orphanet:1321	Camptodactyly-fibrous tissue hyperplasia-skeletal dysplasia syndrome
Orphanet:26	Methylmalonic acidemia with homocystinuria
Orphanet:1551	Familial benign copper deficiency
Orphanet:1745	Distal trisomy 6p
Orphanet:79501	Punctate palmoplantar keratoderma type 1
Orphanet:538	Lymphangioleiomyomatosis
Orphanet:829	Adult-onset Still disease
Orphanet:1422	Chondrodysplasia-disorder of sex development syndrome
Orphanet:104	Leber hereditary optic neuropathy
Orphanet:85295	HSD10 disease, atypical type
Orphanet:1270	Bowen-Conradi syndrome
Orphanet:1824	Lowry-Wood syndrome
Orphanet:1836	Mesomelic dysplasia, Kantaputra type
Orphanet:1770	XY type gonadal dysgenesis-associated anomalies syndrome
Orphanet:1329	Complete atrioventricular canal
Orphanet:1654	Natal teeth-intestinal pseudoobstruction-patent ductus syndrome
Orphanet:436003	Contractures-developmental delay-Pierre Robin syndrome
Orphanet:319213	Lujo hemorrhagic fever
Orphanet:33577	Nodular non-suppurative panniculitis
Orphanet:2965	Prolactinoma
Orphanet:98798	Isochromosomy Yq
Orphanet:79113	Mandibulofacial dysostosis-microcephaly syndrome
Orphanet:1906	Fetal valproate syndrome
Orphanet:86822	Lissencephaly type 3-metacarpal bone dysplasia syndrome
Orphanet:95715	Congenital hypothyroidism due to transplacental passage of maternal TSH-binding inhibitory antibodies
Orphanet:411629	Nephropathic infantile cystinosis
Orphanet:2790	Autosomal dominant osteosclerosis, Worth type
Orphanet:199251	Ledderhose disease
Orphanet:90674	Isolated thyroid-stimulating hormone deficiency
Orphanet:183	Eosinophilic granulomatosis with polyangiitis
Orphanet:1970	Facial dysmorphism-macrocephaly-myopia-Dandy-Walker malformation syndrome
Orphanet:217390	Combined immunodeficiency due to DOCK8 deficiency
Orphanet:700	Alopecia totalis
Orphanet:199296	Congenital isolated ACTH deficiency
Orphanet:199244	Nelson syndrome
Orphanet:3219	Fountain syndrome
Orphanet:3232	Deafness-ear malformation-facial palsy syndrome
Orphanet:661	Ondine syndrome
Orphanet:93360	Spondyloepimetaphyseal dysplasia with multiple dislocations
Orphanet:1475	Renal coloboma syndrome
Orphanet:93383	Brachydactyly type B
Orphanet:85330	X-linked intellectual disability-corpus callosum agenesis-spastic quadriparesis syndrome
Orphanet:352	Galactosemia
Orphanet:2435	Hypo- and hypermelanotic cutaneous macules-retarded growth-intellectual disability syndrome
Orphanet:2027	Gingival fibromatosis-progressive deafness syndrome
Orphanet:1974	Autosomal recessive facio-digito-genital syndrome
Orphanet:1660	Dermo-odonto dysplasia
Orphanet:226295	Primary congenital hypothyroidism
Orphanet:99829	Yellow fever
Orphanet:758	Pseudoxanthoma elasticum
Orphanet:1517	Hypertrichotic osteochondrodysplasia, Cantu type
Orphanet:85287	X-linked intellectual disability, Siderius type
Orphanet:1106	Microphthalmia with limb anomalies
Orphanet:79088	Localized lipodystrophy
Orphanet:272	Congenital muscular dystrophy, Fukuyama type
Orphanet:1027	Autosomal recessive amelia
Orphanet:963	Acromegaly
Orphanet:3378	Trisomy 13
Orphanet:2084	Glaucoma-ectopia-microspherophakia-stiff joints-short stature syndrome
Orphanet:189439	Primary pigmented nodular adrenocortical disease
Orphanet:913	Zollinger-Ellison syndrome
Orphanet:180	Choroideremia
Orphanet:568	Microphthalmia, Lenz type
Orphanet:111	Barth syndrome
Orphanet:2184	Hydrocephaly-low insertion umbilicus syndrome
Orphanet:744	Proteus syndrome
Orphanet:379	Chronic granulomatous disease
Orphanet:319218	Ebola hemorrhagic fever
Orphanet:2741	Ophthalmomandibulomelic dysplasia
Orphanet:182090	Pulmonary arterial hypertension
Orphanet:1198	Colonic atresia
Orphanet:2655	Thanatophoric dysplasia
Orphanet:482	Kimura disease
Orphanet:93672	Juvenile dermatomyositis
Orphanet:231214	Beta-thalassemia major
Orphanet:231632	Ectopic aldosterone-producing tumor
Orphanet:2116	Hartnup disease
Orphanet:1046	Lethal hemolytic anemia-genital anomalies syndrome
Orphanet:35	Propionic acidemia
Orphanet:275864	Behavioral variant of frontotemporal dementia
Orphanet:3099	Rheumatic fever
Orphanet:70	Proximal spinal muscular atrophy
Orphanet:35612	Nanophthalmia
Orphanet:1267	Botulism
Orphanet:637	Neurofibromatosis type 2
Orphanet:226313	Congenital hypothyroidism due to maternal intake of antithyroid drugs
Orphanet:896	Waardenburg syndrome type 3
Orphanet:565	Menkes disease
Orphanet:280779	Cutaneous collagenous vasculopathy
Orphanet:93315	Spondylometaphyseal dysplasia, 'corner fracture' type
