hp_code	hp_term	mesh_code
HP:0100742	Vascular neoplasm	MESH:D009383
HP:0100742	Vascular neoplasm	MESH:D019043
HP:0002131	Episodic ataxia	MESH:C580065
HP:0000576	Centrocecal scotoma	MESH:D012607
HP:0001084	Corneal arcus	MESH:D001112
HP:0005901	Chronic recurrent multifocal osteomyelitis	MESH:C535456
HP:0001406	Intrahepatic cholestasis	MESH:D002780
HP:0100769	Synovitis	MESH:D013585
HP:0100842	Septo-optic dysplasia	MESH:D025962
HP:0005508	Waldenstrom macroglobulinemia	MESH:D008258
HP:0100963	Hyperesthesia	MESH:D006941
HP:0000998	Hypertrichosis	MESH:D006983
HP:0000132	Menorrhagia	MESH:D008595
HP:0006349	Agenesis of permanent teeth	MESH:C563203
HP:0012503	Abnormality of the pituitary gland	MESH:D010900
HP:0012062	Bone cyst	MESH:D001845
HP:0100523	Liver abscess	MESH:D008100
HP:0010980	Hyperlipoproteinemia	MESH:D006951
HP:0002186	Apraxia	MESH:D001072
HP:0002289	Alopecia universalis	MESH:C537055
HP:0002183	Phonophobia	MESH:D012001
HP:0040188	Osteochondrosis	MESH:D055034
HP:0009760	Antecubital pterygium	MESH:C566738
HP:0200151	Cutaneous mastocytosis	MESH:D034701
HP:0001883	Talipes	MESH:D000070558
HP:0000771	Gynecomastia	MESH:D006177
HP:0000162	Glossoptosis	MESH:D065710
HP:0001915	Aplastic anemia	MESH:D000741
HP:0000074	Ureteropelvic junction obstruction	MESH:C537373
HP:0000262	Turricephaly	MESH:D003398
HP:0009592	Astrocytoma	MESH:D001254
HP:0011123	Inflammatory abnormality of the skin	MESH:D003872
HP:0030160	Cervicitis	MESH:D002575
HP:0002040	Esophageal varix	MESH:D004932
HP:0000662	Night blindness	MESH:D009755
HP:0100512	Vitamin D deficiency	MESH:D014808
HP:0002153	Hyperkalemia	MESH:D006947
HP:0100612	Odontogenic neoplasm	MESH:D009808
HP:0002240	Hepatomegaly	MESH:D006529
HP:0001627	Abnormal heart morphology	MESH:D006330
HP:0005679	Dupuytren contracture	MESH:D004387
HP:0002134	Abnormality of the basal ganglia	MESH:D001480
HP:0005458	Premature closure of fontanelles	MESH:D003398
HP:0011387	Enlarged vestibular aqueduct	MESH:C566366
HP:0000819	Diabetes mellitus	MESH:D003920
HP:0003251	Male infertility	MESH:D007248
HP:0002097	Emphysema	MESH:D011656
HP:0100574	Biliary tract neoplasm	MESH:D001661
HP:0001541	Ascites	MESH:D001201
HP:0002098	Respiratory distress	MESH:D004417
HP:0000839	Pituitary dwarfism	MESH:D004393
HP:0007166	Paroxysmal dyskinesia	MESH:D002819
HP:0003376	Steppage gait	MESH:D020233
HP:0001009	Telangiectasia	MESH:D013684
HP:0000846	Adrenal insufficiency	MESH:D000309
HP:0005309	Peripheral vascular insufficiency	NA
HP:0001818	Paronychia	MESH:D010304
HP:0040049	Macular edema	MESH:D008269
HP:0003474	Sensory impairment	MESH:D006987
HP:0000621	Entropion	MESH:D004774
HP:0002924	Decreased circulating aldosterone level	NA
HP:0005359	Aplasia of the thymus	MESH:C536288
HP:0010615	Angiofibromas	MESH:D018322
HP:0000674	Anodontia	MESH:D000848
HP:0005701	Multiple enchondromatosis	MESH:D004687
HP:0000956	Acanthosis nigricans	MESH:D000052
HP:0001334	Communicating hydrocephalus	MESH:D006849
HP:0001928	Abnormality of coagulation	MESH:D001778
HP:0001928	Abnormality of coagulation	MESH:D006474
HP:0100751	Esophageal neoplasm	MESH:D004938
HP:0004929	Coronary atherosclerosis	MESH:D003324
HP:0001972	Macrocytic anemia	MESH:D000748
HP:0007956	Bilateral choroid coloboma	NA
HP:0002229	Alopecia areata	MESH:D000506
HP:0002580	Volvulus	MESH:D045822
HP:0012732	Anorectal anomaly	MESH:D000071056
HP:0100724	Hypercoagulability	MESH:D019851
HP:0200043	Verrucae	MESH:D014860
HP:0000668	Hypodontia	MESH:D000848
HP:0011467	Absent gallbladder	MESH:C562564
HP:0000138	Ovarian cyst	MESH:D010048
HP:0001840	Metatarsus adductus	MESH:D000070592
HP:0005214	Intestinal obstruction	MESH:D007415
HP:0006770	Clear cell renal cell carcinoma	MESH:D002292
HP:0001274	Agenesis of corpus callosum	MESH:D061085
HP:0003077	Hyperlipidemia	MESH:D006949
HP:0000011	Neurogenic bladder	MESH:D001750
HP:0001028	Hemangioma	MESH:D006391
HP:0008689	Bilateral cryptorchidism	MESH:D003456
HP:0002094	Dyspnea	MESH:D004417
HP:0012219	Erythema nodosum	MESH:D004893
HP:0002665	Lymphoma	MESH:D008223
HP:0006706	Cystic liver disease	MESH:C536330
HP:0000024	Prostatitis	MESH:D011472
HP:0000143	Rectovaginal fistula	MESH:D012006
HP:0011090	Fused teeth	MESH:D005671
HP:0002301	Hemiplegia	MESH:D006429
HP:0001947	Renal tubular acidosis	MESH:D000141
HP:0001604	Vocal cord paresis	MESH:D014826
HP:0100632	Pulmonary sequestration	MESH:D001998
HP:0002239	Gastrointestinal hemorrhage	MESH:D006471
HP:0009918	Ectopia pupillae	MESH:C536185
HP:0012861	Ovotestis	MESH:D050090
HP:0000852	Pseudohypoparathyroidism	MESH:D011547
HP:0001022	Albinism	MESH:D000417
HP:0010816	Epidermal nevus	MESH:C580062
HP:0011748	Adrenocorticotropic hormone deficiency	MESH:C535668
HP:0100324	Scleroderma	MESH:D012594
HP:0002170	Intracranial hemorrhage	MESH:D020300
HP:0008080	Hallux varus	MESH:D050488
HP:0000738	Hallucinations	MESH:D006212
HP:0007455	Adermatoglyphia	MESH:C565010
HP:0000147	Polycystic ovaries	MESH:D011085
HP:0002486	Myotonia	MESH:D009222
HP:0000756	Agoraphobia	MESH:D000379
HP:0002671	Basal cell carcinoma	MESH:D002280
HP:0001025	Urticaria	MESH:D014581
HP:0002080	Intention tremor	MESH:D014202
HP:0000867	Secondary hyperparathyroidism	MESH:D006962
HP:0003074	Hyperglycemia	MESH:D006943
HP:0010522	Dyslexia	MESH:D004410
HP:0006543	Cardiorespiratory arrest	MESH:D006323
HP:0001087	Congenital glaucoma	MESH:D006871
HP:0012035	Steatocystoma multiplex	MESH:D062685
HP:0001878	Hemolytic anemia	MESH:D000743
HP:0009720	Adenoma sebaceum	MESH:D014402
HP:0012387	Bronchitis	MESH:D001991
HP:0000689	Dental malocclusion	MESH:D008310
HP:0003307	Hyperlordosis	MESH:D008141
HP:0000113	Polycystic kidney dysplasia	MESH:D007690
HP:0000726	Dementia	MESH:D003704
HP:0007686	Abnormal pupillary function	MESH:D011681
HP:0001321	Cerebellar hypoplasia	MESH:C562568
HP:0002919	Ketonuria	MESH:D007662
HP:0010534	Transient global amnesia	MESH:D020236
HP:0001363	Craniosynostosis	MESH:D003398
HP:0003198	Myopathy	MESH:D009135
HP:0006766	Papillary renal cell carcinoma	MESH:D002292
HP:0006525	Lung segmentation defects	NA
HP:0000573	Retinal hemorrhage	MESH:D012166
HP:0001252	Muscular hypotonia	MESH:D009123
HP:0000360	Tinnitus	MESH:D014012
HP:0001019	Erythroderma	MESH:D003873
HP:0007559	Localized epidermolytic hyperkeratosis	MESH:D053546
HP:0001953	Diabetic ketoacidosis	MESH:D016883
HP:0001250	Seizures	MESH:D012640
HP:0001250	Seizures	MESH:D004827
HP:0100244	Fibrosarcoma	MESH:D005354
HP:0001982	Sea-blue histiocytosis	MESH:D012618
HP:0004757	Paroxysmal atrial fibrillation	MESH:D001281
HP:0000020	Urinary incontinence	MESH:D014549
HP:0012622	Chronic kidney disease	MESH:D051436
HP:0004388	Microcolon	MESH:C562563
HP:0002912	Methylmalonic acidemia	MESH:C537358
HP:0002232	Patchy alopecia	MESH:C531609
HP:0100583	Corneal perforation	MESH:D057112
HP:0005990	Thyroid hypoplasia	MESH:D050033
HP:0000540	Hypermetropia	MESH:D006956
HP:0012114	Endometrial carcinoma	MESH:D016889
HP:0003279	Coxa magna	MESH:D000070603
HP:0001663	Ventricular fibrillation	MESH:D014693
HP:0100543	Cognitive impairment	MESH:D060825
HP:0001734	Annular pancreas	MESH:C536376
HP:0001114	Xanthelasma	MESH:D014973
HP:0100654	Retrobulbar optic neuritis	MESH:D009902
HP:0000155	Oral ulcer	MESH:D019226
HP:0008661	Urethral stenosis	MESH:D014525
HP:0001249	Intellectual disability	MESH:D008607
HP:0012508	Metamorphopsia	MESH:D014786
HP:0002092	Pulmonary hypertension	MESH:D006976
HP:0002092	Pulmonary hypertension	MESH:D065627
HP:0002145	Frontotemporal dementia	MESH:D057180
HP:0100576	Amaurosis fugax	MESH:D020757
HP:0001278	Orthostatic hypotension	MESH:D007024
HP:0001872	Abnormality of thrombocytes	MESH:D013915
HP:0003075	Hypoproteinemia	MESH:D007019
HP:0000556	Retinal dystrophy	MESH:D058499
HP:0100628	Esophageal diverticulum	MESH:D004936
HP:0006765	Chondrosarcoma	MESH:D002813
HP:0012203	Onychomycosis	MESH:D014009
HP:0003162	Fasting hypoglycemia	MESH:D007003
HP:0000670	Carious teeth	MESH:D003731
HP:0001395	Hepatic fibrosis	MESH:D008103
HP:0030149	Cardiogenic shock	MESH:D012770
HP:0002282	Heterotopia	MESH:D002828
HP:0010677	Enuresis nocturna	MESH:D053206
HP:0100600	Penoscrotal transposition	MESH:C536650
HP:0001097	Keratoconjunctivitis sicca	MESH:D007638
HP:0001097	Keratoconjunctivitis sicca	MESH:D014985
HP:0001097	Keratoconjunctivitis sicca	MESH:C531719
HP:0001097	Keratoconjunctivitis sicca	MESH:D015352
HP:0000695	Natal tooth	MESH:D009306
HP:0001331	Absent septum pellucidum	MESH:C535562
HP:0000818	Abnormality of the endocrine system	MESH:D004700
HP:0100723	Gastrointestinal stroma tumor	MESH:D046152
HP:0000563	Keratoconus	MESH:D007640
HP:0002243	Protein-losing enteropathy	MESH:D011504
HP:0001369	Arthritis	MESH:D001168
HP:0001047	Atopic dermatitis	MESH:D003876
HP:0012191	B-cell lymphoma	MESH:D016393
HP:0002305	Athetosis	MESH:D001264
HP:0004360	Abnormality of acid-base homeostasis	MESH:D000137
HP:0002206	Pulmonary fibrosis	MESH:D011658
HP:0004415	Pulmonary artery stenosis	MESH:D000071079
HP:0001841	Preaxial foot polydactyly	MESH:C566632
HP:0004756	Ventricular tachycardia	MESH:D017180
HP:0005268	Spontaneous abortion	MESH:D000022
HP:0006733	Acute megakaryocytic leukemia	MESH:D015470
HP:0002464	Spastic dysarthria	MESH:D004401
HP:0008069	Neoplasm of the skin	MESH:D012878
HP:0007359	Focal seizures	MESH:D012640
HP:0000717	Autism	MESH:D001321
HP:0100248	Hemiballismus	MESH:D020820
HP:0008288	Nonketotic hyperglycinemia	MESH:D020158
HP:0100819	Intestinal fistula	MESH:D007412
HP:0012864	Abnormal sperm morphology	MESH:D000072660
HP:0000153	Abnormality of the mouth	MESH:D009056
HP:0100750	Atelectasis	MESH:D001261
HP:0001789	Hydrops fetalis	MESH:D015160
HP:0010702	Increased antibody level in blood	MESH:D006942
HP:0001107	Ocular albinism	MESH:D016117
HP:0003302	Spondylolisthesis	MESH:D013168
HP:0010547	Muscle flaccidity	MESH:D009123
HP:0100031	Neoplasm of the thyroid gland	MESH:D013964
HP:0000957	Cafe-au-lait spot	MESH:D019080
HP:0000077	Abnormality of the kidney	MESH:D007674
HP:0001681	Angina pectoris	MESH:D000787
HP:0008220	Hypocortisolemia	NA
HP:0100710	Impulsivity	MESH:D007175
HP:0000705	Amelogenesis imperfecta	MESH:D000567
HP:0000204	Cleft upper lip	MESH:D002971
HP:0002897	Parathyroid adenoma	MESH:D010282
HP:0000842	Hyperinsulinemia	MESH:D006946
HP:0010786	Urinary tract neoplasm	MESH:D014571
HP:0001671	Abnormality of the cardiac septa	MESH:D006343
HP:0001873	Thrombocytopenia	MESH:D013921
HP:0030502	Retinoschisis	MESH:D041441
HP:0011170	Myoclonic atonic seizures	MESH:D004831
HP:0002883	Hyperventilation	MESH:D006985
HP:0007330	Frontal encephalocele	MESH:D004677
HP:0005506	Chronic myelogenous leukemia	MESH:D015464
HP:0001388	Joint laxity	MESH:D007593
HP:0001680	Coarctation of aorta	MESH:D001017
HP:0000303	Mandibular prognathia	MESH:D008313
HP:0001195	Single umbilical artery	MESH:D058529
HP:0001010	Hypopigmentation of the skin	MESH:D017496
HP:0001640	Cardiomegaly	MESH:D006332
HP:0001059	Pterygium	MESH:D011625
HP:0005743	Avascular necrosis of the capital femoral epiphysis	MESH:D007873
HP:0002354	Memory impairment	MESH:D008569
HP:0001258	Spastic paraplegia	MESH:D010264
HP:0001155	Abnormality of the hand	MESH:D006226
HP:0001287	Meningitis	MESH:D008581
HP:0001308	Tongue fasciculations	MESH:D005207
HP:0001888	Lymphopenia	MESH:D008231
HP:0005988	Congenital muscular torticollis	MESH:C535425
HP:0002181	Cerebral edema	MESH:D001929
HP:0000966	Hypohidrosis	MESH:D007007
HP:0002138	Subarachnoid hemorrhage	MESH:D013345
HP:0002979	Bowing of the legs	MESH:D056305
HP:0000485	Megalocornea	MESH:C562829
HP:0002829	Arthralgia	MESH:D018771
HP:0100792	Acantholysis	MESH:D000051
HP:0002896	Neoplasm of the liver	MESH:D008113
HP:0002566	Intestinal malrotation	MESH:C562456
HP:0002069	Generalized tonic-clonic seizures	MESH:D012640
HP:0012281	Chylous ascites	MESH:D002915
HP:0008000	Decreased corneal reflex	MESH:D012021
HP:0001007	Hirsutism	MESH:D006628
HP:0000501	Glaucoma	MESH:D005901
HP:0000934	Chondrocalcinosis	MESH:D002805
HP:0010312	Asymmetry of the breasts	MESH:C565299
HP:0002652	Skeletal dysplasia	MESH:D010009
HP:0000548	Cone-rod dystrophy	MESH:D012174
HP:0001662	Bradycardia	MESH:D001919
HP:0007354	Amyotrophic lateral sclerosis	MESH:D000690
HP:0000968	Ectodermal dysplasia	MESH:D004476
HP:0002762	Multiple exostoses	MESH:D005097
HP:0000579	Nasolacrimal duct obstruction	MESH:D007767
HP:0006597	Diaphragmatic paralysis	MESH:D012133
HP:0010562	Keloids	MESH:D007627
HP:0100607	Dysmenorrhea	MESH:D004412
HP:0001324	Muscle weakness	MESH:D018908
HP:0100615	Ovarian neoplasm	MESH:D010051
HP:0001379	Degenerative joint disease	NA
HP:0008341	Distal renal tubular acidosis	MESH:D000141
HP:0001336	Myoclonus	MESH:D009207
HP:0001678	Atrioventricular block	MESH:D054537
HP:0000989	Pruritus	MESH:D011537
HP:0100616	Testicular teratoma	MESH:C562472
HP:0002197	Generalized seizures	MESH:D012640
HP:0000939	Osteoporosis	MESH:D010024
HP:0000015	Bladder diverticulum	MESH:C562406
HP:0002668	Paraganglioma	MESH:D010235
HP:0006482	Abnormality of dental morphology	MESH:D014071
HP:0100534	Episcleritis	MESH:D015423
HP:0000538	Pseudopapilledema	MESH:C562401
HP:0001629	Ventricular septal defect	MESH:D006345
HP:0003073	Hypoalbuminemia	MESH:D034141
HP:0002427	Motor aphasia	MESH:D001039
HP:0001597	Abnormality of the nail	MESH:D009260
HP:0001597	Abnormality of the nail	MESH:D009264
HP:0012740	Papilloma	MESH:D010212
HP:0002380	Fasciculations	MESH:D005207
HP:0100660	Dyskinesia	MESH:D020820
HP:0000872	Hashimoto thyroiditis	MESH:D050031
HP:0000750	Delayed speech and language development	MESH:D007805
HP:0012075	Personality disorder	MESH:D010554
HP:0100257	Ectrodactyly	MESH:C574275
HP:0100598	Pulmonary edema	MESH:D011654
HP:0008200	Primary hyperparathyroidism	MESH:D049950
HP:0000602	Ophthalmoplegia	MESH:D009886
HP:0002383	Encephalitis	MESH:D004660
HP:0011847	Giant cell tumor of bone	MESH:D018212
HP:0100309	Subdural hemorrhage	MESH:D006408
HP:0010536	Central sleep apnea	MESH:D020182
HP:0001798	Anonychia	MESH:C536377
HP:0010508	Metatarsus valgus	MESH:D000070591
HP:0007642	Congenital stationary night blindness	MESH:C536122
HP:0007642	Congenital stationary night blindness	MESH:C537743
HP:0002487	Hyperkinesis	MESH:D013035
HP:0002487	Hyperkinesis	MESH:D006948
HP:0002149	Hyperuricemia	MESH:D033461
HP:0012378	Fatigue	MESH:D005221
HP:0002510	Spastic tetraplegia	MESH:D011782
HP:0004389	Intestinal pseudo-obstruction	MESH:D007418
HP:0012190	T-cell lymphoma	MESH:D016399
HP:0012123	Posterior uveitis	MESH:D015866
HP:0012123	Posterior uveitis	MESH:D002833
HP:0005912	Biliary atresia	MESH:D001656
HP:0000365	Hearing impairment	MESH:D034381
HP:0000365	Hearing impairment	MESH:D003638
HP:0003396	Syringomyelia	MESH:D013595
HP:0003040	Arthropathy	MESH:D007592
HP:0000476	Cystic hygroma	MESH:D018191
HP:0000284	Abnormality of the ocular region	NA
HP:0002107	Pneumothorax	MESH:D011030
HP:0001732	Abnormality of the pancreas	MESH:D010182
HP:0006870	Lobar holoprosencephaly	MESH:D016142
HP:0005263	Gastritis	MESH:D005756
HP:0100245	Desmoid tumors	MESH:D018222
HP:0001894	Thrombocytosis	MESH:D013922
HP:0000603	Central scotoma	MESH:D012607
HP:0002049	Proximal renal tubular acidosis	MESH:D000141
HP:0001876	Pancytopenia	MESH:D010198
HP:0000912	Sprengel anomaly	MESH:C535802
HP:0010523	Alexia	MESH:D004410
HP:0002654	Multiple epiphyseal dysplasia	MESH:D010009
HP:0002970	Genu varum	MESH:D056305
HP:0012317	Sacroiliac arthritis	MESH:C563037
HP:0004398	Peptic ulcer	MESH:D010437
HP:0000027	Azoospermia	MESH:D053713
HP:0007302	Bipolar affective disorder	MESH:D001714
HP:0000453	Choanal atresia	MESH:D002754
HP:0005758	Basilar impression	MESH:D010985
HP:0002187	Intellectual disability, profound	MESH:D008607
HP:0012720	Neoplasm of the nose	MESH:D009669
HP:0008258	Congenital adrenal hyperplasia	MESH:D000312
HP:0012221	Pretibial blistering	MESH:C535494
HP:0007529	Hidrotic ectodermal dysplasia	MESH:D004476
HP:0001302	Pachygyria	MESH:D054082
HP:0011496	Corneal neovascularization	MESH:D016510
HP:0002558	Supernumerary nipple	MESH:C562557
HP:0005550	Chronic lymphatic leukemia	MESH:D015451
HP:0001092	Absent lacrimal punctum	MESH:C566703
HP:0002586	Peritonitis	MESH:D010538
HP:0003763	Bruxism	MESH:D002012
HP:0011892	Vitamin K deficiency	MESH:D014813
HP:0002381	Aphasia	MESH:D001037
HP:0100521	Neoplasm of the thymus	MESH:D013953
HP:0000414	Bulbous nose	MESH:C538354
HP:0001156	Brachydactyly syndrome	MESH:D059327
HP:0011002	Osteopetrosis	MESH:D010022
HP:0002085	Occipital encephalocele	MESH:D004677
HP:0001634	Mitral valve prolapse	MESH:D008945
HP:0010822	Scintillating scotoma	MESH:D012607
HP:0001052	Nevus flammeus	MESH:D019339
HP:0002808	Kyphosis	MESH:D007738
HP:0001305	Dandy-Walker malformation	MESH:D003616
HP:0000316	Hypertelorism	MESH:D006972
HP:0010524	Agnosia	MESH:D000377
HP:0003353	Propionyl-CoA carboxylase deficiency	MESH:D056693
HP:0100763	Abnormality of the lymphatic system	MESH:D008206
HP:0003005	Ganglioneuroma	MESH:D005729
HP:0002375	Hypokinesia	MESH:D018476
HP:0003131	Cystinuria	MESH:D003555
HP:0001319	Neonatal hypotonia	MESH:D009123
HP:0100651	Type I diabetes mellitus	MESH:D003922
HP:0002725	Systemic lupus erythematosus	MESH:D008180
HP:0001543	Gastroschisis	MESH:D020139
HP:0002571	Achalasia	MESH:D004931
HP:0001298	Encephalopathy	MESH:D001927
HP:0010543	Opsoclonus	MESH:D015835
HP:0100631	Neoplasm of the adrenal gland	MESH:D000310
HP:0006557	Polycystic liver disease	MESH:C536330
HP:0006785	Limb-girdle muscular dystrophy	MESH:D049288
HP:0000407	Sensorineural hearing impairment	MESH:D006319
HP:0004923	Hyperphenylalaninemia	MESH:D010661
HP:0003076	Glycosuria	MESH:D006029
HP:0000972	Palmoplantar hyperkeratosis	MESH:D007645
HP:0008124	Talipes calcaneovarus	MESH:D000070558
HP:0001132	Lens subluxation	MESH:D007906
HP:0010945	Fetal pyelectasis	MESH:D058536
HP:0100649	Neoplasm of the oral cavity	MESH:D009062
HP:0100013	Neoplasm of the breast	MESH:D001943
HP:0004380	Aortic valve calcification	MESH:C562942
HP:0030079	Cervix cancer	MESH:D002583
HP:0002078	Truncal ataxia	MESH:D001259
HP:0002901	Hypocalcemia	MESH:D006996
HP:0010618	Ovarian fibroma	MESH:C562391
HP:0002791	Hypoventilation	MESH:D012131
HP:0002791	Hypoventilation	MESH:D007040
HP:0000776	Congenital diaphragmatic hernia	MESH:D065630
HP:0002673	Coxa valga	MESH:D060906
HP:0001271	Polyneuropathy	MESH:D011115
HP:0001271	Polyneuropathy	MESH:D010523
HP:0011782	Thyroid crisis	MESH:D013958
HP:0002444	Hypothalamic hamartoma	MESH:C537158
HP:0001651	Dextrocardia	MESH:D003914
HP:0100495	Mastocytosis	MESH:D008415
HP:0002459	Dysautonomia	MESH:D054969
HP:0002459	Dysautonomia	MESH:D001342
HP:0000991	Xanthomatosis	MESH:D014973
HP:0000851	Congenital hypothyroidism	MESH:D003409
HP:0010920	Zonular cataract	MESH:C535342
HP:0002578	Gastroparesis	MESH:D018589
HP:0011857	Plasmacytoma	MESH:D010954
