orphanet_code	orphanet_term	orphanet_gene_id	gene_orphanumber	gene_name	gene_type	gene_symbol	dga_type	dga_status
Orphanet:2907	Hereditary acrokeratotic poikiloderma, Weary type	17279	159172	fermitin family member 1	gene with protein product	FERMT1	Disease-causing germline mutation(s) in	Assessed
Orphanet:264580	Glycogen storage disease due to liver phosphorylase kinase deficiency	15086	117793	phosphorylase kinase regulatory subunit alpha 2	gene with protein product	PHKA2	Disease-causing germline mutation(s) in	Assessed
Orphanet:264580	Glycogen storage disease due to liver phosphorylase kinase deficiency	17404	159810	phosphorylase kinase catalytic subunit gamma 2	gene with protein product	PHKG2	Disease-causing germline mutation(s) in	Assessed
Orphanet:264675	Hereditary pulmonary alveolar proteinosis	15812	120855	colony stimulating factor 2 receptor beta common subunit	gene with protein product	CSF2RB	Disease-causing germline mutation(s) in	Assessed
Orphanet:264675	Hereditary pulmonary alveolar proteinosis	18659	209477	colony stimulating factor 2 receptor alpha subunit	gene with protein product	CSF2RA	Disease-causing germline mutation(s) in	Assessed
Orphanet:3377	Trismus-pseudocamptodactyly syndrome	16502	123626	myosin heavy chain 8	gene with protein product	MYH8	Disease-causing germline mutation(s) in	Assessed
Orphanet:275777	Heritable pulmonary arterial hypertension	15079	117764	activin A receptor like type 1	gene with protein product	ACVRL1	Candidate gene tested in	Not yet assessed
Orphanet:275777	Heritable pulmonary arterial hypertension	15374	119057	bone morphogenetic protein receptor type 2	gene with protein product	BMPR2	Disease-causing germline mutation(s) (loss of function) in	Assessed
Orphanet:275777	Heritable pulmonary arterial hypertension	15588	119966	T-box 4	gene with protein product	TBX4	Disease-causing germline mutation(s) in	Assessed
Orphanet:275777	Heritable pulmonary arterial hypertension	15977	121536	endoglin	gene with protein product	ENG	Candidate gene tested in	Not yet assessed
Orphanet:275777	Heritable pulmonary arterial hypertension	17896	171064	caveolin 1	gene with protein product	CAV1	Disease-causing germline mutation(s) in	Assessed
Orphanet:275777	Heritable pulmonary arterial hypertension	18370	189338	SMAD family member 9	gene with protein product	SMAD9	Disease-causing germline mutation(s) in	Assessed
Orphanet:275777	Heritable pulmonary arterial hypertension	22261	360868	potassium two pore domain channel subfamily K member 3	gene with protein product	KCNK3	Disease-causing germline mutation(s) (loss of function) in	Assessed
Orphanet:275777	Heritable pulmonary arterial hypertension	22632	391627	eukaryotic translation initiation factor 2 alpha kinase 4	gene with protein product	EIF2AK4	Disease-causing germline mutation(s) (loss of function) in	Assessed
Orphanet:275786	Drug- or toxin-induced pulmonary arterial hypertension	15374	119057	bone morphogenetic protein receptor type 2	gene with protein product	BMPR2	Major susceptibility factor in	Assessed
Orphanet:275798	Pulmonary arterial hypertension associated with connective tissue disease	16200	122422	major histocompatibility complex, class I, B	gene with protein product	HLA-B	Major susceptibility factor in	Not yet assessed
Orphanet:3363	Trichomegaly-retina pigmentary degeneration-dwarfism syndrome	17190	158087	patatin like phospholipase domain containing 6	gene with protein product	PNPLA6	Disease-causing germline mutation(s) (loss of function) in	Assessed
Orphanet:3366	Isolated trigonocephaly	16046	121802	fibroblast growth factor receptor 1	gene with protein product	FGFR1	Disease-causing germline mutation(s) in	Assessed
Orphanet:3366	Isolated trigonocephaly	18924	220909	FRAS1 related extracellular matrix 1	gene with protein product	FREM1	Disease-causing germline mutation(s) in	Assessed
Orphanet:276145	Malignant epithelial tumor of salivary glands	23135	422348	protein kinase D1	gene with protein product	PRKD1	Disease-causing somatic mutation(s) in	Assessed
Orphanet:3412	VACTERL with hydrocephalus	16021	121700	Fanconi anemia complementation group B	gene with protein product	FANCB	Disease-causing germline mutation(s) (loss of function) in	Assessed
Orphanet:3384	Truncus arteriosus	17359	159562	NK2 homeobox 6	gene with protein product	NKX2-6	Major susceptibility factor in	Assessed
Orphanet:3384	Truncus arteriosus	22582	377069	plexin D1	gene with protein product	PLXND1	Disease-causing germline mutation(s) in	Assessed
Orphanet:275864	Behavioral variant of frontotemporal dementia	15160	118099	presenilin 1	gene with protein product	PSEN1	Major susceptibility factor in	Not yet assessed
Orphanet:275864	Behavioral variant of frontotemporal dementia	15446	119407	charged multivesicular body protein 2B	gene with protein product	CHMP2B	Major susceptibility factor in	Assessed
Orphanet:275864	Behavioral variant of frontotemporal dementia	15655	120249	triggering receptor expressed on myeloid cells 2	gene with protein product	TREM2	Major susceptibility factor in	Assessed
Orphanet:275864	Behavioral variant of frontotemporal dementia	15706	120461	valosin containing protein	gene with protein product	VCP	Major susceptibility factor in	Not yet assessed
Orphanet:275864	Behavioral variant of frontotemporal dementia	16379	123144	microtubule associated protein tau	gene with protein product	MAPT	Major susceptibility factor in	Assessed
Orphanet:275864	Behavioral variant of frontotemporal dementia	17726	168073	granulin precursor	gene with protein product	GRN	Major susceptibility factor in	Assessed
Orphanet:275864	Behavioral variant of frontotemporal dementia	20429	280122	sequestosome 1	gene with protein product	SQSTM1	Disease-causing germline mutation(s) in	Assessed
Orphanet:275864	Behavioral variant of frontotemporal dementia	20676	286546	chromosome 9 open reading frame 72	gene with protein product	C9ORF72	Major susceptibility factor in	Assessed
Orphanet:3332	Hypoplastic tibiae-postaxial polydactyly syndrome	15290	118703	sonic hedgehog	gene with protein product	SHH	Disease-causing germline mutation(s) in	Assessed
Orphanet:3332	Hypoplastic tibiae-postaxial polydactyly syndrome	16363	123085	limb development membrane protein 1	gene with protein product	LMBR1	Disease-causing germline mutation(s) in	Assessed
Orphanet:3329	Tibial aplasia-ectrodactyly syndrome	20801	292035	basic helix-loop-helix family member a9	gene with protein product	BHLHA9	Major susceptibility factor in	Not yet assessed
Orphanet:3322	Hoyeraal-Hreidarsson syndrome	15869	121091	dyskerin pseudouridine synthase 1	gene with protein product	DKC1	Disease-causing germline mutation(s) in	Assessed
Orphanet:3322	Hoyeraal-Hreidarsson syndrome	16789	138451	telomerase reverse transcriptase	gene with protein product	TERT	Disease-causing germline mutation(s) in	Assessed
Orphanet:3322	Hoyeraal-Hreidarsson syndrome	16938	140050	TERF1 interacting nuclear factor 2	gene with protein product	TINF2	Disease-causing germline mutation(s) in	Assessed
Orphanet:3322	Hoyeraal-Hreidarsson syndrome	21975	330673	regulator of telomere elongation helicase 1	gene with protein product	RTEL1	Disease-causing germline mutation(s) in	Assessed
Orphanet:3322	Hoyeraal-Hreidarsson syndrome	23097	419358	ACD, shelterin complex subunit and telomerase recruitment factor	gene with protein product	ACD	Disease-causing germline mutation(s) in	Assessed
Orphanet:3322	Hoyeraal-Hreidarsson syndrome	23221	426776	poly(A)-specific ribonuclease	gene with protein product	PARN	Disease-causing germline mutation(s) in	Assessed
Orphanet:275534	Myostatin-related muscle hypertrophy	20396	279640	myostatin	gene with protein product	MSTN	Disease-causing germline mutation(s) in	Assessed
Orphanet:3352	Tricho-dento-osseous syndrome	15874	121113	distal-less homeobox 3	gene with protein product	DLX3	Disease-causing germline mutation(s) (loss of function) in	Assessed
Orphanet:3339	Toriello-Lacassie-Droste syndrome	16312	122879	KRAS proto-oncogene, GTPase	gene with protein product	KRAS	Disease-causing somatic mutation(s) in	Assessed
Orphanet:3319	Congenital amegakaryocytic thrombocytopenia	16460	123465	MPL proto-oncogene, thrombopoietin receptor	gene with protein product	MPL	Disease-causing germline mutation(s) (loss of function) in	Assessed
Orphanet:3473	Zimmermann-Laband syndrome	22990	410340	ATPase H+ transporting V1 subunit B2	gene with protein product	ATP6V1B2	Disease-causing germline mutation(s) in	Assessed
Orphanet:3473	Zimmermann-Laband syndrome	23250	431495	potassium voltage-gated channel subfamily H member 1	gene with protein product	KCNH1	Disease-causing germline mutation(s) in	Assessed
Orphanet:3460	Torg-Winchester syndrome	16453	123439	matrix metallopeptidase 2	gene with protein product	MMP2	Disease-causing germline mutation(s) in	Assessed
Orphanet:3460	Torg-Winchester syndrome	21522	314731	matrix metallopeptidase 14	gene with protein product	MMP14	Disease-causing germline mutation(s) in	Assessed
Orphanet:3464	Woodhouse-Sakati syndrome	17889	171038	DDB1 and CUL4 associated factor 17	gene with protein product	DCAF17	Disease-causing germline mutation(s) (loss of function) in	Assessed
Orphanet:269008	Isolated focal cortical dysplasia type IIb	15668	120309	tuberous sclerosis 1	gene with protein product	TSC1	Major susceptibility factor in	Not yet assessed
Orphanet:269008	Isolated focal cortical dysplasia type IIb	23236	431220	mechanistic target of rapamycin	gene with protein product	MTOR	Disease-causing somatic mutation(s) in	Assessed
Orphanet:269001	Isolated focal cortical dysplasia type IIa	23236	431220	mechanistic target of rapamycin	gene with protein product	MTOR	Disease-causing somatic mutation(s) in	Assessed
Orphanet:2460	Van den Ende-Gupta syndrome	19486	244390	scavenger receptor class F member 2	gene with protein product	SCARF2	Disease-causing germline mutation(s) in	Assessed
Orphanet:3450	Weissenbacher- Zweymuller syndrome	15764	120693	collagen type XI alpha 2 chain	gene with protein product	COL11A2	Disease-causing germline mutation(s) in	Assessed
Orphanet:3450	Weissenbacher- Zweymuller syndrome	15769	120710	collagen type II alpha 1 chain	gene with protein product	COL2A1	Candidate gene tested in	Not yet assessed
Orphanet:3454	Intellectual disability-developmental delay-contractures syndrome	22155	353728	zinc finger C4H2-type containing	gene with protein product	ZC4H2	Disease-causing germline mutation(s) in	Assessed
Orphanet:269510	Congenital non-communicating hydrocephalus	21727	320663	coiled-coil domain containing 88C	gene with protein product	CCDC88C	Disease-causing germline mutation(s) in	Assessed
Orphanet:269505	Congenital communicating hydrocephalus	21755	323471	multiple PDZ domain crumbs cell polarity complex component	gene with protein product	MPDZ	Disease-causing germline mutation(s) in	Assessed
Orphanet:269215	Isolated Dandy-Walker malformation without hydrocephalus	15743	120606	Zic family member 1	gene with protein product	ZIC1	Role in the phenotype of	Assessed
Orphanet:269215	Isolated Dandy-Walker malformation without hydrocephalus	15746	120618	Zic family member 4	gene with protein product	ZIC4	Role in the phenotype of	Assessed
Orphanet:269212	Isolated Dandy-Walker malformation with hydrocephalus	15743	120606	Zic family member 1	gene with protein product	ZIC1	Role in the phenotype of	Assessed
Orphanet:269212	Isolated Dandy-Walker malformation with hydrocephalus	15746	120618	Zic family member 4	gene with protein product	ZIC4	Role in the phenotype of	Assessed
Orphanet:1856	Spondyloperipheral dysplasia-short ulna syndrome	15769	120710	collagen type II alpha 1 chain	gene with protein product	COL2A1	Disease-causing germline mutation(s) in	Assessed
Orphanet:280325	Distal monosomy 12p	15988	121583	ELKS/RAB6-interacting/CAST family member 1	gene with protein product	ERC1	Role in the phenotype of	Assessed
Orphanet:280293	Pelizaeus-Merzbacher-like disease due to AIMP1 mutation	19822	258625	aminoacyl tRNA synthetase complex interacting multifunctional protein 1	gene with protein product	AIMP1	Disease-causing germline mutation(s) in	Assessed
Orphanet:280288	Pelizaeus-Merzbacher-like disease due to HSPD1 mutation	16233	122542	heat shock protein family D (Hsp60) member 1	gene with protein product	HSPD1	Disease-causing germline mutation(s) in	Assessed
Orphanet:280365	Autosomal semi-dominant severe lipodystrophic laminopathy	16364	123090	lamin A/C	gene with protein product	LMNA	Disease-causing germline mutation(s) in	Assessed
Orphanet:3197	Hereditary hyperekplexia	16141	122179	glycine receptor alpha 1	gene with protein product	GLRA1	Disease-causing germline mutation(s) in	Assessed
Orphanet:3197	Hereditary hyperekplexia	16142	122182	glycine receptor beta	gene with protein product	GLRB	Disease-causing germline mutation(s) in	Assessed
Orphanet:3197	Hereditary hyperekplexia	16161	122256	gephyrin	gene with protein product	GPHN	Disease-causing germline mutation(s) in	Assessed
Orphanet:3197	Hereditary hyperekplexia	17206	158412	solute carrier family 6 member 5	gene with protein product	SLC6A5	Disease-causing germline mutation(s) in	Assessed
Orphanet:280356	PLIN1-related familial partial lipodystrophy	20459	280360	perilipin 1	gene with protein product	PLIN1	Disease-causing germline mutation(s) in	Assessed
Orphanet:280406	Familial steroid-resistant nephrotic syndrome with sensorineural deafness	20471	280409	coenzyme Q6, monooxygenase	gene with protein product	COQ6	Disease-causing germline mutation(s) in	Assessed
Orphanet:280384	Recessive intellectual disability-motor dysfunction-multiple joint contractures syndrome	20466	280390	ER lipid raft associated 2	gene with protein product	ERLIN2	Disease-causing germline mutation(s) in	Assessed
Orphanet:280397	Familial Alzheimer-like prion disease	15142	118023	prion protein	gene with protein product	PRNP	Disease-causing germline mutation(s) in	Assessed
Orphanet:280576	Nestor-Guillermo progeria syndrome	20477	280581	barrier to autointegration factor 1	gene with protein product	BANF1	Disease-causing germline mutation(s) in	Assessed
Orphanet:3220	Deafness-enamel hypoplasia-nail defects syndrome	16637	124189	peroxisomal biogenesis factor 1	gene with protein product	PEX1	Disease-causing germline mutation(s) (loss of function) in	Assessed
Orphanet:3220	Deafness-enamel hypoplasia-nail defects syndrome	16647	124215	peroxisomal biogenesis factor 6	gene with protein product	PEX6	Disease-causing germline mutation(s) (loss of function) in	Assessed
Orphanet:280586	Chondrodysplasia with joint dislocations, gPAPP type	20479	280591	inositol monophosphatase domain containing 1	gene with protein product	IMPAD1	Disease-causing germline mutation(s) in	Assessed
Orphanet:3221	Generalized resistance to thyroid hormone	15619	120101	thyroid hormone receptor beta	gene with protein product	THRB	Disease-causing germline mutation(s) in	Assessed
Orphanet:280553	Fatal infantile hypertonic myofibrillar myopathy	15805	120832	crystallin alpha B	gene with protein product	CRYAB	Disease-causing germline mutation(s) in	Assessed
Orphanet:279943	Hereditary neutrophilia	17340	159476	colony stimulating factor 3 receptor	gene with protein product	CSF3R	Disease-causing germline mutation(s) in	Assessed
Orphanet:279934	Mitochondrial DNA depletion syndrome, hepatocerebral form due to DGUOK deficiency	15860	121059	deoxyguanosine kinase	gene with protein product	DGUOK	Disease-causing germline mutation(s) in	Assessed
Orphanet:280142	Severe combined immunodeficiency due to LCK deficiency	20432	280151	LCK proto-oncogene, Src family tyrosine kinase	gene with protein product	LCK	Disease-causing germline mutation(s) in	Assessed
Orphanet:3163	SHORT syndrome	22044	352217	phosphoinositide-3-kinase regulatory subunit 1	gene with protein product	PIK3R1	Disease-causing germline mutation(s) in	Assessed
Orphanet:280071	ALG11-CDG	20426	280090	ALG11, alpha-1,2-mannosyltransferase	gene with protein product	ALG11	Disease-causing germline mutation(s) in	Assessed
Orphanet:3157	Septo-optic dysplasia spectrum	15146	118044	prokineticin receptor 2	gene with protein product	PROKR2	Disease-causing germline mutation(s) in	Assessed
Orphanet:3157	Septo-optic dysplasia spectrum	15540	119790	SRY-box 2	gene with protein product	SOX2	Disease-causing germline mutation(s) in	Assessed
Orphanet:3157	Septo-optic dysplasia spectrum	16046	121802	fibroblast growth factor receptor 1	gene with protein product	FGFR1	Disease-causing germline mutation(s) in	Assessed
Orphanet:3157	Septo-optic dysplasia spectrum	16192	122398	HESX homeobox 1	gene with protein product	HESX1	Disease-causing germline mutation(s) in	Assessed
Orphanet:3157	Septo-optic dysplasia spectrum	16599	124040	orthodenticle homeobox 2	gene with protein product	OTX2	Disease-causing germline mutation(s) in	Assessed
Orphanet:3157	Septo-optic dysplasia spectrum	16787	138386	SRY-box 3	gene with protein product	SOX3	Disease-causing germline mutation(s) in	Assessed
Orphanet:3157	Septo-optic dysplasia spectrum	22563	376571	aryl hydrocarbon receptor nuclear translocator 2	gene with protein product	ARNT2	Disease-causing germline mutation(s) (loss of function) in	Assessed
Orphanet:280210	Pelizaeus-Merzbacher disease, connatal form	15111	117894	proteolipid protein 1	gene with protein product	PLP1	Disease-causing germline mutation(s) in	Assessed
Orphanet:280219	Pelizaeus-Merzbacher disease, classic form	15111	117894	proteolipid protein 1	gene with protein product	PLP1	Disease-causing germline mutation(s) in	Assessed
Orphanet:280200	Microform holoprosencephaly	15164	118121	patched 1	gene with protein product	PTCH1	Disease-causing germline mutation(s) in	Assessed
Orphanet:280200	Microform holoprosencephaly	15290	118703	sonic hedgehog	gene with protein product	SHH	Disease-causing germline mutation(s) in	Assessed
Orphanet:280200	Microform holoprosencephaly	15296	118725	SIX homeobox 3	gene with protein product	SIX3	Disease-causing germline mutation(s) in	Assessed
Orphanet:280200	Microform holoprosencephaly	15612	120072	TGFB induced factor homeobox 1	gene with protein product	TGIF1	Disease-causing germline mutation(s) in	Assessed
Orphanet:280200	Microform holoprosencephaly	15744	120610	Zic family member 2	gene with protein product	ZIC2	Disease-causing germline mutation(s) in	Assessed
Orphanet:280200	Microform holoprosencephaly	16803	138516	GLI family zinc finger 2	gene with protein product	GLI2	Disease-causing germline mutation(s) in	Assessed
Orphanet:280200	Microform holoprosencephaly	16804	138518	teratocarcinoma-derived growth factor 1	gene with protein product	TDGF1	Disease-causing germline mutation(s) in	Assessed
Orphanet:280200	Microform holoprosencephaly	17366	159600	forkhead box H1	gene with protein product	FOXH1	Disease-causing germline mutation(s) in	Assessed
Orphanet:280200	Microform holoprosencephaly	17965	173149	fibroblast growth factor 8	gene with protein product	FGF8	Disease-causing germline mutation(s) in	Assessed
Orphanet:280200	Microform holoprosencephaly	19461	242325	dispatched RND transporter family member 1	gene with protein product	DISP1	Disease-causing germline mutation(s) in	Assessed
Orphanet:280200	Microform holoprosencephaly	20404	279776	cell adhesion associated, oncogene regulated	gene with protein product	CDON	Disease-causing germline mutation(s) in	Assessed
Orphanet:280200	Microform holoprosencephaly	20553	281884	nodal growth differentiation factor	gene with protein product	NODAL	Disease-causing germline mutation(s) in	Assessed
Orphanet:280200	Microform holoprosencephaly	20554	281953	delta like canonical Notch ligand 1	gene with protein product	DLL1	Disease-causing germline mutation(s) in	Assessed
Orphanet:280200	Microform holoprosencephaly	20673	285758	growth arrest specific 1	gene with protein product	GAS1	Disease-causing germline mutation(s) in	Assessed
Orphanet:3175	X-linked spasticity-intellectual disability-epilepsy syndrome	15955	121437	aristaless related homeobox	gene with protein product	ARX	Disease-causing germline mutation(s) in	Assessed
Orphanet:280195	Septopreoptic holoprosencephaly	15164	118121	patched 1	gene with protein product	PTCH1	Disease-causing germline mutation(s) in	Assessed
Orphanet:280195	Septopreoptic holoprosencephaly	15290	118703	sonic hedgehog	gene with protein product	SHH	Disease-causing germline mutation(s) in	Assessed
Orphanet:280195	Septopreoptic holoprosencephaly	15296	118725	SIX homeobox 3	gene with protein product	SIX3	Disease-causing germline mutation(s) in	Assessed
Orphanet:280195	Septopreoptic holoprosencephaly	15612	120072	TGFB induced factor homeobox 1	gene with protein product	TGIF1	Disease-causing germline mutation(s) in	Assessed
Orphanet:280195	Septopreoptic holoprosencephaly	15744	120610	Zic family member 2	gene with protein product	ZIC2	Disease-causing germline mutation(s) in	Assessed
Orphanet:280195	Septopreoptic holoprosencephaly	16803	138516	GLI family zinc finger 2	gene with protein product	GLI2	Disease-causing germline mutation(s) in	Assessed
Orphanet:280195	Septopreoptic holoprosencephaly	16804	138518	teratocarcinoma-derived growth factor 1	gene with protein product	TDGF1	Disease-causing germline mutation(s) in	Assessed
Orphanet:280195	Septopreoptic holoprosencephaly	17366	159600	forkhead box H1	gene with protein product	FOXH1	Disease-causing germline mutation(s) in	Assessed
Orphanet:280195	Septopreoptic holoprosencephaly	17965	173149	fibroblast growth factor 8	gene with protein product	FGF8	Disease-causing germline mutation(s) in	Assessed
Orphanet:280195	Septopreoptic holoprosencephaly	19461	242325	dispatched RND transporter family member 1	gene with protein product	DISP1	Disease-causing germline mutation(s) in	Assessed
Orphanet:280195	Septopreoptic holoprosencephaly	20404	279776	cell adhesion associated, oncogene regulated	gene with protein product	CDON	Disease-causing germline mutation(s) in	Assessed
Orphanet:280195	Septopreoptic holoprosencephaly	20553	281884	nodal growth differentiation factor	gene with protein product	NODAL	Disease-causing germline mutation(s) in	Assessed
Orphanet:280195	Septopreoptic holoprosencephaly	20554	281953	delta like canonical Notch ligand 1	gene with protein product	DLL1	Disease-causing germline mutation(s) in	Assessed
Orphanet:280195	Septopreoptic holoprosencephaly	20673	285758	growth arrest specific 1	gene with protein product	GAS1	Disease-causing germline mutation(s) in	Assessed
Orphanet:280282	Pelizaeus-Merzbacher-like disease due to GJC2 mutation	16126	122110	gap junction protein gamma 2	gene with protein product	GJC2	Disease-causing germline mutation(s) in	Assessed
Orphanet:280234	Null syndrome	15111	117894	proteolipid protein 1	gene with protein product	PLP1	Disease-causing germline mutation(s) in	Assessed
Orphanet:1855	Spondyloenchondrodysplasia	19827	259358	acid phosphatase 5, tartrate resistant	gene with protein product	ACP5	Disease-causing germline mutation(s) in	Assessed
Orphanet:280224	Pelizaeus-Merzbacher disease, transitional form	15111	117894	proteolipid protein 1	gene with protein product	PLP1	Disease-causing germline mutation(s) in	Assessed
Orphanet:1797	Autosomal dominant spondylocostal dysostosis	22030	332034	T-box 6	gene with protein product	TBX6	Disease-causing germline mutation(s) in	Assessed
Orphanet:280229	Pelizaeus-Merzbacher disease in female carriers	15111	117894	proteolipid protein 1	gene with protein product	PLP1	Disease-causing germline mutation(s) in	Assessed
Orphanet:276580	Autosomal dominant hyperinsulinism due to Kir6.2 deficiency	16292	122787	potassium voltage-gated channel subfamily J member 11	gene with protein product	KCNJ11	Disease-causing germline mutation(s) in	Assessed
Orphanet:276575	Autosomal dominant hyperinsulinism due to SUR1 deficiency	15056	117665	ATP binding cassette subfamily C member 8	gene with protein product	ABCC8	Disease-causing germline mutation(s) in	Assessed
Orphanet:276598	Diazoxide-resistant focal hyperinsulinism due to SUR1 deficiency	15056	117665	ATP binding cassette subfamily C member 8	gene with protein product	ABCC8	Disease-causing germline mutation(s) in	Assessed
Orphanet:276603	Diazoxide-resistant focal hyperinsulinism due to Kir6.2 deficiency	16292	122787	potassium voltage-gated channel subfamily J member 11	gene with protein product	KCNJ11	Disease-causing germline mutation(s) in	Assessed
Orphanet:3267	Familial lambdoid synostosis	22034	332108	ETS2 repressor factor	gene with protein product	ERF	Disease-causing germline mutation(s) (loss of function) in	Assessed
Orphanet:276624	Sporadic pheochromocytoma	15200	118274	ret proto-oncogene	gene with protein product	RET	Major susceptibility factor in	Assessed
Orphanet:276624	Sporadic pheochromocytoma	15262	118554	succinate dehydrogenase complex iron sulfur subunit B	gene with protein product	SDHB	Major susceptibility factor in	Assessed
Orphanet:276624	Sporadic pheochromocytoma	15264	118561	succinate dehydrogenase complex subunit D	gene with protein product	SDHD	Major susceptibility factor in	Assessed
Orphanet:276624	Sporadic pheochromocytoma	15708	120467	von Hippel-Lindau tumor suppressor	gene with protein product	VHL	Major susceptibility factor in	Assessed
Orphanet:276624	Sporadic pheochromocytoma	18353	183913	endothelial PAS domain protein 1	gene with protein product	EPAS1	Disease-causing somatic mutation(s) in	Assessed
Orphanet:276627	Sporadic secreting paraganglioma	18353	183913	endothelial PAS domain protein 1	gene with protein product	EPAS1	Disease-causing somatic mutation(s) in	Assessed
Orphanet:3275	Spondylocarpotarsal synostosis	16059	121860	filamin B	gene with protein product	FLNB	Disease-causing germline mutation(s) (loss of function) in	Assessed
Orphanet:425	Apolipoprotein A-I deficiency	15936	121380	apolipoprotein A1	gene with protein product	APOA1	Disease-causing germline mutation(s) in	Assessed
Orphanet:425	Apolipoprotein A-I deficiency	17351	159528	ATP binding cassette subfamily A member 1	gene with protein product	ABCA1	Disease-causing germline mutation(s) in	Assessed
Orphanet:3301	Tetraamelia-multiple malformations syndrome	15727	120537	Wnt family member 3	gene with protein product	WNT3	Disease-causing germline mutation(s) (loss of function) in	Assessed
Orphanet:3226	Deafness-lymphedema-leukemia syndrome	20311	274222	GATA binding protein 2	gene with protein product	GATA2	Major susceptibility factor in	Not yet assessed
Orphanet:276183	Spinocerebellar ataxia type 32	22892	403187	spinocerebellar ataxia 32	locus	SCA32	Disease-causing germline mutation(s) in	Assessed
Orphanet:276238	Machado-Joseph disease type 1	15339	118928	ataxin 3	gene with protein product	ATXN3	Disease-causing germline mutation(s) in	Assessed
Orphanet:276234	Non-syndromic male infertility due to sperm motility disorder	20399	279661	cation channel sperm associated 1	gene with protein product	CATSPER1	Disease-causing germline mutation(s) in	Assessed
Orphanet:276234	Non-syndromic male infertility due to sperm motility disorder	22979	408636	solute carrier family 26 member 8	gene with protein product	SLC26A8	Disease-causing germline mutation(s) in	Assessed
Orphanet:276234	Non-syndromic male infertility due to sperm motility disorder	22980	408642	septin 12	gene with protein product	SEPT12	Disease-causing germline mutation(s) in	Assessed
Orphanet:276234	Non-syndromic male infertility due to sperm motility disorder	22981	408654	dynein axonemal heavy chain 1	gene with protein product	DNAH1	Disease-causing germline mutation(s) in	Assessed
Orphanet:276223	Mucopolysaccharidosis type 6, slowly progressing	15952	121429	arylsulfatase B	gene with protein product	ARSB	Disease-causing germline mutation(s) in	Assessed
Orphanet:276212	Mucopolysaccharidosis type 6, rapidly progressing	15952	121429	arylsulfatase B	gene with protein product	ARSB	Disease-causing germline mutation(s) in	Assessed
Orphanet:276244	Machado-Joseph disease type 3	15339	118928	ataxin 3	gene with protein product	ATXN3	Disease-causing germline mutation(s) in	Assessed
Orphanet:276241	Machado-Joseph disease type 2	15339	118928	ataxin 3	gene with protein product	ATXN3	Disease-causing germline mutation(s) in	Assessed
Orphanet:276280	Hemihyperplasia-multiple lipomatosis syndrome	15093	117820	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha	gene with protein product	PIK3CA	Disease-causing somatic mutation(s) in	Assessed
Orphanet:276399	Familial multinodular goiter	18649	209285	dicer 1, ribonuclease III	gene with protein product	DICER1	Major susceptibility factor in	Assessed
Orphanet:3238	Cardiospondylocarpofacial syndrome	24131	466382	mitogen-activated protein kinase kinase kinase 7	gene with protein product	MAP3K7	Disease-causing germline mutation(s) in	Assessed
Orphanet:276405	Hyperbiliverdinemia	20549	281690	biliverdin reductase A	gene with protein product	BLVRA	Disease-causing germline mutation(s) in	Assessed
Orphanet:276556	Hyperinsulinism due to UCP2 deficiency	21081	298784	uncoupling protein 2	gene with protein product	UCP2	Disease-causing germline mutation(s) (loss of function) in	Assessed
Orphanet:3255	Filippi syndrome	23087	418214	cytoskeleton associated protein 2 like	gene with protein product	CKAP2L	Disease-causing germline mutation(s) (loss of function) in	Assessed
Orphanet:276435	Lower motor neuron syndrome with late-adult onset	22968	406765	coiled-coil-helix-coiled-coil-helix domain containing 10	gene with protein product	CHCHD10	Disease-causing germline mutation(s) in	Assessed
Orphanet:911	Combined immunodeficiency due to ZAP70 deficiency	15738	120579	zeta chain of T-cell receptor associated protein kinase 70	gene with protein product	ZAP70	Disease-causing germline mutation(s) in	Assessed
Orphanet:746	Mitochondrial trifunctional protein deficiency	16781	138233	hydroxyacyl-CoA dehydrogenase/3-ketoacyl-CoA thiolase/enoyl-CoA hydratase (trifunctional protein), alpha subunit	gene with protein product	HADHA	Disease-causing germline mutation(s) in	Assessed
Orphanet:746	Mitochondrial trifunctional protein deficiency	16834	138829	hydroxyacyl-CoA dehydrogenase/3-ketoacyl-CoA thiolase/enoyl-CoA hydratase (trifunctional protein), beta subunit	gene with protein product	HADHB	Disease-causing germline mutation(s) in	Assessed
Orphanet:943	Malonic aciduria	16412	123290	malonyl-CoA decarboxylase	gene with protein product	MLYCD	Disease-causing germline mutation(s) in	Assessed
Orphanet:621	Hereditary methemoglobinemia	15829	120929	cytochrome b5 type A	gene with protein product	CYB5A	Candidate gene tested in	Not yet assessed
Orphanet:621	Hereditary methemoglobinemia	15830	120932	cytochrome b5 reductase 3	gene with protein product	CYB5R3	Disease-causing germline mutation(s) in	Assessed
Orphanet:2089	Glycogen storage disease due to hepatic glycogen synthase deficiency	16180	122354	glycogen synthase 2	gene with protein product	GYS2	Disease-causing germline mutation(s) in	Assessed
Orphanet:743	Hereditary thrombophilia due to congenital protein S deficiency	15148	118053	protein S (alpha)	gene with protein product	PROS1	Disease-causing germline mutation(s) in	Assessed
Orphanet:424	Familial hyperthyroidism due to mutations in TSH receptor	15670	120320	thyroid stimulating hormone receptor	gene with protein product	TSHR	Disease-causing germline mutation(s) in	Assessed
