hp_code	hp_term	mesh_code
HP:0002778	Abnormality of the trachea	MESH:D014133
HP:0011868	Sciatica	MESH:D012585
HP:0000839	Pituitary dwarfism	MESH:D004393
HP:0002960	Autoimmunity	MESH:D001327
HP:0000541	Retinal detachment	MESH:D012163
HP:0012193	Anaplastic large-cell lymphoma	MESH:D017728
HP:0030358	Non-small cell lung carcinoma	MESH:D002289
HP:0000020	Urinary incontinence	MESH:D014549
HP:0100605	Neoplasm of the larynx	MESH:D007822
HP:0010535	Sleep apnea	MESH:D012891
HP:0010446	Tricuspid stenosis	MESH:D014264
HP:0007565	Multiple cafe-au-lait spots	MESH:C537421
HP:0009831	Mononeuropathy	MESH:D020422
HP:0012205	Globozoospermia	MESH:D000072660
HP:0007206	Hemimegalencephaly	MESH:D065705
HP:0010943	Echogenic fetal bowel	MESH:D058535
HP:0006737	Extraadrenal pheochromocytoma	MESH:D010673
HP:0001048	Cavernous hemangioma	MESH:D006392
HP:0010945	Fetal pyelectasis	MESH:D058536
HP:0000579	Nasolacrimal duct obstruction	MESH:D007767
HP:0005110	Atrial fibrillation	MESH:D001281
HP:0002248	Hematemesis	MESH:D006396
HP:0007359	Focal seizures	MESH:D012640
HP:0012735	Cough	MESH:D003371
HP:0007524	Atypical neurofibromatosis	MESH:C537392
HP:0003715	Myofibrillar myopathy	MESH:C580316
HP:0100845	Anaphylactic shock	MESH:D000707
HP:0040187	Neonatal sepsis	MESH:D000071074
HP:0001923	Reticulocytosis	MESH:D045262
HP:0003041	Humeroradial synostosis	MESH:C535284
HP:0002108	Spontaneous pneumothorax	MESH:D011030
HP:0002357	Dysphasia	MESH:D001037
HP:0001695	Cardiac arrest	MESH:D006323
HP:0004377	Hematological neoplasm	MESH:D019337
HP:0030064	Neurocytoma	MESH:D018306
HP:0012498	Nuchal cord	MESH:D053589
HP:0000074	Ureteropelvic junction obstruction	MESH:C537373
HP:0030074	Chemodectoma	MESH:D002345
HP:0001772	Talipes equinovalgus	MESH:D004863
HP:0100628	Esophageal diverticulum	MESH:D004936
HP:0000610	Abnormality of the choroid	MESH:D015862
HP:0001915	Aplastic anemia	MESH:D000741
HP:0002716	Lymphadenopathy	MESH:D000072281
HP:0003811	Neonatal death	MESH:D066087
HP:0003674	Onset	MESH:D017668
HP:0001480	Freckling	MESH:D008548
HP:0004395	Malnutrition	MESH:D044342
HP:0100806	Sepsis	MESH:D018805
HP:0002043	Esophageal stricture	MESH:D004940
HP:0100502	Vitamin B12 deficiency	MESH:D014806
HP:0001271	Polyneuropathy	MESH:D011115
HP:0001271	Polyneuropathy	MESH:D010523
HP:0004325	Decreased body weight	MESH:D013851
HP:0004325	Decreased body weight	MESH:D015431
HP:0010816	Epidermal nevus	MESH:C580062
HP:0012180	Cystic medial necrosis	MESH:C536230
HP:0009900	Unilateral deafness	MESH:D046088
HP:0010735	Polyostotic fibrous dysplasia	MESH:D005359
HP:0002396	Cogwheel rigidity	MESH:D009127
HP:0007915	Polymorphous posterior corneal dystrophy	MESH:C562745
HP:0012710	Ingrown nail	MESH:D009263
HP:0002507	Semilobar holoprosencephaly	MESH:D016142
HP:0040154	Acne inversa	MESH:D017497
HP:0002878	Respiratory failure	MESH:D012131
HP:0007302	Bipolar affective disorder	MESH:D001714
HP:0000113	Polycystic kidney dysplasia	MESH:D007690
HP:0012870	Vanishing testis	MESH:C537770
HP:0008069	Neoplasm of the skin	MESH:D012878
HP:0012034	Liposarcoma	MESH:D008080
HP:0012237	Urocanic aciduria	MESH:C536479
HP:0002563	Constrictive pericarditis	MESH:D010494
HP:0011662	Tricuspid atresia	MESH:D018785
HP:0000162	Glossoptosis	MESH:D065710
HP:0008080	Hallux varus	MESH:D050488
HP:0002780	Bronchomalacia	MESH:D055091
HP:0010442	Polydactyly	MESH:D017689
HP:0001622	Premature birth	MESH:D047928
HP:0002590	Paralytic ileus	MESH:D007418
HP:0000742	Self-mutilation	MESH:D012652
HP:0002639	Budd-Chiari syndrome	MESH:D006502
HP:0012417	Hypocapnia	MESH:D016857
HP:0009013	Congenital absence of gluteal muscles	MESH:C535561
HP:0000674	Anodontia	MESH:D000848
HP:0010860	Complete breech presentation	MESH:D001946
HP:0000130	Abnormality of the uterus	MESH:C562565
HP:0000998	Hypertrichosis	MESH:D006983
HP:0000488	Retinopathy	MESH:D012164
HP:0002863	Myelodysplasia	MESH:D009190
HP:0100315	Lewy bodies	MESH:D020961
HP:0100315	Lewy bodies	MESH:D016631
HP:0008335	Renal aminoaciduria	MESH:D000608
HP:0001409	Portal hypertension	MESH:D006975
HP:0030028	Absent nasal cartilage	MESH:C562753
HP:0002149	Hyperuricemia	MESH:D033461
HP:0002583	Colitis	MESH:D003092
HP:0008682	Acute tubular necrosis	MESH:D007683
HP:0012334	Extrahepatic cholestasis	MESH:D001651
HP:0000139	Uterine prolapse	MESH:D014596
HP:0002239	Gastrointestinal hemorrhage	MESH:D006471
HP:0002857	Genu valgum	MESH:D056304
HP:0001976	Reduced antithrombin III activity	MESH:D020152
HP:0001367	Abnormal joint morphology	MESH:D007592
HP:0002566	Intestinal malrotation	MESH:C562456
HP:0000815	Hypergonadotropic hypogonadism	MESH:D007006
HP:0100518	Dysuria	MESH:D053159
HP:0030431	Osteochondroma	MESH:D015831
HP:0004813	Post-transfusion thrombocytopenia	MESH:C562868
HP:0002088	Abnormality of lung morphology	MESH:D008171
HP:0012481	Cerebral venous angioma	MESH:D020787
HP:0002110	Bronchiectasis	MESH:D001987
HP:0000238	Hydrocephalus	MESH:D006849
HP:0001084	Corneal arcus	MESH:D001112
HP:0002664	Neoplasm	MESH:D009369
HP:0003343	Glutathione synthetase deficiency	MESH:C536835
HP:0002150	Hypercalciuria	MESH:D053565
HP:0011330	Metopic synostosis	MESH:D003398
HP:0011330	Metopic synostosis	MESH:C562951
HP:0001149	Lattice corneal dystrophy	MESH:D028227
HP:0005584	Renal cell carcinoma	MESH:D002292
HP:0000347	Micrognathia	MESH:D008844
HP:0001274	Agenesis of corpus callosum	MESH:D061085
HP:0002691	Platybasia	MESH:D010985
HP:0100785	Insomnia	MESH:D007319
HP:0001907	Thromboembolism	MESH:D016769
HP:0001907	Thromboembolism	MESH:D013923
HP:0000518	Cataract	MESH:D002386
HP:0010316	Ebstein&apos;s anomaly of the tricuspid valve	MESH:D004437
HP:0002329	Drowsiness	MESH:D012894
HP:0000776	Congenital diaphragmatic hernia	MESH:D065630
HP:0001704	Tricuspid valve prolapse	MESH:D014263
HP:0100753	Schizophrenia	MESH:D012559
HP:0003141	Hyperbetalipoproteinemia	MESH:D006938
HP:0010953	Noncommunicating hydrocephalus	MESH:D006849
HP:0002107	Pneumothorax	MESH:D011030
HP:0009720	Adenoma sebaceum	MESH:D014402
HP:0000854	Thyroid adenoma	MESH:D013964
HP:0030834	Shoulder pain	MESH:D020069
HP:0001586	Vesicovaginal fistula	MESH:D014719
HP:0001908	Hypoplastic anemia	MESH:D000741
HP:0100634	Neuroendocrine neoplasm	MESH:D018358
HP:0100751	Esophageal neoplasm	MESH:D004938
HP:0010922	Membranous cataract	MESH:D002386
HP:0002249	Melena	MESH:D008551
HP:0011748	Adrenocorticotropic hormone deficiency	MESH:C535668
HP:0000153	Abnormality of the mouth	MESH:D009056
HP:0000873	Diabetes insipidus	MESH:D003919
HP:0012227	Urethral stricture	MESH:D014525
HP:0004936	Venous thrombosis	MESH:D020246
HP:0002613	Biliary cirrhosis	MESH:D008105
HP:0005543	Reduced protein C activity	MESH:D020151
HP:0003251	Male infertility	MESH:D007248
HP:0002890	Thyroid carcinoma	MESH:D013964
HP:0000646	Amblyopia	MESH:D000550
HP:0000771	Gynecomastia	MESH:D006177
HP:0001723	Restrictive cardiomyopathy	MESH:D002313
HP:0030405	Pancreatic endocrine tumor	MESH:D007516
HP:0002754	Osteomyelitis	MESH:D010019
HP:0012413	Notched primary central incisor	MESH:D013590
HP:0007209	Facial paralysis	MESH:D005158
HP:0000421	Epistaxis	MESH:D004844
HP:0100739	Bulimia	MESH:D002032
HP:0002324	Hydranencephaly	MESH:D006832
HP:0002161	Hyperlysinemia	MESH:D020167
HP:0003571	Propionicacidemia	MESH:D056693
HP:0011970	Cerebral amyloid angiopathy	MESH:D016657
HP:0007378	Neoplasm of the gastrointestinal tract	MESH:D005770
HP:0003095	Septic arthritis	MESH:D001170
HP:0000802	Impotence	MESH:D007172
HP:0002593	Intestinal lymphangiectasia	MESH:D008201
HP:0100526	Neoplasm of the lung	MESH:D008175
HP:0002157	Azotemia	MESH:D053099
HP:0001696	Situs inversus totalis	MESH:D059446
HP:0001696	Situs inversus totalis	MESH:D012857
HP:0040012	Chromosome breakage	MESH:D019457
HP:0002356	Writer&apos;s cramp	MESH:D020821
HP:0006579	Prolonged neonatal jaundice	MESH:D007567
HP:0002020	Gastroesophageal reflux	MESH:D006356
HP:0002020	Gastroesophageal reflux	MESH:D005764
HP:0001006	Hypotrichosis	MESH:D007039
HP:0000972	Palmoplantar hyperkeratosis	MESH:D007645
HP:0012461	Bacteriuria	MESH:D001437
HP:0001880	Eosinophilia	MESH:D004802
HP:0002720	IgA deficiency	MESH:D017098
HP:0001889	Megaloblastic anemia	MESH:D000749
HP:0007642	Congenital stationary night blindness	MESH:C536122
HP:0007642	Congenital stationary night blindness	MESH:C537743
HP:0000717	Autism	MESH:D001321
HP:0012486	Myelitis	MESH:D009187
HP:0000621	Entropion	MESH:D004774
HP:0011726	Persistent fetal circulation	MESH:D010547
HP:0000891	Cervical ribs	MESH:D057070
HP:0030769	Exencephaly	MESH:D009436
HP:0000077	Abnormality of the kidney	MESH:D007674
HP:0008191	Thyroid agenesis	MESH:D050033
HP:0012175	Resistance to activated protein C	MESH:D020016
HP:0100817	Renovascular hypertension	MESH:D006978
HP:0100574	Biliary tract neoplasm	MESH:D001661
HP:0011034	Amyloidosis	MESH:D000686
HP:0002301	Hemiplegia	MESH:D006429
HP:0030831	Rhonchi	MESH:D012135
HP:0010533	Spasmus nutans	MESH:D013036
HP:0100512	Vitamin D deficiency	MESH:D014808
HP:0002901	Hypocalcemia	MESH:D006996
HP:0000648	Optic atrophy	MESH:D009896
HP:0100796	Orchitis	MESH:D009920
HP:0003307	Hyperlordosis	MESH:D008141
HP:0002307	Drooling	MESH:D012798
HP:0003131	Cystinuria	MESH:D003555
HP:0012668	Vasovagal syncope	MESH:D013575
HP:0012668	Vasovagal syncope	MESH:D019462
HP:0100259	Postaxial polydactyly	MESH:C562429
HP:0010885	Aseptic necrosis	MESH:D010020
HP:0012228	Tension-type headache	MESH:D018781
HP:0100763	Abnormality of the lymphatic system	MESH:D008206
HP:0003005	Ganglioneuroma	MESH:D005729
HP:0001297	Stroke	MESH:D020521
HP:0011467	Absent gallbladder	MESH:C562564
HP:0000547	Tapetoretinal degeneration	MESH:D012174
HP:0000085	Horseshoe kidney	MESH:D000069337
HP:0001970	Tubulointerstitial nephritis	MESH:D009395
HP:0011710	Bundle branch block	MESH:D002037
HP:0006511	Laryngeal stridor	MESH:D007826
HP:0012821	Unilateral vocal cord paresis	MESH:D014826
HP:0011001	Increased bone mineral density	MESH:D010026
HP:0000639	Nystagmus	MESH:D009759
HP:0006765	Chondrosarcoma	MESH:D002813
HP:0002667	Nephroblastoma	MESH:D009396
HP:0009059	Congenital generalized lipodystrophy	MESH:D052497
HP:0012043	Pendular nystagmus	MESH:D009759
HP:0100279	Ulcerative colitis	MESH:D003093
HP:0008207	Primary adrenal insufficiency	MESH:D000224
HP:0000968	Ectodermal dysplasia	MESH:D004476
HP:0005758	Basilar impression	MESH:D010985
HP:0100568	Neoplasm of the endocrine system	MESH:D004701
HP:0011412	Ventouse delivery	MESH:D014620
HP:0004942	Aortic aneurysm	MESH:D001014
HP:0012192	Cutaneous T-cell lymphoma	MESH:D016410
HP:0005534	Transient myeloproliferative syndrome	MESH:C563551
HP:0100001	Malignant mesothelioma	MESH:C562839
HP:0000708	Behavioral abnormality	MESH:D001526
HP:0000708	Behavioral abnormality	MESH:D000066553
HP:0002571	Achalasia	MESH:D004931
HP:0100630	Neoplasia of the nasopharynx	MESH:D009303
HP:0004469	Chronic bronchitis	MESH:D029481
HP:0100273	Neoplasm of the colon	MESH:D003110
HP:0000248	Brachycephaly	MESH:D003398
HP:0002999	Patellar dislocation	MESH:D031222
HP:0100247	Recurrent singultus	MESH:D006606
HP:0002187	Intellectual disability, profound	MESH:D008607
HP:0004432	Agammaglobulinemia	MESH:D000361
HP:0001067	Neurofibromas	MESH:D017253
HP:0004326	Cachexia	MESH:D002100
HP:0010739	Osteopoikilosis	MESH:D010023
HP:0005318	Cerebral vasculitis	MESH:D020293
HP:0011713	Left bundle branch block	MESH:D002037
HP:0007476	Anhidrotic ectodermal dysplasia	MESH:D004476
HP:0001360	Holoprosencephaly	MESH:D016142
HP:0001684	Secundum atrial septal defect	MESH:D006344
HP:0030077	Bronchial neoplasm	MESH:D001984
HP:0010625	Anterior pituitary dysgenesis	MESH:D010903
HP:0001105	Retinal atrophy	MESH:D012162
HP:0100257	Ectrodactyly	MESH:C574275
HP:0000508	Ptosis	MESH:D001763
HP:0007529	Hidrotic ectodermal dysplasia	MESH:D004476
HP:0010828	Hemifacial spasm	MESH:D019569
HP:0011520	Deuteranomaly	MESH:D003117
HP:0002176	Spinal cord compression	MESH:D013117
HP:0100616	Testicular teratoma	MESH:C562472
HP:0030811	Tongue pain	MESH:D005926
HP:0002126	Polymicrogyria	MESH:D065706
HP:0002171	Gliosis	MESH:D005911
HP:0006727	T-cell acute lymphoblastic leukemias	MESH:D054218
HP:0100310	Epidural hemorrhage	MESH:D006407
HP:0010530	Palatal myoclonus	MESH:D009207
HP:0002183	Phonophobia	MESH:D012001
HP:0000573	Retinal hemorrhage	MESH:D012166
HP:0006543	Cardiorespiratory arrest	MESH:D006323
HP:0004729	Acute tubulointerstitial nephritis	MESH:C564356
HP:0002322	Resting tremor	MESH:D014202
HP:0000011	Neurogenic bladder	MESH:D001750
HP:0003074	Hyperglycemia	MESH:D006943
HP:0003470	Paralysis	MESH:D010243
HP:0007178	Motor polyneuropathy	MESH:D011115
HP:0007178	Motor polyneuropathy	MESH:D009443
HP:0012089	Arteritis	MESH:D001167
HP:0002668	Paraganglioma	MESH:D010235
HP:0000842	Hyperinsulinemia	MESH:D006946
HP:0004360	Abnormality of acid-base homeostasis	MESH:D000137
HP:0001642	Pulmonic stenosis	MESH:D011666
HP:0100749	Chest pain	MESH:D002637
HP:0012115	Hepatitis	MESH:D006505
HP:0000756	Agoraphobia	MESH:D000379
HP:0001838	Rocker bottom foot	MESH:C536345
HP:0001838	Rocker bottom foot	MESH:D005413
HP:0006837	Congenital Horner syndrome	MESH:C564178
HP:0004490	Calvarial hyperostosis	MESH:C537963
HP:0003643	Sulfite oxidase deficiency	MESH:C538141
HP:0000640	Gaze-evoked nystagmus	MESH:D009760
HP:0012804	Corneal ulceration	MESH:D003320
HP:0009778	Short thumb	MESH:C536903
HP:0007011	Fourth cranial nerve palsy	MESH:D020432
HP:0030880	Raynaud phenomenon	MESH:D011928
HP:0200058	Angiosarcoma	MESH:D006394
HP:0002974	Radioulnar synostosis	MESH:C562408
HP:0007942	Internal ophthalmoplegia	MESH:D009886
HP:0012418	Hypoxemia	MESH:D000860
HP:0004836	Acute promyelocytic leukemia	MESH:D015473
HP:0006000	Ureteral obstruction	MESH:D014517
HP:0005214	Intestinal obstruction	MESH:D007415
HP:0010529	Echolalia	MESH:D004454
HP:0002797	Osteolysis	MESH:D010014
HP:0040150	Epiblepharon of upper lid	MESH:C565051
HP:0000458	Anosmia	MESH:D000857
HP:0000912	Sprengel anomaly	MESH:C535802
HP:0003826	Stillbirth	MESH:D050497
HP:0003826	Stillbirth	MESH:D005313
HP:0001092	Absent lacrimal punctum	MESH:C566703
HP:0002595	Ileus	MESH:D045823
HP:0001388	Joint laxity	MESH:D007593
HP:0000546	Retinal degeneration	MESH:D012162
HP:0004760	Congenital septal defect	MESH:D006343
HP:0008188	Thyroid dysgenesis	MESH:D050033
HP:0000704	Periodontitis	MESH:D005882
HP:0000704	Periodontitis	MESH:D010518
HP:0000704	Periodontitis	MESH:D010510
HP:0002539	Cortical dysplasia	MESH:D054220
HP:0003641	Hemoglobinuria	MESH:D006456
HP:0045029	Eosinophilic fasciitis	MESH:C562487
HP:0000093	Proteinuria	MESH:D011507
HP:0200023	Priapism	MESH:D011317
HP:0100620	Germinoma	MESH:D018237
HP:0004438	Hyperostosis frontalis interna	MESH:D006957
HP:0100778	Cryoglobulinemia	MESH:D003449
HP:0012047	Hemeralopia	MESH:D014786
HP:0010817	Linear nevus sebaceous	MESH:D054000
HP:0008200	Primary hyperparathyroidism	MESH:D049950
HP:0001645	Sudden cardiac death	MESH:D016757
HP:0002893	Pituitary adenoma	MESH:D010911
HP:0001096	Keratoconjunctivitis	MESH:D007637
HP:0011418	Abnormal insertion of umbilical cord	MESH:D055949
HP:0100570	Carcinoid tumor	MESH:D002276
HP:0000147	Polycystic ovaries	MESH:D011085
HP:0030005	Capillary leak	MESH:D019559
HP:0011024	Abnormality of the gastrointestinal tract	MESH:D004066
HP:0011024	Abnormality of the gastrointestinal tract	MESH:D005767
HP:0002673	Coxa valga	MESH:D060906
HP:0012288	Neoplasm of head and neck	MESH:D006258
HP:0000746	Delusions	MESH:D003702
HP:0040160	Generalized osteoporosis	MESH:D010024
HP:0000845	Growth hormone excess	MESH:D000172
HP:0000845	Growth hormone excess	MESH:C531600
HP:0002721	Immunodeficiency	MESH:D007153
HP:0000528	Anophthalmia	MESH:D000853
HP:0000870	Prolactin excess	MESH:D006966
HP:0010606	Hordeolum	MESH:D006726
HP:0006896	Hypnopompic hallucinations	MESH:D006212
HP:0001080	Biliary tract abnormality	MESH:D001660
HP:0010450	Esophageal stenosis	MESH:D004940
HP:0040142	5-oxoprolinase deficiency	MESH:C535322
HP:0011450	CNS infection	MESH:D002494
HP:0000476	Cystic hygroma	MESH:D018191
HP:0030080	Burkitt lymphoma	MESH:D002051
HP:0008441	Herniation of intervertebral nuclei	MESH:D007405
HP:0006748	Adrenal pheochromocytoma	MESH:D010673
HP:0001818	Paronychia	MESH:D010304
HP:0011533	Snowflake vitreoretinal degeneration	MESH:C536677
HP:0001298	Encephalopathy	MESH:D001927
HP:0030502	Retinoschisis	MESH:D041441
HP:0011444	Decorticate rigidity	MESH:D003655
HP:0011626	Scimitar anomaly	MESH:D012587
HP:0040165	Periostitis	MESH:D010522
HP:0002381	Aphasia	MESH:D001037
HP:0100541	Femoral hernia	MESH:D006550
HP:0001627	Abnormal heart morphology	MESH:D006330
HP:0000246	Sinusitis	MESH:D012852
HP:0000246	Sinusitis	MESH:D010254
HP:0200146	Cystic medial necrosis of the aorta	MESH:C536230
HP:0000853	Goiter	MESH:D006042
HP:0011958	Retinal perforation	MESH:D012167
HP:0010783	Erythema	MESH:D005483
HP:0010783	Erythema	MESH:D004890
HP:0030049	Brain abscess	MESH:D001922
HP:0100760	Clubbing of toes	MESH:D003025
HP:0010444	Pulmonary insufficiency	MESH:D011665
HP:0000540	Hypermetropia	MESH:D006956
HP:0012462	Chin myoclonus	MESH:C537682
HP:0012819	Myocarditis	MESH:D009205
HP:0008124	Talipes calcaneovarus	MESH:D000070558
HP:0100014	Epiretinal membrane	MESH:D019773
HP:0030766	Ear pain	MESH:D004433
HP:0003771	Pulp stones	MESH:D003784
HP:0000943	Dysostosis multiplex	MESH:D008059
HP:0003781	Excessive salivation	MESH:D012798
HP:0004381	Supravalvular aortic stenosis	MESH:D021921
HP:0000263	Oxycephaly	MESH:D003398
HP:0007879	Allergic conjunctivitis	MESH:D003233
HP:0004387	Enterocolitis	MESH:D004760
HP:0040049	Macular edema	MESH:D008269
HP:0012426	Optic disc drusen	MESH:D015594
HP:0002156	Homocystinuria	MESH:D006712
HP:0011508	Macular hole	MESH:D012167
HP:0002269	Abnormality of neuronal migration	MESH:D054081
HP:0030530	Arcuate scotoma	MESH:D012607
HP:0006934	Congenital nystagmus	MESH:D020417
HP:0100035	Phonic tics	MESH:D020323
HP:0005200	Retroperitoneal fibrosis	MESH:D012185
HP:0030858	Addictive behavior	MESH:D016739
HP:0100724	Hypercoagulability	MESH:D019851
HP:0000822	Hypertension	MESH:D006973
HP:0001279	Syncope	MESH:D013575
HP:0010312	Asymmetry of the breasts	MESH:C565299
HP:0002323	Anencephaly	MESH:D000757
HP:0007443	Partial albinism	MESH:D016116
HP:0002310	Orofacial dyskinesia	MESH:D020820
HP:0000662	Nyctalopia	MESH:D009755
HP:0012164	Asterixis	MESH:D020820
HP:0000995	Melanocytic nevus	MESH:D009508
HP:0001427	Mitochondrial inheritance	MESH:D050259
HP:0030365	Vaginal birth after Caesarian	MESH:D016064
HP:0002827	Hip dislocation	MESH:D006617
HP:0100812	Halitosis	MESH:D006209
HP:0030692	Brain neoplasm	MESH:D001932
HP:0012223	Splenic rupture	MESH:D013161
HP:0009921	Duane anomaly	MESH:D004370
HP:0004944	Cerebral aneurysm	MESH:D002532
HP:0011886	Hyphema	MESH:D006988
HP:0009069	Lethal infantile mitochondrial myopathy	MESH:C564017
HP:0001489	Posterior vitreous detachment	MESH:D020255
HP:0002097	Emphysema	MESH:D011656
HP:0001347	Hyperreflexia	MESH:D012021
HP:0008209	Premature ovarian failure	MESH:D008594
HP:0001392	Abnormality of the liver	MESH:D008107
HP:0012289	Facial neoplasm	MESH:D005153
HP:0002883	Hyperventilation	MESH:D006985
HP:0012265	Ciliary dyskinesia	MESH:D002925
HP:0002497	Spastic ataxia	MESH:C564815
HP:0005725	Nonopposable triphalangeal thumb	MESH:C536562
HP:0010890	Morbus Osgood-Schlatter	MESH:D055034
HP:0008668	Gonadal dysgenesis, male	MESH:D006061
HP:0012268	Myxoid liposarcoma	MESH:D018208
HP:0001674	Complete atrioventricular canal defect	MESH:C562831
HP:0001972	Macrocytic anemia	MESH:D000748
HP:0100006	Neoplasm of the central nervous system	MESH:D016543
HP:0004947	Arteriovenous fistula	MESH:D001164
HP:0030404	Glucagonoma	MESH:D005935
HP:0005162	Left ventricular failure	MESH:D006333
HP:0100600	Penoscrotal transposition	MESH:C536650
HP:0002069	Generalized tonic-clonic seizures	MESH:D012640
HP:0002621	Atherosclerosis	MESH:D050197
HP:0009730	Rhabdomyoma	MESH:D012207
HP:0005972	Respiratory acidosis	MESH:D000142
HP:0002511	Alzheimer disease	MESH:C536595
HP:0002511	Alzheimer disease	MESH:D000544
HP:0001284	Areflexia	MESH:D012021
HP:0002789	Tachypnea	MESH:D059246
HP:0002080	Intention tremor	MESH:D014202
HP:0012871	Varicocele	MESH:D014646
HP:0001716	Wolff-Parkinson-White syndrome	MESH:D014927
HP:0002905	Hyperphosphatemia	MESH:D054559
HP:0000212	Gingival overgrowth	MESH:D019214
HP:0000212	Gingival overgrowth	MESH:D005885
HP:0000212	Gingival overgrowth	MESH:D005886
HP:0012042	Aspirin-induced asthma	MESH:D055963
HP:0009110	Diaphragmatic eventration	MESH:D003965
HP:0000262	Turricephaly	MESH:D003398
HP:0010865	Oppositional defiant disorder	MESH:D019958
HP:0002093	Respiratory insufficiency	MESH:D012131
HP:0001281	Tetany	MESH:D013746
HP:0001337	Tremor	MESH:D014202
HP:0000175	Cleft palate	MESH:D002972
HP:0001605	Vocal cord paralysis	MESH:D014826
HP:0010992	Stress urinary incontinence	MESH:D014550
HP:0002871	Central apnea	MESH:D020182
HP:0002245	Meckel diverticulum	MESH:D008467
HP:0002240	Hepatomegaly	MESH:D006529
HP:0040197	Encephalomalacia	MESH:D004678
HP:0005942	Desquamative interstitial pneumonitis	MESH:C562470
HP:0002289	Alopecia universalis	MESH:C537055
HP:0011521	Deuteranopia	MESH:D003117
HP:0001289	Confusion	MESH:D003221
HP:0030731	Carcinoma	MESH:D002277
HP:0002515	Waddling gait	MESH:D020233
HP:0100758	Gangrene	MESH:D005734
HP:0003304	Spondylolysis	MESH:D013169
HP:0100730	Bronchogenic cyst	MESH:D001994
HP:0002317	Unsteady gait	MESH:D020233
HP:0030407	Pineocytoma	MESH:D010871
HP:0002459	Dysautonomia	MESH:D054969
HP:0002459	Dysautonomia	MESH:D001342
HP:0000952	Jaundice	MESH:D007565
HP:0002385	Paraparesis	MESH:D020335
HP:0002588	Duodenal ulcer	MESH:D004381
HP:0000303	Mandibular prognathia	MESH:D008313
HP:0001041	Facial erythema	MESH:D012393
HP:0001041	Facial erythema	MESH:D001821
HP:0001969	Tubulointerstitial abnormality	MESH:D009395
HP:0009914	Cyclopia	MESH:C562573
HP:0005180	Tricuspid regurgitation	MESH:D014262
HP:0001385	Hip dysplasia	MESH:D006618
HP:0006536	Obstructive lung disease	MESH:D008173
HP:0003534	Reduced xanthine dehydrogenase activity	MESH:C562584
HP:0002219	Facial hypertrichosis	MESH:C565029
HP:0001944	Dehydration	MESH:D003681
HP:0012108	Primary open angle glaucoma	MESH:C562750
HP:0005567	Renal magnesium wasting	MESH:C537152
HP:0001680	Coarctation of aorta	MESH:D001017
HP:0011851	Hemopericardium	MESH:D010490
HP:0004976	Knee dislocation	MESH:D031221
HP:0001760	Abnormality of the foot	MESH:D005530
HP:0005547	Myeloproliferative disorder	MESH:D009196
HP:0002313	Spastic paraparesis	MESH:D020336
HP:0011850	Parotitis	MESH:D010309
HP:0001336	Myoclonus	MESH:D009207
HP:0009798	Euthyroid goiter	MESH:C562732
HP:0001417	X-linked inheritance	MESH:D050172
HP:0011567	Sinus venosus atrial septal defect	MESH:C548009
HP:0030149	Cardiogenic shock	MESH:D012770
HP:0000388	Otitis media	MESH:D010033
HP:0002085	Occipital encephalocele	MESH:D004677
HP:0003162	Fasting hypoglycemia	MESH:D007003
HP:0000700	Periapical radiolucency	MESH:D011842
HP:0000700	Periapical radiolucency	MESH:D010484
HP:0006554	Acute hepatic failure	MESH:D017114
HP:0100842	Septo-optic dysplasia	MESH:D025962
HP:0005241	Total intestinal aganglionosis	MESH:C538058
HP:0000759	Abnormal peripheral nervous system morphology	MESH:D010523
HP:0009588	Vestibular Schwannoma	MESH:D009464
HP:0001946	Ketosis	MESH:D007662
HP:0003119	Abnormality of lipid metabolism	MESH:D050171
HP:0011090	Fused teeth	MESH:D005671
HP:0001737	Pancreatic cysts	MESH:D010181
HP:0002615	Hypotension	MESH:D007022
HP:0011072	Rootless teeth	MESH:C538215
HP:0002349	Focal seizures without impairment of consciousness or awareness	MESH:D004828
HP:0030071	Medulloepithelioma	MESH:D018242
HP:0100523	Liver abscess	MESH:D008100
HP:0002575	Tracheoesophageal fistula	MESH:D014138
HP:0002480	Hepatic encephalopathy	MESH:D006501
HP:0012780	Neoplasm of the ear	MESH:D004428
HP:0001678	Atrioventricular block	MESH:D054537
HP:0030792	Jaw neoplasm	MESH:D007573
HP:0010302	Spinal cord tumor	MESH:D013120
HP:0004952	Pulmonary arteriovenous fistulas	MESH:C562404
HP:0012508	Metamorphopsia	MESH:D014786
HP:0001396	Cholestasis	MESH:D002779
HP:0008202	Prolactin deficiency	MESH:C562708
HP:0005982	Reduced phenylalanine hydroxylase activity	MESH:D010661
HP:0005145	Coronary artery stenosis	MESH:D023921
HP:0004398	Peptic ulcer	MESH:D010437
HP:0002592	Gastric ulcer	MESH:D013276
HP:0001924	Sideroblastic anemia	MESH:D000756
HP:0012324	Myeloid leukemia	MESH:D007951
HP:0009718	Subependymal giant-cell astrocytoma	MESH:D001254
HP:0003108	Hyperglycinuria	MESH:C563009
HP:0003987	Fractured ulna	MESH:D014458
HP:0012133	Erythroid hypoplasia	MESH:D000741
HP:0000668	Hypodontia	MESH:D000848
HP:0001539	Omphalocele	MESH:D006554
HP:0000559	Corneal scarring	MESH:D065306
HP:0000871	Panhypopituitarism	MESH:C580003
HP:0000557	Buphthalmos	MESH:D006871
