hp_code	hp_term	mesh_code	mesh_term
HP:0000340	Sloping forehead	NA	NA
HP:0005792	Short humerus	NA	NA
HP:0000699	Diastema	D003970	Diastemas
HP:0012741	Unilateral cryptorchidism	NA	NA
HP:0012736	Profound global developmental delay	NA	NA
HP:0100877	Renal diverticulum	NA	NA
HP:0004576	Sclerotic vertebral endplates	NA	NA
HP:0100558	Hemiatrophy of upper limb	NA	NA
HP:0004439	Craniofacial dysostosis	NA	NA
HP:0011384	Abnormality of the internal auditory canal	NA	NA
HP:0011333	Asymmetric crying face	NA	NA
HP:0100796	Orchitis	D009920	Orchitides
HP:0000080	Abnormality of reproductive system physiology	NA	NA
HP:0012237	Urocanic aciduria	C536479	Urocanase deficiency
HP:0002990	Fibular aplasia	NA	NA
HP:0003065	Patellar hypoplasia	NA	NA
HP:0001438	Abnormality of the abdomen	NA	NA
HP:0002827	Hip dislocation	NA	NA
HP:0000580	Pigmentary retinopathy	NA	NA
HP:3000062	Abnormality of internal carotid artery	NA	NA
HP:0006070	Metacarpophalangeal joint contracture	NA	NA
HP:0007843	Attenuation of retinal blood vessels	NA	NA
HP:0001591	Bell-shaped thorax	NA	NA
HP:0000437	Depressed nasal tip	NA	NA
HP:0030145	Lack of bowel sounds	NA	NA
HP:0001328	Specific learning disability	NA	NA
HP:0040025	Clinodactyly of the 4th finger	NA	NA
HP:0006958	Abnormal auditory evoked potentials	NA	NA
HP:0002879	Anisospondyly	NA	NA
HP:0005281	Hypoplastic nasal bridge	NA	NA
HP:0200022	Choroid plexus papilloma	D020288	Papillomas, Choroid Plexus
HP:0001623	Breech presentation	NA	NA
HP:0004408	Abnormality of the sense of smell	NA	NA
HP:0000577	Exotropia	NA	NA
HP:0002108	Spontaneous pneumothorax	NA	NA
HP:0005626	Posterior fusion of lumbosacral vertebrae	NA	NA
HP:0010826	Abnormality of the twelfth cranial nerve	NA	NA
HP:0000079	Abnormality of the urinary system	NA	NA
HP:0012265	Ciliary dyskinesia	D002925	Syndromes, Immotile Cilia
HP:0001679	Abnormality of the aorta	NA	NA
HP:0010845	EEG with generalized slow activity	NA	NA
HP:0012533	Allodynia	NA	NA
HP:0430000	Abnormality of the frontal bone	NA	NA
HP:0009130	Hand muscle atrophy	NA	NA
HP:0000953	Hyperpigmentation of the skin	D017495	Hypermelanoses
HP:0002007	Frontal bossing	NA	NA
HP:0010307	Stridor	NA	NA
HP:0004566	Pear-shaped vertebrae	NA	NA
HP:0010664	Fusion of the left and right thalami	NA	NA
HP:0004132	Dimple on nasal tip	NA	NA
HP:0005974	Episodic ketoacidosis	NA	NA
HP:0000225	Gingival bleeding	D005884	Gingival Hemorrhages
HP:0011948	Acute respiratory tract infection	NA	NA
HP:0008606	Supraauricular pit	NA	NA
HP:0000739	Anxiety	NA	NA
HP:0006633	Glenoid fossa hypoplasia	NA	NA
HP:0030210	Muscle specific kinase antibody positivity	NA	NA
HP:0001081	Cholelithiasis	D002769	Cholelithiases
HP:0100537	Fasciitis	D005208	Fascitides
HP:0006402	Distal shortening of limbs	NA	NA
HP:0005750	Contractures of the joints of the lower limbs	NA	NA
HP:0030216	Inertia	NA	NA
HP:0003298	Spina bifida occulta	NA	NA
HP:0100689	Decreased corneal thickness	NA	NA
HP:0000055	Abnormality of female external genitalia	NA	NA
HP:0003737	Mitochondrial myopathy	NA	NA
HP:0100533	Inflammatory abnormality of the eye	NA	NA
HP:0006530	Interstitial pulmonary disease	NA	NA
HP:0001279	Syncope	NA	NA
HP:0009129	Upper limb amyotrophy	NA	NA
HP:0004906	Hypernatremic dehydration	NA	NA
HP:0000457	Depressed nasal ridge	NA	NA
HP:0003301	Irregular vertebral endplates	NA	NA
HP:0011849	Abnormal bone ossification	NA	NA
HP:0007002	Motor axonal neuropathy	NA	NA
HP:0006554	Acute hepatic failure	D017114	Liver Failures, Fulminating
HP:0001002	Decreased subcutaneous fat	NA	NA
HP:0000787	Nephrolithiasis	D053040	Nephrolithiasis
HP:0009914	Cyclopia	C562573	Cyclopia
HP:0011746	Secretory adrenocortical adenoma	NA	NA
HP:0011944	Small vessel vasculitis	NA	NA
HP:0100252	Diaphyseal dysplasia	D003966	Camurati Engelmann Disease
HP:0010550	Paraplegia	NA	NA
HP:0012238	Hyperchylomicronemia	NA	NA
HP:0005141	Episodes of ventricular tachycardia	NA	NA
HP:0004963	Calcification of the aorta	NA	NA
HP:0006568	Increased hepatic glycogen content	NA	NA
HP:0001960	Hypokalemic metabolic alkalosis	NA	NA
HP:0002171	Gliosis	NA	NA
HP:0012636	Retinal vein occlusion	NA	NA
HP:0002902	Hyponatremia	D007010	Hyponatremias
HP:0002630	Fat malabsorption	NA	NA
HP:0008221	Adrenal hyperplasia	NA	NA
HP:0000652	Lower eyelid coloboma	NA	NA
HP:0000817	Poor eye contact	NA	NA
HP:0002895	Papillary thyroid carcinoma	NA	NA
HP:0002608	Celiac disease	D002446	Enteropathies, Gluten-Sensitive
HP:0009911	Abnormality of the temporal bone	NA	NA
HP:0008729	Absence of labia majora	NA	NA
HP:0008755	Laryngotracheomalacia	NA	NA
HP:0002215	Sparse axillary hair	NA	NA
HP:0009887	Abnormality of hair pigmentation	NA	NA
HP:0002870	Obstructive sleep apnea	NA	NA
HP:0002714	Downturned corners of mouth	NA	NA
HP:0003275	Narrow pelvis bone	NA	NA
HP:0010741	Edema of the lower limbs	NA	NA
HP:0004942	Aortic aneurysm	D001014	Aortic Aneurysms
HP:0040160	Generalized osteoporosis	NA	NA
HP:0200044	Porokeratosis	NA	NA
HP:0006536	Obstructive lung disease	D008173	Pulmonary Diseases, Obstructive
HP:0009642	Broad distal phalanx of the thumb	NA	NA
HP:0007210	Lower limb amyotrophy	NA	NA
HP:0009830	Peripheral neuropathy	NA	NA
HP:0000988	Skin rash	D005076	Rash, Skin
HP:0006426	Rudimentary to absent tibiae	NA	NA
HP:0100026	Arteriovenous malformation	D001165	Arteriovenous Malformation
HP:0007565	Multiple cafe-au-lait spots	C537421	Cafe au lait spots, multiple
HP:0000003	Multicystic kidney dysplasia	NA	NA
HP:0002070	Limb ataxia	NA	NA
HP:0000183	Difficulty in tongue movements	NA	NA
HP:0002355	Difficulty walking	NA	NA
HP:0002360	Sleep disturbance	NA	NA
HP:0010627	Anterior pituitary hypoplasia	NA	NA
HP:0012634	Iris pigment dispersion	NA	NA
HP:0030890	Hyperintensity of cerebral white matter on MRI	NA	NA
HP:0003212	Increased IgE level	NA	NA
HP:0002179	Opisthotonus	NA	NA
HP:0002035	Rectal prolapse	NA	NA
HP:0002826	Halberd-shaped pelvis	NA	NA
HP:0001051	Seborrheic dermatitis	NA	NA
HP:0000824	Growth hormone deficiency	NA	NA
HP:0003103	Abnormal cortical bone morphology	NA	NA
HP:0100693	Iridodonesis	NA	NA
HP:0011221	Vertical forehead creases	NA	NA
HP:0000525	Abnormality of the iris	NA	NA
HP:0002503	Spinocerebellar tract degeneration	NA	NA
HP:0000843	Hyperparathyroidism	D006961	Hyperparathyroidism
HP:0001677	Coronary artery disease	NA	NA
HP:0003201	Rhabdomyolysis	D012206	Rhabdomyolyses
HP:0000179	Thick lower lip vermilion	NA	NA
HP:0001525	Severe failure to thrive	NA	NA
HP:0002779	Tracheomalacia	D055090	Trachea Chondromalacias
HP:0003134	Abnormality of peripheral nerve conduction	NA	NA
HP:0000618	Blindness	NA	NA
HP:0009381	Short finger	NA	NA
HP:0010831	Impaired proprioception	NA	NA
HP:0008202	Prolactin deficiency	C562708	Prolactin Deficiency, Isolated
HP:0000800	Cystic renal dysplasia	NA	NA
HP:0005419	Decreased T cell activation	NA	NA
HP:0000448	Prominent nose	NA	NA
HP:0011912	Abnormality of the glenoid fossa	NA	NA
HP:0004315	IgG deficiency	D017099	IgG Deficiencies
HP:0000472	Long neck	NA	NA
HP:0003090	Hypoplasia of the capital femoral epiphysis	NA	NA
HP:0010305	Absence of the sacrum	NA	NA
HP:0000589	Coloboma	D003103	Colobomas
HP:0000473	Torticollis	NA	NA
HP:0200136	Oral-pharyngeal dysphagia	NA	NA
HP:0011883	Abnormal platelet granules	NA	NA
HP:0002733	Abnormality of the lymph nodes	NA	NA
HP:0006266	Small placenta	NA	NA
HP:0100784	Peripheral arteriovenous fistula	NA	NA
HP:0002020	Gastroesophageal reflux	D005764	Reflux, Gastro-oesophageal
HP:0011357	Abnormality of hair density	NA	NA
HP:0005453	Absent/hypoplastic paranasal sinuses	NA	NA
HP:0010917	Abnormality of tyrosine metabolism	NA	NA
HP:0002692	Hypoplastic facial bones	NA	NA
HP:0003382	Hypertrophic nerve changes	NA	NA
HP:0001902	Giant platelets	NA	NA
HP:0009804	Reduced number of teeth	NA	NA
HP:0000958	Dry skin	NA	NA
HP:0012894	Paraspinal muscle hypertrophy	NA	NA
HP:0002299	Brittle hair	NA	NA
HP:0002180	Neurodegeneration	NA	NA
HP:0004639	Elevated amniotic fluid alpha-fetoprotein	NA	NA
HP:0003158	Hyposthenuria	NA	NA
HP:0002647	Aortic dissection	NA	NA
HP:0000657	Oculomotor apraxia	NA	NA
HP:0009372	Type A2 brachydactyly	C537089	Brachydactyly type A2
HP:0002797	Osteolysis	D010014	Osteolyses
HP:0012499	Descending aortic dissection	NA	NA
HP:0003228	Hypernatremia	D006955	Hypernatremias
HP:0009103	Aplasia/Hypoplasia involving the pelvis	NA	NA
HP:0008407	Hyperconvex thumb nails	NA	NA
HP:0006562	Viral hepatitis	NA	NA
HP:0000710	Hyperorality	NA	NA
HP:0003565	Elevated erythrocyte sedimentation rate	NA	NA
HP:0004717	Axial malrotation of the kidney	NA	NA
HP:0010516	Thymus hyperplasia	D013952	Hyperplasias, Thymic
HP:0400004	Long ear	NA	NA
HP:0012742	Thin fingernail	NA	NA
HP:0012246	Oculomotor nerve palsy	NA	NA
HP:0002126	Polymicrogyria	D065706	Polymicrogyrias, Cerebral
HP:0100777	Exostoses	D005096	Exostoses
HP:0000944	Abnormality of the metaphyses	NA	NA
HP:0000682	Abnormality of dental enamel	NA	NA
HP:0000742	Self-mutilation	D012652	Mutilation, Self
HP:0008905	Rhizomelia	NA	NA
HP:0008669	Abnormal spermatogenesis	NA	NA
HP:0045010	Abnormality of peripheral nerves	NA	NA
HP:0010295	Aplasia/Hypoplasia of the tongue	NA	NA
HP:0002189	Excessive daytime sleepiness	NA	NA
HP:0002345	Action tremor	NA	NA
HP:0003236	Elevated serum creatine phosphokinase	NA	NA
HP:0010300	Abnormally low-pitched voice	NA	NA
HP:0030183	Impaired visually enhanced vestibulo-ocular reflex	NA	NA
HP:0007670	Abnormal vestibulo-ocular reflex	NA	NA
HP:0000047	Hypospadias	NA	NA
HP:0000610	Abnormality of the choroid	NA	NA
HP:0002693	Abnormality of the skull base	NA	NA
HP:0001653	Mitral regurgitation	NA	NA
HP:0009907	Attached earlobe	NA	NA
HP:0011716	Junctional ectopic tachycardia	D013613	Tachycardias, Junctional Ectopic
HP:0030213	Emotional blunting	NA	NA
HP:0100011	Scleral schwannoma	NA	NA
HP:0001533	Slender build	NA	NA
HP:0002120	Cerebral cortical atrophy	NA	NA
HP:0005945	Laryngeal obstruction	NA	NA
HP:0002818	Abnormality of the radius	NA	NA
HP:0006756	Diffuse leiomyomatosis	NA	NA
HP:0004450	Preauricular skin furrow	NA	NA
HP:0005863	Type E brachydactyly	C566194	Brachydactyly, Type E
HP:0001126	Cryptophthalmos	NA	NA
HP:0008527	Congenital sensorineural hearing impairment	NA	NA
HP:0004936	Venous thrombosis	NA	NA
HP:0001713	Abnormality of cardiac ventricle	NA	NA
HP:0000679	Taurodontia	C536946	Taurodontism
HP:0000046	Scrotal hypoplasia	NA	NA
HP:0012605	Hypernatriuria	NA	NA
HP:0000130	Abnormality of the uterus	C562565	Uterine Anomalies
HP:0007703	Abnormality of retinal pigmentation	NA	NA
HP:0030357	Small cell lung carcinoma	D055752	Small Cell Lung Carcinoma
HP:0009107	Abnormal ossification involving the femoral head and neck	NA	NA
HP:0002910	Elevated hepatic transaminases	NA	NA
HP:0006101	Finger syndactyly	NA	NA
HP:0200063	Colorectal polyposis	NA	NA
HP:0100627	Displacement of the external urethral meatus	NA	NA
HP:0004622	Progressive intervertebral space narrowing	NA	NA
HP:0003712	Skeletal muscle hypertrophy	NA	NA
HP:0200067	Recurrent spontaneous abortion	NA	NA
HP:0012184	Hyperalphalipoproteinemia	C564591	Cholesteryl Ester Transfer Protein Deficiency
HP:0030190	Oral motor hypotonia	NA	NA
HP:0000135	Hypogonadism	NA	NA
HP:0008678	Renal hypoplasia/aplasia	NA	NA
HP:0009827	Amelia	NA	NA
HP:0000495	Recurrent corneal erosions	NA	NA
HP:0200012	Short corpus callosum	NA	NA
HP:0007340	Lower limb muscle weakness	NA	NA
HP:0006731	Follicular thyroid carcinoma	D018263	Thyroid Carcinomas, Follicular
HP:0012680	Abnormality of the pineal gland	NA	NA
HP:0007740	Long eyelashes in irregular rows	NA	NA
HP:0000091	Abnormality of the renal tubule	NA	NA
HP:0003165	Elevated circulating parathyroid hormone level	NA	NA
HP:0003049	Ulnar deviation of the wrist	NA	NA
HP:0002257	Chronic rhinitis	NA	NA
HP:0004429	Recurrent viral infections	NA	NA
HP:0011341	Long upper lip	NA	NA
HP:0002410	Aqueductal stenosis	NA	NA
HP:0009577	Short middle phalanx of the 2nd finger	NA	NA
HP:0003256	Abnormality of the coagulation cascade	D001778	Disorder, Blood Coagulation
HP:0000331	Short chin	NA	NA
HP:0001103	Abnormality of the macula	NA	NA
HP:0005789	Generalized osteosclerosis	NA	NA
HP:0000510	Rod-cone dystrophy	NA	NA
HP:0012393	Allergy	NA	NA
HP:0009812	Amelia involving the upper limbs	NA	NA
HP:0008207	Primary adrenal insufficiency	NA	NA
HP:0012039	Descemet Membrane Folds	NA	NA
HP:0002046	Heat intolerance	NA	NA
HP:0100553	Hemihypertrophy of lower limb	NA	NA
HP:0008848	Moderately short stature	NA	NA
HP:0001344	Absent speech	NA	NA
HP:0100958	Narrow foramen obturatorium	NA	NA
HP:0100866	Short iliac bones	NA	NA
HP:0000426	Prominent nasal bridge	NA	NA
HP:0004361	Abnormality of circulating leptin level	NA	NA
HP:0012787	Recurrent pyelonephritis	NA	NA
HP:0000620	Dacryocystitis	NA	NA
HP:0008245	Pituitary hypothyroidism	NA	NA
HP:0007443	Partial albinism	D016116	Partial Albinism
HP:0100608	Metrorrhagia	D008796	Uterine Bleeding, Dysfunctional
HP:0008425	Cuboid-shaped thoracolumbar vertebral bodies	NA	NA
HP:0008450	Narrow vertebral interpedicular distance	NA	NA
HP:0005989	Redundant neck skin	NA	NA
HP:0005403	T lymphocytopenia	C536783	T-Lymphocytopenia
HP:0002002	Deep philtrum	NA	NA
HP:0007734	Enlarged lacrimal glands	NA	NA
HP:0001256	Intellectual disability, mild	NA	NA
HP:0006641	Prominent floating ribs	NA	NA
HP:0002884	Hepatoblastoma	D018197	Hepatoblastomas
HP:0010503	Fibular duplication	NA	NA
HP:0001945	Fever	D005334	Pyrexias
HP:0002789	Tachypnea	D059246	Tachypneas
HP:0012397	Aortic atherosclerosis	NA	NA
HP:0012544	Elevated aldolase level	NA	NA
HP:0012814	Bilateral breast hypoplasia	NA	NA
HP:0006000	Ureteral obstruction	D014517	Ureteral Obstructions
HP:0003218	Oroticaciduria	NA	NA
HP:0010619	Fibroma of the breast	NA	NA
HP:0030057	Autoimmune antibody positivity	NA	NA
HP:0004057	Mitten deformity	NA	NA
HP:0011362	Abnormal hair quantity	NA	NA
HP:0001863	Toe clinodactyly	NA	NA
HP:0009124	Abnormality of adipose tissue	NA	NA
HP:0000605	Supranuclear gaze palsy	NA	NA
HP:0003526	Orotic acid crystalluria	NA	NA
HP:0000232	Everted lower lip vermilion	NA	NA
HP:0000600	Abnormality of the pharynx	NA	NA
HP:0004927	Pulmonary artery dilatation	NA	NA
HP:0002814	Abnormality of the lower limb	NA	NA
HP:0007765	Deep anterior chamber	NA	NA
HP:0011381	Aplasia of the semicircular canal	NA	NA
HP:0006528	Chronic lung disease	NA	NA
HP:0011662	Tricuspid atresia	D018785	Valve Atresias, Tricuspid
HP:0001315	Reduced tendon reflexes	NA	NA
HP:0000200	Short lingual frenulum	NA	NA
HP:0030275	Ectopic scrotum	NA	NA
HP:0030177	Abnormality of peripheral nervous system electrophysiology	NA	NA
HP:0100840	Aplasia/Hypoplasia of the eyebrow	NA	NA
HP:0005731	Cortical irregularity	NA	NA
HP:0002550	Absent facial hair	NA	NA
HP:0005991	Limited neck flexion	NA	NA
HP:0000467	Neck muscle weakness	NA	NA
HP:0010940	Aplasia/Hypoplasia of the nasal bone	NA	NA
HP:0001727	Thromboembolic stroke	NA	NA
HP:0000825	Hyperinsulinemic hypoglycemia	NA	NA
HP:0002019	Constipation	NA	NA
HP:0000348	High forehead	NA	NA
HP:0000190	Abnormality of oral frenula	NA	NA
HP:0002878	Respiratory failure	NA	NA
HP:0003027	Mesomelia	NA	NA
HP:0007513	Generalized hypopigmentation	NA	NA
HP:0010058	Aplasia/Hypoplasia of the phalanges of the hallux	NA	NA
HP:0007149	Distal upper limb amyotrophy	NA	NA
HP:0010781	Skin dimples	NA	NA
HP:0000590	Progressive external ophthalmoplegia	D017246	Ocular Myopathy of Von Graefe Fuchs
HP:0010546	Muscle fibrillation	NA	NA
HP:0004313	Decreased antibody level in blood	NA	NA
HP:0030050	Narcolepsy	NA	NA
HP:0009924	Aplasia/Hypoplasia involving the nose	NA	NA
HP:0100563	Diastomatomyelia	NA	NA
HP:0011771	Autoimmune hypoparathyroidism	NA	NA
HP:0005318	Cerebral vasculitis	NA	NA
HP:0003305	Block vertebrae	NA	NA
HP:0040077	Abnormal concentration of calcium in blood	NA	NA
HP:0008808	High iliac wings	NA	NA
HP:0003641	Hemoglobinuria	D006456	Hemoglobinuria
HP:0001072	Thickened skin	NA	NA
HP:0001065	Striae distensae	D057896	Stretch Mark
HP:0100602	Preeclampsia	D011225	Toxemias, EPH
HP:0100582	Nasal polyposis	D009298	Polyp, Nasal
HP:0005603	Numerous congenital melanocytic nevi	NA	NA
HP:0000168	Abnormality of the gingiva	NA	NA
HP:0005233	Hypoplasia of the gallbladder	NA	NA
HP:0002425	Anarthria	NA	NA
HP:0008803	Narrow sacroiliac notch	NA	NA
HP:0007803	Monochromacy	NA	NA
HP:0010720	Abnormal hair pattern	NA	NA
HP:0000929	Abnormality of the skull	NA	NA
HP:0000967	Petechiae	NA	NA
HP:0000708	Behavioral abnormality	NA	NA
HP:0009890	High anterior hairline	NA	NA
HP:0000460	Narrow nose	NA	NA
HP:0010054	Abnormality of the first metatarsal bone	NA	NA
HP:0011109	Chronic sinusitis	NA	NA
HP:0010747	Medial flaring of the eyebrow	NA	NA
HP:0004383	Hypoplastic left heart	D018636	Hypoplastic Left Heart Syndrome
HP:0009838	Curved distal phalanges of the hand	NA	NA
HP:0008209	Premature ovarian failure	D008594	Premature Menopause
HP:0007980	Absent retinal pigment epithelium	NA	NA
HP:0100665	Angioedema	D000799	Giant Urticaria
HP:0000060	Clitoral hypoplasia	NA	NA
HP:0012432	Chronic fatigue	NA	NA
HP:0001093	Optic nerve dysplasia	NA	NA
HP:0002521	Hypsarrhythmia	NA	NA
HP:0008845	Mesomelic short stature	NA	NA
HP:0000741	Apathy	D057565	Apathy
HP:0001211	Abnormality of the fingertips	NA	NA
HP:0040189	Scaling skin	NA	NA
HP:0100748	Muscular edema	NA	NA
HP:0011349	Abducens palsy	C564661	Abducens Palsy
HP:0008948	Proximal upper limb amyotrophy	NA	NA
HP:0000777	Abnormality of the thymus	NA	NA
HP:0430022	Abnormality of the sphenoid sinus	NA	NA
HP:0100962	Shyness	NA	NA
HP:0001618	Dysphonia	NA	NA
HP:0006744	Adrenocortical carcinoma	D018268	Adrenal Cortical Carcinoma
HP:0012798	Pulmonary lymphangiomyomatosis	NA	NA
HP:0001048	Cavernous hemangioma	NA	NA
HP:0003025	Metaphyseal irregularity	NA	NA
HP:0011234	Absent antihelix	NA	NA
HP:0000960	Sacral dimple	NA	NA
HP:0012294	Abnormality of the occipital bone	NA	NA
HP:0009906	Aplasia/Hypoplasia of the earlobes	NA	NA
HP:0002597	Abnormality of the vasculature	NA	NA
HP:0001695	Cardiac arrest	NA	NA
HP:0100639	Erectile abnormalities	NA	NA
HP:0003550	Predominantly lower limb lymphedema	NA	NA
HP:0030010	Hydrometrocolpos	NA	NA
HP:0003124	Hypercholesterolemia	NA	NA
HP:0008786	Iliac crest serration	NA	NA
HP:0008056	Aplasia/Hypoplasia affecting the eye	NA	NA
HP:0012043	Pendular nystagmus	NA	NA
HP:0004097	Deviation of finger	NA	NA
HP:0002099	Asthma	NA	NA
HP:0003552	Muscle stiffness	NA	NA
HP:0000748	Inappropriate laughter	NA	NA
HP:0009919	Retinoblastoma	NA	NA
HP:0012747	Abnormal brainstem MRI signal intensity	NA	NA
HP:0006573	Acute hepatic steatosis	NA	NA
HP:0002937	Hemivertebrae	NA	NA
HP:0003041	Humeroradial synostosis	NA	NA
HP:0030880	Raynaud phenomenon	NA	NA
HP:0000659	Peters anomaly	C537884	Peters anomaly
HP:0003739	Myoclonic spasms	NA	NA
HP:0006367	Crumpled long bones	NA	NA
HP:0000973	Cutis laxa	D003483	Dermatolyses
HP:0100856	Poorly ossified vertebrae	NA	NA
HP:0007793	Granular macular appearance	NA	NA
HP:0002745	Oral leukoplakia	NA	NA
HP:0007452	Midface capillary hemangioma	NA	NA
HP:0001724	Aortic dilatation	NA	NA
HP:0003535	3-Methylglutaconic aciduria	C579867	3-Methylglutaconic Aciduria
HP:0001385	Hip dysplasia	NA	NA
HP:0001508	Failure to thrive	NA	NA
HP:0002865	Medullary thyroid carcinoma	C536914	Thyroid cancer, medullary
HP:0003762	Uterus didelphys	NA	NA
HP:0009017	Loss of gluteal subcutaneous adipose tissue	NA	NA
HP:0001723	Restrictive cardiomyopathy	D002313	Restrictive Cardiomyopathy
HP:0001374	Congenital hip dislocation	NA	NA
HP:0011219	Short face	NA	NA
HP:0003335	Low gonadotropins (secondary hypogonadism)	NA	NA
HP:0005561	Abnormality of bone marrow cell morphology	NA	NA
HP:0007164	Slowed slurred speech	NA	NA
HP:0011039	Abnormality of the helix	NA	NA
HP:0200125	Mitochondrial respiratory chain defects	NA	NA
HP:0007469	Palmoplantar cutis gyrata	NA	NA
HP:0008736	Hypoplasia of penis	NA	NA
HP:0011354	Generalized abnormality of skin	NA	NA
HP:0010173	Aplasia/Hypoplasia of the phalanges of the toes	NA	NA
HP:0011224	Ablepharon	NA	NA
HP:0009773	Symphalangism affecting the phalanges of the hand	NA	NA
HP:0000622	Blurred vision	NA	NA
HP:0008723	Gonadal dysgenesis with female appearance, male	NA	NA
HP:0009739	Hypoplasia of the antihelix	NA	NA
HP:0011340	Incomplete cleft of the upper lip	NA	NA
HP:0030872	Abnormal cardiac ventricular function	NA	NA
HP:0001654	Abnormality of the heart valves	NA	NA
HP:0007199	Progressive spastic paraparesis	NA	NA
HP:0002589	Gastrointestinal atresia	NA	NA
HP:0030051	Tip-toe gait	NA	NA
HP:0001785	Ankle swelling	NA	NA
HP:0000943	Dysostosis multiplex	NA	NA
HP:0007299	Dysfunction of lateral corticospinal tracts	NA	NA
HP:0011310	Bridged palmar crease	NA	NA
HP:0002242	Abnormality of the intestine	D007410	Intestinal Disease
HP:0010512	Adrenal calcification	NA	NA
HP:0001030	Fragile skin	NA	NA
HP:0000592	Blue sclerae	NA	NA
HP:0012886	Hemorrhagic ovarian cyst	NA	NA
HP:0002248	Hematemesis	D006396	Hematemeses
HP:0000722	Obsessive-compulsive behavior	D003192	Compulsive Behaviors
HP:0040083	Toe walking	NA	NA
HP:0100704	Cortical visual impairment	NA	NA
HP:0007400	Irregular hyperpigmentation	NA	NA
HP:0008383	Slow-growing nails	NA	NA
HP:0001063	Acrocyanosis	NA	NA
HP:0011069	Increased number of teeth	NA	NA
HP:0030809	Abnormal tongue morphology	NA	NA
HP:0006385	Short lower limbs	NA	NA
HP:0012344	Morphea	NA	NA
HP:0007728	Congenital miosis	C537550	Microcoria, congenital
HP:0002500	Abnormality of the cerebral white matter	NA	NA
HP:0011803	Bifid nose	NA	NA
HP:0008872	Feeding difficulties in infancy	NA	NA
HP:0000410	Mixed hearing impairment	D046089	Losses, Mixed Hearing
HP:0002199	Hypocalcemic seizures	NA	NA
HP:0009113	Diaphragmatic weakness	NA	NA
HP:0011367	Yellow nails	NA	NA
HP:0040171	Decreased serum testosterone level	NA	NA
HP:0000639	Nystagmus	NA	NA
HP:0000028	Cryptorchidism	NA	NA
HP:0009237	Short 5th finger	NA	NA
HP:0008232	Elevated follicle stimulating hormone	NA	NA
HP:0001166	Arachnodactyly	D054119	Arachnodactylies
HP:0012763	Paroxysmal dyspnea	NA	NA
HP:0010564	Bifid epiglottis	NA	NA
HP:0001119	Keratoglobus	NA	NA
HP:0000322	Short philtrum	NA	NA
HP:0002445	Tetraplegia	NA	NA
HP:0100657	Celosomia	NA	NA
HP:0000337	Broad forehead	NA	NA
HP:0006335	Persistence of primary teeth	NA	NA
HP:0007552	Abnormal subcutaneous fat tissue distribution	NA	NA
HP:0002843	Abnormality of T cells	NA	NA
HP:0009843	Aplasia/Hypoplasia of the middle phalanges of the hand	NA	NA
HP:0010529	Echolalia	D004454	Speech, Echo
HP:0001939	Abnormality of metabolism/homeostasis	NA	NA
HP:0001414	Microvesicular hepatic steatosis	NA	NA
HP:0005687	Deformed humeral heads	NA	NA
HP:0012478	Temporomandibular joint ankylosis	C536957	Temporomandibular ankylosis
HP:0100829	Galactorrhea	D005687	Galactorrheas
HP:0008501	Median cleft lip and palate	NA	NA
HP:0001608	Abnormality of the voice	NA	NA
HP:0001746	Asplenia	NA	NA
HP:0100006	Neoplasm of the central nervous system	NA	NA
HP:0010306	Short thorax	NA	NA
HP:0008339	Diaminoaciduria	NA	NA
HP:0008063	Aplasia/Hypoplasia of the lens	NA	NA
HP:0030692	Brain neoplasm	NA	NA
HP:0004438	Hyperostosis frontalis interna	NA	NA
HP:0001082	Cholecystitis	NA	NA
HP:0000718	Aggressive behavior	NA	NA
HP:0006394	Limited pronation/supination of forearm	NA	NA
HP:0000493	Abnormality of the fovea	NA	NA
HP:0012192	Cutaneous T-cell lymphoma	NA	NA
HP:0000059	Hypoplastic labia majora	NA	NA
HP:0040079	Irregular dentition	NA	NA
HP:0005590	Spotty hypopigmentation	NA	NA
HP:0007675	Progressive night blindness	NA	NA
HP:0007502	Follicular hyperkeratosis	NA	NA
HP:0011153	Focal motor seizures	NA	NA
HP:0003095	Septic arthritis	NA	NA
HP:0003072	Hypercalcemia	NA	NA
HP:0009839	Osteolytic defects of the distal phalanges of the hand	NA	NA
HP:0008401	Onychogryposis of toenails	NA	NA
HP:0002553	Highly arched eyebrow	NA	NA
HP:0002300	Mutism	NA	NA
HP:0001326	EEG with irregular generalized spike and wave complexes	NA	NA
HP:0100804	Ungual fibroma	NA	NA
HP:0000619	Impaired convergence	NA	NA
HP:0000976	Eczematoid dermatitis	D004485	Eczematous Dermatitis
HP:0005280	Depressed nasal bridge	NA	NA
HP:0005145	Coronary artery stenosis	D023921	Stenosis, Coronary Artery
HP:0001712	Left ventricular hypertrophy	D017379	Ventricular Hypertrophies, Left
HP:0003324	Generalized muscle weakness	NA	NA
HP:0006780	Parathyroid carcinoma	NA	NA
HP:0005876	Progressive flexion contractures	NA	NA
HP:0001386	Joint swelling	NA	NA
HP:0001520	Large for gestational age	NA	NA
HP:0100760	Clubbing of toes	NA	NA
HP:0004329	Abnormality of the posterior segment of the globe	NA	NA
HP:0100650	Vaginal neoplasm	NA	NA
HP:0008182	Adrenocortical hypoplasia	NA	NA
HP:0003417	Coronal cleft vertebrae	NA	NA
HP:0007874	Almond-shaped palpebral fissure	NA	NA
