Source	Predicate	Target	Source_wd	Predicate_wd	Target_wd	Reference	Sentence	Source_type	Target_type	Source_name	Target_name	Prevalence	Curator_evidence	Curation_date	Curator	Reference_date
DOID:0060728	presents	HP:0000486				https://www.ncbi.nlm.nih.gov/pubmed/24651605	Patient 4: (...). In addtion, global developmental delay, abnormal tear production, unilateral ptosis, strabismus, elevated liver transaminases (three to four times upper limit of normal), and constipation were noted in infancy.	disease	phenotype	NGLY1 deficiency	Strabismus	4/8		2017-03-22	Núria Queralt Rosinach	2014-03-20
DOID:0060728	presents	HP:0012804				https://www.ncbi.nlm.nih.gov/pubmed/24651605	Patient 1: (...). He has cortical vision impairment and congenital alacrima, and corneal ulcerations with scarring were noted at the age of 4 years.	disease	phenotype	NGLY1 deficiency	Corneal disease	4/8		2017-03-22	Núria Queralt Rosinach	2014-03-20
DOID:0060728	presents	HP:0010605				https://www.ncbi.nlm.nih.gov/pubmed/24651605	Table 1	disease	phenotype	NGLY1 deficiency	Chalazions	4/8		2017-03-22	Núria Queralt Rosinach	2014-03-20
DOID:0060728	presents	HP:0000657				https://www.ncbi.nlm.nih.gov/pubmed/24651605	Patient 2: (...). At 5 years of age, she was noted to have ocular apraxia, distal tapering of hands and feet, and diminished deep tendon reflexes.	disease	phenotype	NGLY1 deficiency	Ocular apraxia	4/8		2017-03-22	Núria Queralt Rosinach	2014-03-20
DOID:0060728	presents	HP:0006579				https://www.ncbi.nlm.nih.gov/pubmed/24651605	Patient 7: a now 3-year-old girl, was born at term via scheduled Cesarean section and, other than mild jaundice, did not have any neonatal complications. 	disease	phenotype	NGLY1 deficiency	Neonatal Jaundice	4/8		2017-03-22	Núria Queralt Rosinach	2014-03-20
DOID:0060728	presents	HP:0001999 				https://www.ncbi.nlm.nih.gov/pubmed/24651605	NGLY1-deficient patients have a striking clinical triad, consisting of abnormal tear production, choreoathetosis, and liver disease. In addition, global developmental delay, acquired microcephaly, hypotonia, EEG abnormalities with or without overt seizures, brain imaging abnormalities, a peripheral neuropathy, constipation, and a history of IUGR were common findings. Some patients were noted to have dysmorphic features, but overall these were not considered to be particularly prominent (Table1).	disease	phenotype	NGLY1 deficiency	Dysmorphic features	4/8		2017-03-22	Núria Queralt Rosinach	2014-03-20
DOID:0060728	presents	HP:0002650				https://www.ncbi.nlm.nih.gov/pubmed/24651605	Patient 8: (...). Other medical history includes acquired microcephaly, an inability to completely close her eyes during sleep, chronic conjunctivitis, corneal clouding, hypolacrima, strabismus, hearing impairment, gastro-esophageal reflux, chronic constipation, severe scoliosis, and talipes equinovarus.	disease	phenotype	NGLY1 deficiency	Scoliosis	4/8		2017-03-22	Núria Queralt Rosinach	2014-03-20
DOID:0060728	presents	HP:0200055				https://www.ncbi.nlm.nih.gov/pubmed/24651605	Table 1	disease	phenotype	NGLY1 deficiency	Small hands	4/8		2017-03-22	Núria Queralt Rosinach	2014-03-20
DOID:0060728	presents	HP:0001773				https://www.ncbi.nlm.nih.gov/pubmed/24651605	Table 1	disease	phenotype	NGLY1 deficiency	Small feet	4/8		2017-03-22	Núria Queralt Rosinach	2014-03-20
DOID:0060728	presents	HP:0009830				https://www.ncbi.nlm.nih.gov/pubmed/24651605	NGLY1-deficient patients have a striking clinical triad, consisting of abnormal tear production, choreoathetosis, and liver disease. In addition, global developmental delay, acquired microcephaly, hypotonia, EEG abnormalities with or without overt seizures, brain imaging abnormalities, a peripheral neuropathy, constipation, and a history of IUGR were common findings. Some patients were noted to have dysmorphic features, but overall these were not considered to be particularly prominent (Table1).	disease	phenotype	NGLY1 deficiency	Peripheral neuropathy	3/3		2017-03-22	Núria Queralt Rosinach	2014-03-20
DOID:0060728	presents	HP:0006254				https://www.ncbi.nlm.nih.gov/pubmed/24651605	Table 1	disease	phenotype	NGLY1 deficiency	Elevated AFP	3/5		2017-03-22	Núria Queralt Rosinach	2014-03-20
DOID:0060728	presents	HP:0006958				https://www.ncbi.nlm.nih.gov/pubmed/24651605	Table 1	disease	phenotype	NGLY1 deficiency	ABR abnormalities	2/5		2017-03-22	Núria Queralt Rosinach	2014-03-20
DOID:0060728	presents	HP:0001395				https://www.ncbi.nlm.nih.gov/pubmed/24651605	Table 1	disease	phenotype	NGLY1 deficiency	Liver fibrosis	2/6		2017-03-22	Núria Queralt Rosinach	2014-03-20
